uuid, score, group,lsat,gender,race1,z,id,quality,score,group
c8a902e8-feab-4687-b4b2-d992c215ed1e,1.0,1,,,,,,,,
ea3332c9-737f-4b51-8f8e-011259472e06,1.0,0,,,,,,,,
804fa547-701e-4bb7-bd9d-0dfdcb220633,1.0,1,,,,,,,,
dff26773-26ed-4524-94f1-ddc51cb2e66d,1.0,0,,,,,,,,
01c0ed4d-34a8-4640-ab75-e99205fc2ea8,1.0,1,,,,,,,,
0c041d10-53f5-4aff-baf1-844511055d04,1.0,1,,,,,,,,
ff4b887f-c85a-4e3d-a4c2-db4d553016e1,1.0,1,,,,,,,,
4862ce6a-22ce-4598-b11f-93fd2be3a57f,1.0,0,,,,,,,,
5eaa71be-d97b-4f6b-8610-e5d133239702,1.0,1,,,,,,,,
3d47e83b-3ca0-4144-9a8c-52296bdf6a59,1.0,0,,,,,,,,
0eea784a-604e-4f72-93ab-807fbbaf1d88,1.0,1,,,,,,,,
2c9429d4-ff7e-48aa-94ca-5d85618fad0b,1.0,0,,,,,,,,
4b7c6322-910f-4777-9639-c74ab5640c0f,1.0,0,,,,,,,,
88e6d384-04f8-4280-a08a-a21d76c9a6af,1.0,1,,,,,,,,
13e93ddb-3837-4702-8849-55193421d7b8,1.0,0,,,,,,,,
d9c2f46f-1f87-4516-8fa3-206675ab5b93,1.0,1,,,,,,,,
ec3257aa-9e20-4431-b015-419475de792e,1.0,0,,,,,,,,
2a53aa05-2d56-4430-a0a1-94c444c1ba20,1.0,1,,,,,,,,
4e209324-b6fb-430e-be1f-45d85ba08997,1.0,0,,,,,,,,
bb172ed5-17e1-4939-85d3-82319b9a62a7,1.0,1,,,,,,,,
a257febc-a66a-44fe-9995-f946b6993940,1.0,0,,,,,,,,
488e3dae-2b8d-4d52-89ac-6eb6491b606d,1.0,0,,,,,,,,
72ca7250-8dc0-407a-9bd7-22640df10d8c,1.0,1,,,,,,,,
798deeae-3682-4bcf-b25a-9ee47aa48246,1.0,0,,,,,,,,
dd49012a-9c23-4888-89e7-e043759ff684,1.0,1,,,,,,,,
b7daec53-1789-464f-8e54-543472e9758b,1.0,1,,,,,,,,
2ae10314-8f25-4393-8524-6b28574806ac,1.0,1,,,,,,,,
256080a8-3b9c-4d66-868b-1a83f82da40a,1.0,0,,,,,,,,
63c08367-ec52-49db-8002-940a80e8afbe,1.0,1,,,,,,,,
9fc21eac-85bf-4766-8c4f-d7be5de1c3a4,1.0,1,,,,,,,,
837ba3c0-d898-4b8a-935d-6550c316d843,1.0,1,,,,,,,,
38f1cc36-a745-419c-beea-61e1ddaf9f90,1.0,0,,,,,,,,
563d7e06-f0fb-4810-8c50-e79e63a30133,1.0,1,,,,,,,,
d5425ab3-a4f4-42ff-800d-9954cb5c88fc,1.0,1,,,,,,,,
f8817e9f-9804-4cd5-be73-3cce72fd7681,1.0,1,,,,,,,,
37c9a2c4-e2bf-43de-87ac-ed916ae74843,1.0,1,,,,,,,,
61561025-9367-4ec0-8c1a-61c439959a6f,1.0,1,,,,,,,,
c74a411d-ccdf-4196-afae-c61ea7659abf,1.0,1,,,,,,,,
802bc148-e917-4af3-9d5a-e2c1ad73096a,1.0,0,,,,,,,,
aab8d015-da83-4ef4-b60b-e8da77895767,1.0,1,,,,,,,,
83d9e841-42bd-46e0-a643-5cd0a18d8d3d,1.0,0,,,,,,,,
1df9b298-88e6-4fad-9bf4-e579a24cd41e,1.0,1,,,,,,,,
90e456d0-9c0e-40ec-b526-18765ca5df55,1.0,1,,,,,,,,
eb287b90-9add-43f9-96e4-fc9dfade870e,1.0,1,,,,,,,,
f3636289-caba-4e19-bda5-4852efe5852b,0.972972972972973,1,,,,,,,,
f66b83e1-f650-4138-9221-6e27bcf2e790,1.0,0,,,,,,,,
2ea0ce69-e19d-47a4-a149-7dc13f5d7324,0.972972972972973,1,,,,,,,,
a932a3d5-a87d-4e02-8dd0-9babf15ad36d,1.0,0,,,,,,,,
8f3b5457-0c4a-4fef-80dc-6e9c0a15e6a0,0.972972972972973,1,,,,,,,,
377abc60-09a3-43dd-91f4-efebcdd0bb88,1.0,0,,,,,,,,
3d1e3758-f0f3-4961-a9d8-443ee579d53b,0.972972972972973,1,,,,,,,,
cb1c84ff-5665-454c-ace6-119f488c92d1,1.0,0,,,,,,,,
c675ab6b-b97e-4bd6-a594-7a98dd995b64,0.972972972972973,1,,,,,,,,
b79cbff9-010b-4faa-9ec5-a430afa2e4fe,1.0,0,,,,,,,,
e6d6f704-f157-4321-b4fa-c2e1e64bff59,1.0,0,,,,,,,,
f30fc368-5b2f-469e-983d-23e0073b0138,0.972972972972973,1,,,,,,,,
16c49d2d-60e6-4ddd-8860-8c4afec6e4a0,1.0,0,,,,,,,,
a5d0bb16-ab58-4aeb-9ff9-bf4871053ded,0.972972972972973,1,,,,,,,,
b8b70886-7e23-4a5e-8607-410a4763efb4,1.0,0,,,,,,,,
b3329050-9735-40f5-9f37-7ba706f31115,0.972972972972973,1,,,,,,,,
c0ceee03-b556-4797-b27b-e1e40a6bb2cf,1.0,0,,,,,,,,
ca17d661-09ae-4687-95ff-d8c1681983c4,0.972972972972973,1,,,,,,,,
958766b0-ed6a-46af-a486-a26e9e191026,1.0,0,,,,,,,,
5ef84f4b-3812-4459-8618-2ed1bfc1e5ff,0.972972972972973,1,,,,,,,,
7b670772-e038-4946-8701-f11fc29967ad,1.0,0,,,,,,,,
97a31006-e5d7-4aa6-879d-a4c5fc5d5629,1.0,0,,,,,,,,
0bd5c3af-0ab5-42ec-898d-75ee16bd2497,0.972972972972973,1,,,,,,,,
569498dd-edcc-4398-bfe8-ed2ca3bc38b7,1.0,0,,,,,,,,
769491d6-13cf-4809-8c09-36c561bf8f02,0.972972972972973,1,,,,,,,,
bf94117b-1494-4246-b421-e4817f5ab7b7,1.0,0,,,,,,,,
f7d21a05-309c-448f-965d-e03f96fc6599,0.972972972972973,1,,,,,,,,
12de2772-464a-4000-aa20-1655167e5b39,1.0,0,,,,,,,,
21cfc2f8-7784-436d-8425-233bc2f025d6,0.972972972972973,1,,,,,,,,
8f9c2d98-4bcd-45dc-9156-63188712e4a8,1.0,0,,,,,,,,
cacbcbba-074c-4f1e-8e8a-ba3cd7115cd6,0.972972972972973,1,,,,,,,,
0b4ee3fd-b93e-4678-82b9-7dd3bad3307f,1.0,0,,,,,,,,
983f3b50-02fa-4bf8-ac0f-f3cfb74694fe,0.972972972972973,1,,,,,,,,
ccf34e59-9b45-4a6a-9c9e-74d7ec1bdbcd,1.0,0,,,,,,,,
cf963019-7050-4e90-904a-78cec8678b6d,1.0,0,,,,,,,,
0a2b7293-284a-44e1-853c-60f063ea4478,0.972972972972973,1,,,,,,,,
fab541f0-554e-4282-846f-c0b4ff2df5cf,1.0,0,,,,,,,,
cec07c2b-0066-439b-869e-60d564102286,0.972972972972973,1,,,,,,,,
cd0281b6-d31f-467b-a156-30cdf6742311,1.0,0,,,,,,,,
c9882ff1-c987-4763-8044-98e4c17bf78f,0.972972972972973,1,,,,,,,,
d85ac541-47bd-4941-8def-b088dd1b930c,1.0,0,,,,,,,,
a1785638-0149-405b-bbc5-0929acf683dc,0.972972972972973,1,,,,,,,,
e35e1da2-af27-4fa4-bd9a-7238aa4178c2,1.0,0,,,,,,,,
ff8c003b-fd8c-4903-8d46-19e1f308a930,0.972972972972973,1,,,,,,,,
f1e6bdd5-571a-4bd3-ab41-4b1a91b69ab7,1.0,0,,,,,,,,
c217d884-ab1a-4c7c-b2bf-86e00f6899d9,1.0,0,,,,,,,,
e7aada7a-6ac3-4a6f-bd0c-a0ca1e72de1e,0.972972972972973,1,,,,,,,,
6a1e82c9-d4f5-416b-9508-addb1ca73709,1.0,0,,,,,,,,
e23142e9-bb4b-49cb-93ab-d8164715c06d,0.972972972972973,1,,,,,,,,
dc6a8d24-40de-4eba-9dfb-0c801de28b38,1.0,0,,,,,,,,
3282cb57-ab53-46d9-982c-9ad9afb6d102,0.972972972972973,1,,,,,,,,
2d794139-c422-45fc-b270-6cce76593885,1.0,0,,,,,,,,
7793df38-382b-4c58-93ff-bc31d2933b51,0.972972972972973,1,,,,,,,,
34186445-135d-4523-b282-df89298a75c9,1.0,0,,,,,,,,
33f5d649-10e8-410e-846a-ec0f1994bdfd,0.972972972972973,1,,,,,,,,
fa960747-aeaf-40a2-82c5-ab5aa610ffa7,1.0,0,,,,,,,,
a75e80fc-ec38-4078-b34b-dad1b9179051,0.972972972972973,1,,,,,,,,
2451b497-c989-4a62-90a7-7a7bb1ade3de,1.0,0,,,,,,,,
6483ff81-b40e-4483-a1d2-8844085d1fa8,1.0,0,,,,,,,,
bc78c133-cc2a-4e49-97e7-3646bdea4532,0.972972972972973,1,,,,,,,,
df0b2339-4d33-4144-9cb9-0c8c62a30c5b,1.0,0,,,,,,,,
4a291818-e45a-475d-94ba-b0d4dd411d9e,0.972972972972973,1,,,,,,,,
b5f46c26-c94f-4e7f-8fdb-180628b08e48,1.0,0,,,,,,,,
4719cd04-2fdb-47b9-8419-8d9f8b46e99a,0.972972972972973,1,,,,,,,,
d75ab458-dd93-40ba-afc3-2ea1015c043e,1.0,0,,,,,,,,
379b917f-6e39-40e6-91ae-295859b2e106,0.972972972972973,1,,,,,,,,
f6f5e0f6-ce89-4372-9a1e-a2314eb87065,1.0,0,,,,,,,,
3d44e0ca-bee7-46ae-a174-b3eb9c0494f5,0.972972972972973,1,,,,,,,,
2f582a48-22a2-44e3-8d29-e729b30ffc4a,1.0,0,,,,,,,,
fe0e9923-df1b-4d21-a233-7aaf92e0e5a9,0.972972972972973,1,,,,,,,,
388b9a43-f7b8-475c-a3ac-75994399066e,1.0,0,,,,,,,,
9015f4e9-1039-4396-a73b-0c10470f9489,1.0,0,,,,,,,,
2de55c16-18d8-46de-bc01-f9a9c13a82a9,0.972972972972973,1,,,,,,,,
7129e357-ff43-4bd2-85fb-a1de3e2cf1a2,1.0,0,,,,,,,,
4de451d5-7401-4168-a0a1-2f4652b08176,0.972972972972973,1,,,,,,,,
f43159b5-c727-4f9c-be2a-8dd9ef5f4489,1.0,0,,,,,,,,
b8c2453f-3935-42cf-a500-0d0897a38053,0.972972972972973,1,,,,,,,,
4c7e2546-dbed-4c30-a02b-c10e751a9b28,1.0,0,,,,,,,,
bfea9995-e1b4-4e5d-8706-c555456429c4,0.972972972972973,1,,,,,,,,
75a5314e-2e12-43df-b70d-89163001acf0,1.0,0,,,,,,,,
966f99f8-cbcb-4cfd-8a09-aea0948da4e2,0.972972972972973,1,,,,,,,,
ff3adc20-f3d9-4e84-a4e6-97db20fed231,1.0,0,,,,,,,,
c5454815-9db3-49d4-a464-70466f1083fa,0.972972972972973,1,,,,,,,,
7ceb805d-57c8-4f3a-b858-5324d91dbeb0,1.0,0,,,,,,,,
c6b1d9a8-d7ea-4d57-aac4-1b5b779db290,1.0,0,,,,,,,,
19caf9a3-8051-407a-8db4-c770ff91d22e,0.972972972972973,1,,,,,,,,
68c961ba-c62e-4a70-b4b9-8d99903e07d0,1.0,0,,,,,,,,
34a9b96c-3c92-414c-986f-62311b118a57,0.972972972972973,1,,,,,,,,
c8578135-0266-44df-8424-1ff26e3ecedf,1.0,0,,,,,,,,
a2b30ebe-5535-4d5a-877e-525790e8b4d8,0.972972972972973,1,,,,,,,,
2db5d0ec-d8e4-476e-9302-89fa955248d1,1.0,0,,,,,,,,
222d20e0-7b0a-4213-bcd1-49b7d55a05ab,0.972972972972973,1,,,,,,,,
df3380a3-7b70-43a6-a9d5-889bfbddd69e,1.0,0,,,,,,,,
49f6dfee-6a9e-4ac9-81d6-58f4bd784bce,0.972972972972973,1,,,,,,,,
c31de329-9160-4db8-8b0f-25a1009447d3,1.0,0,,,,,,,,
788a3cba-3b7b-4f9c-9906-5b5a5af7f44b,0.972972972972973,1,,,,,,,,
950aad61-1db1-4d84-8b32-3fe1869132ee,1.0,0,,,,,,,,
55d36080-72bc-4d76-a6bd-8481cf099855,0.972972972972973,1,,,,,,,,
8640ab32-7ab3-4391-a013-c778bda9e846,1.0,0,,,,,,,,
f8a382a6-5519-4bba-be32-e182cede1a51,1.0,0,,,,,,,,
8d9c85f4-5e7e-408d-85ca-12c79fdeef4a,0.972972972972973,1,,,,,,,,
6844460d-dc2d-4db9-a980-41c16d14f48a,1.0,0,,,,,,,,
e1eb5228-76ce-42b4-baec-8470d634506e,0.972972972972973,1,,,,,,,,
78254265-bb3d-481e-bd2e-ec8dcf6373ba,1.0,0,,,,,,,,
8e4760df-3835-49d1-aff4-85f9de3cbe94,0.972972972972973,1,,,,,,,,
0b00f5c4-3d9e-437d-9c8b-94e4f9eeaf39,1.0,0,,,,,,,,
2c3aeb11-2d41-4eea-a4eb-62bb28f6e1c3,0.972972972972973,1,,,,,,,,
2fcb0925-b18e-4237-84de-bc2ef083fec7,1.0,0,,,,,,,,
7c9bf690-09ef-4656-8603-ff7c586f2901,0.972972972972973,1,,,,,,,,
11b3a098-e10e-4503-ad08-ffa9bb4d4f36,1.0,0,,,,,,,,
0b95ce3d-819d-4bea-ba22-6c06a8a1b2f4,0.972972972972973,1,,,,,,,,
99597bf5-7b4d-4416-bdf9-57a4f2b80aa4,1.0,0,,,,,,,,
6d96b51e-0f9b-4919-be1b-52ea5d60776d,1.0,0,,,,,,,,
d79819a3-5cb9-418b-9ed3-8ea8d59dfdce,0.972972972972973,1,,,,,,,,
12316c54-b858-4265-aec0-c1e3c63ed03a,1.0,0,,,,,,,,
5189d510-9f72-47e4-aab1-7151d1f871ff,0.972972972972973,1,,,,,,,,
99a175e6-4f6c-4414-b10d-77646c083f6b,1.0,0,,,,,,,,
7a032f20-776c-4221-8b17-31d2d9e4521d,0.972972972972973,1,,,,,,,,
bfab8532-c7c1-485e-ad5e-fd8a85c514c1,1.0,0,,,,,,,,
f92f1b7f-035b-4946-9a32-8751421ccc24,0.972972972972973,1,,,,,,,,
d88d6c69-f17f-4b3d-8021-50a0f31065f3,1.0,0,,,,,,,,
3d72b5c3-3bee-4c3e-8f70-2186162827d3,0.972972972972973,1,,,,,,,,
266710e3-da8b-44e6-a81d-42c88fe7e93b,1.0,0,,,,,,,,
d60d6379-4c72-43a9-964a-abf5219cec5c,0.972972972972973,1,,,,,,,,
36f92ced-929c-413a-b4b9-3b3388c906f9,1.0,0,,,,,,,,
896dd5a0-5625-46fd-8bdc-c0a63e4f5535,0.972972972972973,1,,,,,,,,
941ff6ee-9c63-4563-8299-11c6aad12db5,1.0,0,,,,,,,,
8d3be9e7-fac6-4142-b404-0fdf5da8cfdf,1.0,0,,,,,,,,
a17b3cab-f5ae-40aa-a2e2-1f7790e305b1,0.972972972972973,1,,,,,,,,
0650c129-4ba1-432b-b08f-b09e64464f83,1.0,0,,,,,,,,
142503d9-e6a7-4c38-b3d3-5e0853394c37,0.972972972972973,1,,,,,,,,
648fda75-492e-4be3-b6d6-51cef7caa0d7,1.0,0,,,,,,,,
2b6c56d2-c49b-4aba-b7d7-f59d2a20614d,0.972972972972973,1,,,,,,,,
d0b512f3-a10e-4cc8-908f-246ae10b8ece,1.0,0,,,,,,,,
d53aad4f-b06e-4c81-bb4a-16f3e0bb537d,0.972972972972973,1,,,,,,,,
b45cbc21-36ed-4bfd-99b1-c030cfcb7a69,1.0,0,,,,,,,,
bb913435-962e-413d-a9e0-4180e7295ab8,0.972972972972973,1,,,,,,,,
ccb5d944-6e47-4154-bc64-0dbce0d75e94,1.0,0,,,,,,,,
b2445702-6263-4bf9-8871-ffd8d3b0dbdc,0.972972972972973,1,,,,,,,,
97a99340-4b27-4bf6-bd21-c1916bcd9401,1.0,0,,,,,,,,
d1a24b75-7635-420e-a604-0293d00ce965,0.972972972972973,1,,,,,,,,
a44ad48f-54e3-4cd1-b5e1-65e997270280,1.0,0,,,,,,,,
40a45ed9-0220-40b6-90bb-170c066788e1,1.0,0,,,,,,,,
93b81415-a627-41cb-ac99-8f2e620996b2,0.972972972972973,1,,,,,,,,
d9871fda-18b2-46fd-9944-8f278e55067a,1.0,0,,,,,,,,
213d0497-21d9-4bc8-862d-485fc4e3d0a5,0.972972972972973,1,,,,,,,,
e41c8c3b-d7e1-46cf-add4-7207bf2d33d1,1.0,0,,,,,,,,
b84b0e88-ef68-480d-a147-101bd0b9f00a,0.972972972972973,1,,,,,,,,
a63ab85b-7696-4ee6-9969-6308739115ef,1.0,0,,,,,,,,
a8dd2627-3919-4813-9a04-3be1d8caa7b3,0.972972972972973,1,,,,,,,,
fdb54931-dd96-4eb5-9632-a0bc8b589a9b,1.0,0,,,,,,,,
59a676cc-5bc3-4795-956f-88703f30f472,0.972972972972973,1,,,,,,,,
da4be0fb-a685-4a47-b4b4-8b56efeb8aef,1.0,0,,,,,,,,
2d275995-2e0a-47b3-811d-dea5df1b40bf,0.972972972972973,1,,,,,,,,
ab3a423e-dd81-47fe-a99b-91b829b4dc9d,1.0,0,,,,,,,,
bc4b426c-c882-4076-90f5-5549bc7b647f,0.972972972972973,1,,,,,,,,
821bfab6-b55a-475e-b99d-f0e80349fd58,1.0,0,,,,,,,,
b2e80a30-06c5-455d-81d3-af893e9f9d9e,1.0,0,,,,,,,,
08c7711e-5a13-4a07-baff-6ce5884fe95b,0.972972972972973,1,,,,,,,,
08445682-a56d-4eee-9e4b-394504920be6,1.0,0,,,,,,,,
9e19435b-12c0-4e79-8510-6a2fa66b5556,0.972972972972973,1,,,,,,,,
30492664-967c-4f49-a57f-3b054b00a388,1.0,0,,,,,,,,
65db47af-ea36-46a5-ad40-5bac09cce8dc,0.972972972972973,1,,,,,,,,
b5d1c544-fbfe-4448-b140-0932f1637108,1.0,0,,,,,,,,
4efca75c-af17-40bd-bc0c-fc38f960341e,0.972972972972973,1,,,,,,,,
