,Race,Age,z,y,id
80,2,0,2_0,0.7034068136272545,148
81,2,0,2_0,0.6613226452905812,169
82,1,1,1_1,0.7615230460921844,119
83,2,0,2_0,0.6032064128256514,198
84,2,0,2_0,0.5991983967935872,200
85,2,0,2_0,0.5951903807615231,202
86,0,2,0_2,0.8376753507014028,81
87,2,0,2_0,0.5871743486973948,206
88,2,2,2_2,0.6973947895791583,151
89,2,0,2_0,0.5811623246492986,209
90,0,2,0_2,0.8316633266533067,84
91,2,1,2_1,0.8937875751503006,53
92,1,0,1_0,0.7054108216432866,147
93,2,1,2_1,0.87374749498998,63
94,1,0,1_0,0.6893787575150301,155
95,1,0,1_0,0.687374749498998,156
96,2,0,2_0,0.5771543086172345,211
97,0,0,0_0,0.9318637274549099,34
98,1,0,1_0,0.6753507014028056,162
99,2,2,2_2,0.685370741482966,157
100,1,0,1_0,0.6653306613226453,167
101,0,1,0_1,0.845691382765531,77
102,2,2,2_2,0.6673346693386774,166
103,1,0,1_0,0.657314629258517,171
104,0,2,0_2,0.8276553106212425,86
105,1,2,1_2,0.9659318637274549,17
106,1,1,1_1,0.7535070140280562,123
107,1,0,1_0,0.6432865731462927,178
108,1,0,1_0,0.6372745490981964,181
109,0,2,0_2,0.8176352705410822,91
110,1,1,1_1,0.7374749498997997,131
111,2,1,2_1,0.8597194388777555,70
112,1,2,1_2,0.9579158316633266,21
113,1,2,1_2,0.9458917835671343,27
114,1,1,1_1,0.7294589178356714,135
115,1,0,1_0,0.6272545090180361,186
116,2,1,2_1,0.8416833667334669,79
117,0,2,0_2,0.779559118236473,110
118,2,0,2_0,0.5751503006012024,212
119,2,2,2_2,0.6312625250501003,184
120,2,0,2_0,0.5571142284569139,221
121,2,2,2_2,0.5711422845691383,214
122,0,2,0_2,0.7775551102204409,111
123,0,2,0_2,0.7655310621242485,117
124,1,0,1_0,0.625250501002004,187
125,0,2,0_2,0.7635270541082164,118
126,1,2,1_2,0.9338677354709419,33
127,0,2,0_2,0.751503006012024,124
128,2,1,2_1,0.8096192384769539,95
129,1,1,1_1,0.7254509018036073,137
130,0,2,0_2,0.717434869739479,141
131,1,1,1_1,0.7154308617234469,142
132,2,1,2_1,0.7454909819639279,127
133,2,1,2_1,0.7314629258517034,134
134,2,1,2_1,0.7094188376753507,145
135,2,0,2_0,0.5490981963927857,225
136,1,2,1_2,0.9238476953907816,38
137,1,1,1_1,0.7014028056112225,149
138,2,2,2_2,0.531062124248497,234
139,1,2,1_2,0.9178356713426854,41
140,1,1,1_1,0.6813627254509018,159
141,1,2,1_2,0.9098196392785571,45
142,1,1,1_1,0.6793587174348698,160
143,2,1,2_1,0.6593186372745492,170
144,1,2,1_2,0.905811623246493,47
145,1,2,1_2,0.9018036072144289,49
146,0,0,0_0,0.9258517034068137,37
147,0,1,0_1,0.8056112224448898,97
148,0,2,0_2,0.7074148296593187,146
149,0,2,0_2,0.6913827655310621,154
150,0,0,0_0,0.9078156312625251,46
151,1,1,1_1,0.6773547094188377,161
152,1,0,1_0,0.623246492985972,188
153,1,2,1_2,0.8997995991983968,50
154,0,1,0_1,0.7555110220440882,122
155,1,2,1_2,0.8957915831663327,52
156,0,1,0_1,0.7334669338677355,133
157,0,1,0_1,0.7234468937875751,138
158,0,0,0_0,0.8777555110220441,61
159,0,0,0_0,0.8036072144288577,98
160,2,1,2_1,0.6553106212424851,172
161,1,2,1_2,0.8917835671342685,54
162,1,2,1_2,0.8897795591182365,55
163,2,1,2_1,0.6452905811623246,177
164,0,1,0_1,0.7114228456913828,144
165,2,2,2_2,0.5210420841683367,239
166,1,2,1_2,0.8817635270541082,59
167,0,1,0_1,0.6993987975951904,150
168,0,0,0_0,0.7494989979959921,125
169,0,0,0_0,0.7274549098196392,136
170,0,1,0_1,0.6933867735470942,153
171,0,1,0_1,0.6633266533066133,168
172,0,0,0_0,0.7214428857715431,139
173,0,0,0_0,0.6833667334669339,158
174,0,1,0_1,0.6352705410821644,182
175,0,1,0_1,0.6292585170340681,185
176,0,0,0_0,0.6533066132264529,173
177,1,2,1_2,0.8657314629258517,67
178,0,1,0_1,0.6192384769539079,190
179,0,1,0_1,0.6052104208416834,197
180,0,1,0_1,0.5831663326653307,208
181,1,2,1_2,0.8577154308617234,71
182,1,2,1_2,0.8496993987975952,75
183,0,1,0_1,0.5450901803607215,227
184,2,1,2_1,0.6392785571142285,180
185,0,1,0_1,0.5430861723446894,228
186,0,1,0_1,0.5130260521042085,243
187,0,1,0_1,0.5090180360721444,245
188,0,0,0_0,0.6152304609218437,192
189,0,0,0_0,0.6112224448897796,194
190,0,0,0_0,0.5851703406813628,207
191,2,1,2_1,0.6332665330661322,183
192,1,2,1_2,0.8436873747494991,78
193,0,0,0_0,0.5190380761523046,240
194,0,1,0_1,0.49699398797595196,251
195,0,1,0_1,0.4929859719438878,253
196,0,0,0_0,0.49098196392785576,254
197,1,2,1_2,0.8356713426853708,82
198,0,0,0_0,0.47895791583166336,260
199,1,2,1_2,0.8216432865731463,89
