,Race,Age,z,y,id
189,2,1,2_1,0.6593186372745492,170
190,0,1,0_1,0.49699398797595196,251
191,2,1,2_1,0.6553106212424851,172
192,0,0,0_0,0.5190380761523046,240
193,0,0,0_0,0.49098196392785576,254
194,2,0,2_0,0.5490981963927857,225
195,0,0,0_0,0.47895791583166336,260
196,2,1,2_1,0.6452905811623246,177
197,2,1,2_1,0.6392785571142285,180
198,2,1,2_1,0.6332665330661322,183
199,0,1,0_1,0.4929859719438878,253
