,lsat,gender,race1,z,id,quality,quality_norm
166,47.0,male,asian,asian,2024,0.972972972972973,0.9655172413793104
167,47.0,female,asian,asian,13091,0.972972972972973,0.9655172413793104
168,47.0,female,asian,asian,9697,0.972972972972973,0.9655172413793104
169,45.0,female,black,black,10138,0.918918918918919,0.9444444444444444
170,46.0,male,hisp,hisp,7605,0.9459459459459459,0.9444444444444443
171,46.0,male,hisp,hisp,19315,0.9459459459459459,0.9444444444444443
172,46.0,female,hisp,hisp,17335,0.9459459459459459,0.9444444444444443
173,46.0,male,hisp,hisp,15601,0.9459459459459459,0.9444444444444443
174,46.0,female,asian,asian,928,0.9459459459459459,0.9310344827586207
175,46.0,male,asian,asian,15084,0.9459459459459459,0.9310344827586207
176,46.0,female,asian,asian,22047,0.9459459459459459,0.9310344827586207
177,46.0,male,asian,asian,21352,0.9459459459459459,0.9310344827586207
178,46.0,male,asian,asian,14384,0.9459459459459459,0.9310344827586207
179,46.0,female,asian,asian,9913,0.9459459459459459,0.9310344827586207
180,46.0,male,asian,asian,13271,0.9459459459459459,0.9310344827586207
181,46.0,female,asian,asian,2327,0.9459459459459459,0.9310344827586207
182,46.0,female,asian,asian,454,0.9459459459459459,0.9310344827586207
183,46.0,female,asian,asian,13207,0.9459459459459459,0.9310344827586207
184,46.0,female,asian,asian,21057,0.9459459459459459,0.9310344827586207
185,46.0,female,asian,asian,9026,0.9459459459459459,0.9310344827586207
186,46.0,male,asian,asian,6316,0.9459459459459459,0.9310344827586207
187,46.0,male,asian,asian,10860,0.9459459459459459,0.9310344827586207
188,46.0,male,asian,asian,3120,0.9459459459459459,0.9310344827586207
189,46.0,male,asian,asian,8765,0.9459459459459459,0.9310344827586207
190,46.0,female,asian,asian,17014,0.9459459459459459,0.9310344827586207
191,46.0,female,asian,asian,201,0.9459459459459459,0.9310344827586207
192,46.0,male,asian,asian,13431,0.9459459459459459,0.9310344827586207
193,46.0,male,asian,asian,1208,0.9459459459459459,0.9310344827586207
194,45.0,male,hisp,hisp,13177,0.918918918918919,0.9166666666666666
195,45.0,male,hisp,hisp,20709,0.918918918918919,0.9166666666666666
196,45.0,female,hisp,hisp,16720,0.918918918918919,0.9166666666666666
197,45.0,male,hisp,hisp,13510,0.918918918918919,0.9166666666666666
198,45.0,female,hisp,hisp,3670,0.918918918918919,0.9166666666666666
199,45.0,male,hisp,hisp,3793,0.918918918918919,0.9166666666666666
200,45.0,male,hisp,hisp,13174,0.918918918918919,0.9166666666666666
201,45.0,female,hisp,hisp,11184,0.918918918918919,0.9166666666666666
202,44.0,female,black,black,19612,0.8918918918918919,0.9166666666666666
203,44.0,female,black,black,6358,0.8918918918918919,0.9166666666666666
204,44.0,female,black,black,4804,0.8918918918918919,0.9166666666666666
205,44.0,male,black,black,6729,0.8918918918918919,0.9166666666666666
206,45.0,male,asian,asian,8663,0.918918918918919,0.896551724137931
207,45.0,female,asian,asian,14586,0.918918918918919,0.896551724137931
208,45.0,female,asian,asian,14642,0.918918918918919,0.896551724137931
209,45.0,female,asian,asian,9294,0.918918918918919,0.896551724137931
210,45.0,male,asian,asian,8900,0.918918918918919,0.896551724137931
211,45.0,female,asian,asian,1548,0.918918918918919,0.896551724137931
212,45.0,male,asian,asian,20435,0.918918918918919,0.896551724137931
213,45.0,male,asian,asian,19371,0.918918918918919,0.896551724137931
214,45.0,male,asian,asian,7829,0.918918918918919,0.896551724137931
215,45.0,male,asian,asian,10284,0.918918918918919,0.896551724137931
216,45.0,male,asian,asian,14386,0.918918918918919,0.896551724137931
217,45.0,female,asian,asian,14392,0.918918918918919,0.896551724137931
218,45.0,male,asian,asian,14252,0.918918918918919,0.896551724137931
219,45.0,male,asian,asian,9504,0.918918918918919,0.896551724137931
220,45.0,male,asian,asian,20504,0.918918918918919,0.896551724137931
221,45.0,male,asian,asian,13008,0.918918918918919,0.896551724137931
222,45.0,female,asian,asian,2027,0.918918918918919,0.896551724137931
223,45.0,female,asian,asian,8848,0.918918918918919,0.896551724137931
224,45.0,female,asian,asian,3531,0.918918918918919,0.896551724137931
225,45.0,male,asian,asian,16485,0.918918918918919,0.896551724137931
226,45.0,female,asian,asian,2614,0.918918918918919,0.896551724137931
227,45.0,female,asian,asian,9841,0.918918918918919,0.896551724137931
228,44.0,male,hisp,hisp,14595,0.8918918918918919,0.8888888888888888
229,44.0,female,hisp,hisp,1177,0.8918918918918919,0.8888888888888888
230,44.0,female,hisp,hisp,2892,0.8918918918918919,0.8888888888888888
231,44.0,female,hisp,hisp,19298,0.8918918918918919,0.8888888888888888
232,44.0,female,hisp,hisp,21434,0.8918918918918919,0.8888888888888888
233,44.0,female,hisp,hisp,8567,0.8918918918918919,0.8888888888888888
234,44.0,male,hisp,hisp,12549,0.8918918918918919,0.8888888888888888
235,44.0,female,hisp,hisp,1246,0.8918918918918919,0.8888888888888888
236,44.0,female,hisp,hisp,5423,0.8918918918918919,0.8888888888888888
237,44.0,female,hisp,hisp,3388,0.8918918918918919,0.8888888888888888
238,44.0,female,hisp,hisp,9690,0.8918918918918919,0.8888888888888888
239,44.0,male,hisp,hisp,730,0.8918918918918919,0.8888888888888888
240,44.0,female,hisp,hisp,1950,0.8918918918918919,0.8888888888888888
241,44.0,male,hisp,hisp,17142,0.8918918918918919,0.8888888888888888
242,44.0,male,hisp,hisp,3371,0.8918918918918919,0.8888888888888888
243,44.0,male,hisp,hisp,19929,0.8918918918918919,0.8888888888888888
244,44.0,male,hisp,hisp,14087,0.8918918918918919,0.8888888888888888
245,44.0,female,hisp,hisp,21318,0.8918918918918919,0.8888888888888888
246,44.0,female,hisp,hisp,2613,0.8918918918918919,0.8888888888888888
247,44.0,female,hisp,hisp,19187,0.8918918918918919,0.8888888888888888
248,43.0,male,black,black,21692,0.8648648648648649,0.8888888888888888
249,43.0,male,black,black,8186,0.8648648648648649,0.8888888888888888
250,43.0,female,black,black,4327,0.8648648648648649,0.8888888888888888
251,43.0,male,black,black,19523,0.8648648648648649,0.8888888888888888
252,43.0,female,black,black,4207,0.8648648648648649,0.8888888888888888
253,43.0,female,black,black,18581,0.8648648648648649,0.8888888888888888
254,44.0,female,asian,asian,20712,0.8918918918918919,0.8620689655172413
255,44.0,female,asian,asian,19462,0.8918918918918919,0.8620689655172413
256,44.0,female,asian,asian,19945,0.8918918918918919,0.8620689655172413
257,44.0,female,asian,asian,14951,0.8918918918918919,0.8620689655172413
258,44.0,male,asian,asian,1865,0.8918918918918919,0.8620689655172413
259,44.0,female,asian,asian,10578,0.8918918918918919,0.8620689655172413
260,44.0,male,asian,asian,8969,0.8918918918918919,0.8620689655172413
261,44.0,female,asian,asian,1072,0.8918918918918919,0.8620689655172413
262,44.0,female,asian,asian,14002,0.8918918918918919,0.8620689655172413
263,44.0,male,asian,asian,16987,0.8918918918918919,0.8620689655172413
264,44.0,female,asian,asian,9914,0.8918918918918919,0.8620689655172413
265,44.0,male,asian,asian,20277,0.8918918918918919,0.8620689655172413
266,44.0,female,asian,asian,21330,0.8918918918918919,0.8620689655172413
267,44.0,male,asian,asian,3759,0.8918918918918919,0.8620689655172413
268,44.0,female,asian,asian,14924,0.8918918918918919,0.8620689655172413
269,44.0,female,asian,asian,551,0.8918918918918919,0.8620689655172413
270,44.0,male,asian,asian,14611,0.8918918918918919,0.8620689655172413
271,44.0,female,asian,asian,7489,0.8918918918918919,0.8620689655172413
272,44.0,female,asian,asian,1659,0.8918918918918919,0.8620689655172413
273,44.0,male,asian,asian,19234,0.8918918918918919,0.8620689655172413
274,44.0,male,asian,asian,4079,0.8918918918918919,0.8620689655172413
275,44.0,female,asian,asian,17444,0.8918918918918919,0.8620689655172413
276,44.0,female,asian,asian,401,0.8918918918918919,0.8620689655172413
277,44.0,female,asian,asian,16399,0.8918918918918919,0.8620689655172413
278,44.0,male,asian,asian,9618,0.8918918918918919,0.8620689655172413
279,44.0,female,asian,asian,3281,0.8918918918918919,0.8620689655172413
280,44.0,female,asian,asian,5152,0.8918918918918919,0.8620689655172413
281,44.0,male,asian,asian,4809,0.8918918918918919,0.8620689655172413
282,44.0,male,asian,asian,20894,0.8918918918918919,0.8620689655172413
283,44.0,male,asian,asian,4060,0.8918918918918919,0.8620689655172413
284,44.0,male,asian,asian,1936,0.8918918918918919,0.8620689655172413
285,44.0,male,asian,asian,13302,0.8918918918918919,0.8620689655172413
286,44.0,female,asian,asian,3800,0.8918918918918919,0.8620689655172413
287,44.0,female,asian,asian,13996,0.8918918918918919,0.8620689655172413
288,44.0,female,asian,asian,13115,0.8918918918918919,0.8620689655172413
289,44.0,male,asian,asian,16161,0.8918918918918919,0.8620689655172413
290,43.0,female,hisp,hisp,9600,0.8648648648648649,0.8611111111111112
291,43.0,male,hisp,hisp,2187,0.8648648648648649,0.8611111111111112
292,43.0,male,hisp,hisp,21664,0.8648648648648649,0.8611111111111112
293,43.0,male,hisp,hisp,881,0.8648648648648649,0.8611111111111112
294,43.0,female,hisp,hisp,860,0.8648648648648649,0.8611111111111112
295,43.0,female,hisp,hisp,11208,0.8648648648648649,0.8611111111111112
296,43.0,male,hisp,hisp,14323,0.8648648648648649,0.8611111111111112
297,43.0,female,hisp,hisp,422,0.8648648648648649,0.8611111111111112
298,43.0,male,hisp,hisp,4734,0.8648648648648649,0.8611111111111112
299,42.0,female,black,black,4203,0.8378378378378378,0.861111111111111
300,42.0,male,black,black,21736,0.8378378378378378,0.861111111111111
301,42.0,male,black,black,15705,0.8378378378378378,0.861111111111111
302,42.0,female,black,black,10692,0.8378378378378378,0.861111111111111
303,42.0,male,black,black,21794,0.8378378378378378,0.861111111111111
304,42.0,male,black,black,10523,0.8378378378378378,0.861111111111111
305,42.0,male,black,black,19086,0.8378378378378378,0.861111111111111
306,42.0,male,black,black,12707,0.8378378378378378,0.861111111111111
307,42.0,female,black,black,12243,0.8378378378378378,0.861111111111111
308,42.0,female,black,black,1176,0.8378378378378378,0.861111111111111
309,42.0,male,black,black,18396,0.8378378378378378,0.861111111111111
310,42.0,female,black,black,18927,0.8378378378378378,0.861111111111111
311,42.0,male,black,black,11369,0.8378378378378378,0.861111111111111
312,42.0,male,black,black,15357,0.8378378378378378,0.861111111111111
313,42.0,female,black,black,14865,0.8378378378378378,0.861111111111111
314,42.0,male,black,black,1099,0.8378378378378378,0.861111111111111
315,42.0,female,black,black,11945,0.8378378378378378,0.861111111111111
316,42.0,male,black,black,21985,0.8378378378378378,0.861111111111111
317,42.5,male,hisp,hisp,22013,0.8513513513513513,0.8472222222222222
318,41.0,female,black,black,7488,0.8108108108108109,0.8333333333333334
319,41.0,female,black,black,7949,0.8108108108108109,0.8333333333333334
320,41.0,male,black,black,22291,0.8108108108108109,0.8333333333333334
321,41.0,female,black,black,20003,0.8108108108108109,0.8333333333333334
322,41.0,female,black,black,21508,0.8108108108108109,0.8333333333333334
323,41.0,female,black,black,6659,0.8108108108108109,0.8333333333333334
324,41.0,female,black,black,15984,0.8108108108108109,0.8333333333333334
325,41.0,male,black,black,18279,0.8108108108108109,0.8333333333333334
326,41.0,male,black,black,8271,0.8108108108108109,0.8333333333333334
327,41.0,female,black,black,12525,0.8108108108108109,0.8333333333333334
328,41.0,female,black,black,8521,0.8108108108108109,0.8333333333333334
329,41.0,female,black,black,19801,0.8108108108108109,0.8333333333333334
330,41.0,male,black,black,18164,0.8108108108108109,0.8333333333333334
331,41.0,male,black,black,15850,0.8108108108108109,0.8333333333333334
332,42.0,female,hisp,hisp,14441,0.8378378378378378,0.8333333333333333
333,42.0,male,hisp,hisp,3274,0.8378378378378378,0.8333333333333333
334,42.0,female,hisp,hisp,14166,0.8378378378378378,0.8333333333333333
335,42.0,male,hisp,hisp,6528,0.8378378378378378,0.8333333333333333
336,42.0,female,hisp,hisp,7067,0.8378378378378378,0.8333333333333333
337,42.0,female,hisp,hisp,16307,0.8378378378378378,0.8333333333333333
338,42.0,female,hisp,hisp,11674,0.8378378378378378,0.8333333333333333
339,42.0,male,hisp,hisp,11773,0.8378378378378378,0.8333333333333333
340,42.0,female,hisp,hisp,7659,0.8378378378378378,0.8333333333333333
341,42.0,male,hisp,hisp,15691,0.8378378378378378,0.8333333333333333
342,42.0,male,hisp,hisp,5839,0.8378378378378378,0.8333333333333333
343,42.0,male,hisp,hisp,1739,0.8378378378378378,0.8333333333333333
344,42.0,female,hisp,hisp,16881,0.8378378378378378,0.8333333333333333
345,42.0,female,hisp,hisp,4941,0.8378378378378378,0.8333333333333333
346,42.0,male,hisp,hisp,1966,0.8378378378378378,0.8333333333333333
347,42.0,female,hisp,hisp,7630,0.8378378378378378,0.8333333333333333
348,42.0,female,hisp,hisp,19005,0.8378378378378378,0.8333333333333333
349,42.0,male,hisp,hisp,12801,0.8378378378378378,0.8333333333333333
350,42.0,female,hisp,hisp,14991,0.8378378378378378,0.8333333333333333
351,42.0,male,hisp,hisp,15604,0.8378378378378378,0.8333333333333333
352,42.0,female,hisp,hisp,7917,0.8378378378378378,0.8333333333333333
353,42.0,female,hisp,hisp,21291,0.8378378378378378,0.8333333333333333
354,42.0,male,hisp,hisp,14868,0.8378378378378378,0.8333333333333333
355,42.0,female,hisp,hisp,8802,0.8378378378378378,0.8333333333333333
356,42.0,male,hisp,hisp,9550,0.8378378378378378,0.8333333333333333
357,42.0,female,hisp,hisp,1359,0.8378378378378378,0.8333333333333333
358,43.0,male,asian,asian,10125,0.8648648648648649,0.8275862068965518
359,43.0,male,asian,asian,9715,0.8648648648648649,0.8275862068965518
360,43.0,female,asian,asian,20311,0.8648648648648649,0.8275862068965518
361,43.0,male,asian,asian,20956,0.8648648648648649,0.8275862068965518
362,43.0,female,asian,asian,2173,0.8648648648648649,0.8275862068965518
363,43.0,male,asian,asian,7721,0.8648648648648649,0.8275862068965518
364,43.0,female,asian,asian,2097,0.8648648648648649,0.8275862068965518
365,43.0,female,asian,asian,13397,0.8648648648648649,0.8275862068965518
366,43.0,male,asian,asian,20654,0.8648648648648649,0.8275862068965518
367,43.0,male,asian,asian,14984,0.8648648648648649,0.8275862068965518
368,43.0,male,asian,asian,9083,0.8648648648648649,0.8275862068965518
369,43.0,male,asian,asian,19720,0.8648648648648649,0.8275862068965518
370,43.0,male,asian,asian,2215,0.8648648648648649,0.8275862068965518
371,43.0,male,asian,asian,8575,0.8648648648648649,0.8275862068965518
372,43.0,female,asian,asian,9955,0.8648648648648649,0.8275862068965518
373,43.0,female,asian,asian,13906,0.8648648648648649,0.8275862068965518
374,43.0,male,asian,asian,2881,0.8648648648648649,0.8275862068965518
375,43.0,male,asian,asian,15974,0.8648648648648649,0.8275862068965518
376,43.0,female,asian,asian,3409,0.8648648648648649,0.8275862068965518
377,43.0,female,asian,asian,1707,0.8648648648648649,0.8275862068965518
378,43.0,female,asian,asian,6674,0.8648648648648649,0.8275862068965518
379,43.0,male,asian,asian,3439,0.8648648648648649,0.8275862068965518
380,41.5,female,hisp,hisp,14712,0.8243243243243243,0.8194444444444444
381,40.5,female,black,black,18159,0.7972972972972973,0.8194444444444443
382,41.0,male,hisp,hisp,12026,0.8108108108108109,0.8055555555555555
383,41.0,female,hisp,hisp,16449,0.8108108108108109,0.8055555555555555
384,41.0,female,hisp,hisp,17022,0.8108108108108109,0.8055555555555555
385,41.0,female,hisp,hisp,11247,0.8108108108108109,0.8055555555555555
386,41.0,male,hisp,hisp,10176,0.8108108108108109,0.8055555555555555
387,41.0,male,hisp,hisp,20234,0.8108108108108109,0.8055555555555555
388,41.0,male,hisp,hisp,9342,0.8108108108108109,0.8055555555555555
389,41.0,male,hisp,hisp,7348,0.8108108108108109,0.8055555555555555
390,41.0,male,hisp,hisp,8647,0.8108108108108109,0.8055555555555555
391,41.0,male,hisp,hisp,20212,0.8108108108108109,0.8055555555555555
392,41.0,female,hisp,hisp,14873,0.8108108108108109,0.8055555555555555
393,41.0,male,hisp,hisp,7467,0.8108108108108109,0.8055555555555555
394,41.0,male,hisp,hisp,6480,0.8108108108108109,0.8055555555555555
395,41.0,female,hisp,hisp,12673,0.8108108108108109,0.8055555555555555
396,41.0,male,hisp,hisp,4185,0.8108108108108109,0.8055555555555555
397,41.0,male,hisp,hisp,15899,0.8108108108108109,0.8055555555555555
398,41.0,male,hisp,hisp,13048,0.8108108108108109,0.8055555555555555
399,41.0,female,hisp,hisp,5856,0.8108108108108109,0.8055555555555555
400,41.0,female,hisp,hisp,20615,0.8108108108108109,0.8055555555555555
401,41.0,female,hisp,hisp,505,0.8108108108108109,0.8055555555555555
402,41.0,female,hisp,hisp,1547,0.8108108108108109,0.8055555555555555
403,41.0,female,hisp,hisp,18585,0.8108108108108109,0.8055555555555555
404,41.0,male,hisp,hisp,21939,0.8108108108108109,0.8055555555555555
405,41.0,male,hisp,hisp,16811,0.8108108108108109,0.8055555555555555
406,41.0,female,hisp,hisp,3655,0.8108108108108109,0.8055555555555555
407,41.0,male,hisp,hisp,8968,0.8108108108108109,0.8055555555555555
408,41.0,female,hisp,hisp,12091,0.8108108108108109,0.8055555555555555
409,40.0,female,black,black,22235,0.7837837837837838,0.8055555555555555
410,40.0,male,black,black,22194,0.7837837837837838,0.8055555555555555
411,40.0,female,black,black,5685,0.7837837837837838,0.8055555555555555
412,40.0,female,black,black,1020,0.7837837837837838,0.8055555555555555
413,40.0,male,black,black,11665,0.7837837837837838,0.8055555555555555
414,40.0,male,black,black,1317,0.7837837837837838,0.8055555555555555
415,40.0,male,black,black,8341,0.7837837837837838,0.8055555555555555
416,40.0,female,black,black,8646,0.7837837837837838,0.8055555555555555
417,40.0,male,black,black,6041,0.7837837837837838,0.8055555555555555
418,40.0,female,black,black,7386,0.7837837837837838,0.8055555555555555
419,40.0,female,black,black,11192,0.7837837837837838,0.8055555555555555
420,40.0,male,black,black,6112,0.7837837837837838,0.8055555555555555
421,40.0,male,black,black,11904,0.7837837837837838,0.8055555555555555
422,40.0,female,black,black,10478,0.7837837837837838,0.8055555555555555
423,40.0,male,black,black,3368,0.7837837837837838,0.8055555555555555
424,40.0,male,black,black,15966,0.7837837837837838,0.8055555555555555
425,40.0,female,black,black,11765,0.7837837837837838,0.8055555555555555
426,40.0,female,black,black,19326,0.7837837837837838,0.8055555555555555
427,40.0,male,black,black,10854,0.7837837837837838,0.8055555555555555
428,40.0,female,black,black,11419,0.7837837837837838,0.8055555555555555
429,40.0,male,black,black,16353,0.7837837837837838,0.8055555555555555
430,40.0,male,black,black,21946,0.7837837837837838,0.8055555555555555
431,40.0,male,black,black,1965,0.7837837837837838,0.8055555555555555
432,40.0,male,black,black,22002,0.7837837837837838,0.8055555555555555
433,40.5,female,hisp,hisp,14032,0.7972972972972973,0.7916666666666665
434,40.5,female,hisp,hisp,14744,0.7972972972972973,0.7916666666666665
435,40.5,male,hisp,hisp,10592,0.7972972972972973,0.7916666666666665
436,40.5,male,hisp,hisp,20357,0.7972972972972973,0.7916666666666665
437,40.0,female,hisp,hisp,9427,0.7837837837837838,0.7777777777777778
438,40.0,female,hisp,hisp,8613,0.7837837837837838,0.7777777777777778
439,40.0,male,hisp,hisp,4147,0.7837837837837838,0.7777777777777778
440,40.0,male,hisp,hisp,17696,0.7837837837837838,0.7777777777777778
441,40.0,female,hisp,hisp,7927,0.7837837837837838,0.7777777777777778
442,40.0,male,hisp,hisp,18241,0.7837837837837838,0.7777777777777778
443,40.0,female,hisp,hisp,9606,0.7837837837837838,0.7777777777777778
444,40.0,male,hisp,hisp,9552,0.7837837837837838,0.7777777777777778
445,40.0,female,hisp,hisp,12447,0.7837837837837838,0.7777777777777778
446,40.0,male,hisp,hisp,10484,0.7837837837837838,0.7777777777777778
