,gender,age_cat,quality,id,z,quality_norm
81,female,middle,0.4972090604487413,240,middle_female,0.6577955774348
82,female,middle,0.4941096254361434,592,middle_female,0.6535475332458213
83,female,middle,0.49213006042733554,569,middle_female,0.6508343679114323
84,female,middle,0.4873455476549939,675,middle_female,0.6442767786743523
85,female,middle,0.48588979534788845,790,middle_female,0.6422815440255677
86,female,middle,0.4835853657308132,57,middle_female,0.6391231236025107
87,male,old,0.6258540287618505,95,old_male,0.6356254054814581
88,female,young,0.4933605795685345,306,young_female,0.6277816522164454
89,male,old,0.617813157520301,214,old_male,0.6273061961475028
90,female,middle,0.47400437811722074,285,middle_female,0.6259915500766361
91,male,young,0.5656006154799245,334,young_male,0.6222215724550043
92,female,middle,0.46809338472406026,424,middle_female,0.6178900215616503
93,male,old,0.6087060881894087,615,old_male,0.6178838818352124
94,female,young,0.48527343400778417,58,young_female,0.6172487139528581
95,male,old,0.605881938157363,65,old_male,0.614961972678692
96,male,old,0.6040756657520931,796,old_male,0.6130931754050907
97,female,middle,0.4634141696372472,295,middle_female,0.6114767519245311
98,male,young,0.5550475523718265,93,young_male,0.6101942616625343
99,female,young,0.47743875105927264,332,young_female,0.6070445904841326
100,female,young,0.4748555737574873,1,young_female,0.6036801837426914
101,male,old,0.5939028705187888,54,old_male,0.6025682446463421
102,female,middle,0.4565536083266073,444,middle_female,0.6020737583175225
103,male,old,0.5902084799736079,956,old_male,0.598745971240454
104,female,middle,0.4529108435525079,70,middle_female,0.5970810336217209
105,male,old,0.5880804908729415,62,old_male,0.5965443209146359
106,female,middle,0.451455248641046,771,middle_female,0.5950860146973009
107,female,old,0.5894806825178771,482,old_female,0.5894806825178771
108,female,middle,0.4469600290615317,113,middle_female,0.588924926842475
109,male,old,0.5775017722749463,814,old_male,0.5855994155855999
110,male,old,0.57732722050626,227,old_male,0.5854188216350575
111,male,old,0.5765301689673713,669,old_male,0.5845941798266299
112,female,young,0.4576163437117922,736,young_female,0.5812272991718541
113,female,middle,0.44107500594955534,168,middle_female,0.5808589928476587
114,male,old,0.5698863414578866,980,old_male,0.5777203734728493
115,male,young,0.5228149707181146,43,young_male,0.5734588348748962
116,female,young,0.44187961247933394,359,young_female,0.5607313136233053
117,male,old,0.5527911284260311,213,old_male,0.5600334025528723
118,male,old,0.5519134903176496,928,old_male,0.5591253846374311
119,female,old,0.558044365424836,487,old_female,0.558044365424836
120,male,old,0.5487874554412933,87,old_male,0.5558911407675291
121,male,old,0.5410695600602888,560,old_male,0.5479060872374629
122,male,old,0.5409197194076384,838,old_male,0.5477510597884853
123,male,old,0.5395283419187411,793,old_male,0.5463115191908349
124,female,young,0.4307145951091507,523,young_female,0.5461896638176218
125,male,young,0.49822835463630905,280,young_male,0.5454375040137078
126,male,old,0.5383082108900158,6,old_male,0.5450491528205877
127,male,old,0.5335133100052004,839,old_male,0.5400882744533003
128,male,old,0.53314563378189,326,old_male,0.5397078709650523
129,female,young,0.4229271308537014,869,young_female,0.5360470393753668
130,female,old,0.5341258938498598,760,old_female,0.5341258938498598
131,male,young,0.4744290315634928,101,young_male,0.5183134498585202
132,female,old,0.5151899387667989,83,old_female,0.5151899387667989
133,male,young,0.47061879782466637,951,young_male,0.5139709319659043
134,female,old,0.5119362560235313,261,old_female,0.5119362560235313
135,female,old,0.5070985435236729,702,old_female,0.5070985435236729
136,female,old,0.5039732956255344,955,old_female,0.5039732956255344
137,female,old,0.5025095161406086,967,old_female,0.5025095161406086
138,female,old,0.5015978805732224,186,old_female,0.5015978805732224
139,female,young,0.38929435755505387,565,young_female,0.4922427177977773
140,female,young,0.38691831292016765,596,young_female,0.48914808678578614
141,female,old,0.4817200699592157,801,old_female,0.4817200699592157
142,female,young,0.372760889574994,420,young_female,0.47070903867591773
143,female,old,0.46779370341875937,263,old_female,0.46779370341875937
144,female,young,0.3642413781814382,575,young_female,0.45961297432661646
145,male,young,0.41991331907118945,428,young_male,0.456181971016635
146,male,young,0.41943814162334087,906,young_male,0.4556404119651723
147,female,young,0.3604267373645925,614,young_female,0.4546446729748268
148,female,old,0.4546291317930386,584,old_female,0.4546291317930386
149,female,young,0.3571677031694445,417,young_female,0.4504000101678389
150,female,young,0.3532926224254795,118,young_female,0.44535299006216733
151,female,old,0.43945241426029713,448,old_female,0.43945241426029713
152,male,young,0.40399857336588696,152,young_male,0.438043958306949
153,female,old,0.4379053724799384,815,old_female,0.4379053724799384
154,female,young,0.34242854552574553,11,young_female,0.43120329405185515
155,male,young,0.39518756524049425,194,young_male,0.42800206506386235
156,female,old,0.4240717119735274,611,old_female,0.4240717119735274
157,male,young,0.3891445169024034,561,young_male,0.42111481159521164
158,female,young,0.3341193147119597,517,young_female,0.4203811053671021
159,female,young,0.31814869355320036,618,young_female,0.39958049464076983
160,male,young,0.3698002775199987,998,young_male,0.3990682098917133
161,female,young,0.31489689955765526,59,young_female,0.3953452616845075
162,male,young,0.3631666807273442,992,young_male,0.3915079092017682
163,male,young,0.3625783358117901,217,young_male,0.3908373733507025
164,female,young,0.3087191205486939,550,young_female,0.38729913905462887
165,female,old,0.38380612886044296,750,old_female,0.38380612886044296
166,female,young,0.30540122038286177,752,young_female,0.3829778074613079
167,male,young,0.3509719810571195,476,young_male,0.37760962758890876
168,male,young,0.3507585525644787,208,young_male,0.3773663834438994
169,female,young,0.2905137960429476,252,young_female,0.36358798440220685
170,female,young,0.28791110168136325,613,young_female,0.36019815806315786
171,female,young,0.2863374600372461,817,young_female,0.3581486005076539
172,female,young,0.2823411846477549,724,young_female,0.3529437329007082
173,female,old,0.3359923228700907,607,old_female,0.3359923228700907
174,male,young,0.31368967497170025,254,young_male,0.33511903715500496
175,female,young,0.2683461936067149,593,young_female,0.334716241441898
176,female,old,0.33046742099053483,96,old_female,0.33046742099053483
177,male,young,0.3067069746416731,203,young_male,0.32716086366739705
178,male,young,0.3018736692198339,228,young_male,0.32165235245430834
179,male,young,0.30182645052677176,188,young_male,0.32159853737797883
180,male,young,0.2971768258209443,236,young_male,0.316299366811812
181,female,old,0.3033018772893196,317,old_female,0.3033018772893196
182,female,young,0.24412363364841846,521,young_female,0.3031680608495968
183,female,old,0.30199769698694373,147,old_female,0.30199769698694373
184,male,young,0.28127089427167995,966,young_male,0.29817139958304073
185,female,old,0.2959014489213362,554,old_female,0.2959014489213362
186,female,old,0.2956401721530591,590,old_female,0.2956401721530591
187,female,young,0.23584147488532156,340,young_female,0.29238113160668666
188,male,young,0.2748321532857285,218,young_male,0.29083317577474876
189,male,young,0.2742970080976911,495,young_male,0.29022327157634764
190,male,young,0.2707008324340796,605,young_male,0.28612471536309214
191,female,old,0.28314217107773204,175,old_female,0.28314217107773204
192,male,young,0.26720066811302773,436,young_male,0.28213558313837334
193,female,old,0.2370937146253291,975,old_female,0.2370937146253291
194,female,old,0.18969747927728958,251,old_female,0.18969747927728958
195,female,old,0.16488814835987442,288,old_female,0.16488814835987442
196,female,old,0.1592684943029073,219,old_female,0.1592684943029073
197,female,old,0.1412605439341608,723,old_female,0.1412605439341608
198,female,old,0.13835124285895967,908,old_female,0.13835124285895967
199,female,old,0.13715078628567687,779,old_female,0.13715078628567687
