,gender,age_cat,quality,id,z,quality_norm
53,male,middle,0.6420231258271141,328,male,0.6535740852047685
54,male,middle,0.6357003854304519,684,male,0.647055434896905
55,male,young,0.6337776402489621,706,male,0.6450731135167834
56,female,middle,0.6436890013183459,153,female,0.6436890013183459
57,male,young,0.6308198613155506,812,male,0.6420236878966752
58,male,middle,0.6277500166839383,3,male,0.6388587242262521
59,male,old,0.6258540287618505,95,male,0.6369039891783689
60,male,middle,0.6232288268232397,877,male,0.6341974454407258
61,male,young,0.6231565822228546,805,male,0.6341229623436829
62,male,middle,0.6224714389865231,51,male,0.6334165899658448
63,male,middle,0.6200393615025367,368,male,0.6309091546379441
64,male,old,0.617813157520301,214,male,0.628613971795734
65,female,middle,0.628366220628399,211,female,0.628366220628399
66,male,middle,0.6162211005858895,895,male,0.6269725850275668
67,male,middle,0.6127576094497826,791,male,0.6234017777281584
68,male,middle,0.6125939179805007,268,male,0.6232330142838783
69,male,middle,0.6124234584985463,968,male,0.6230572731202673
70,male,middle,0.6121347948882931,616,male,0.622759665277181
71,male,old,0.6087060881894087,615,male,0.6192247202096821
72,male,middle,0.6075383699099823,687,male,0.6180208202163029
73,male,old,0.605881938157363,65,male,0.6163130639782218
74,male,middle,0.6050552962374887,315,male,0.6154608085846069
75,female,middle,0.6150266250470613,292,female,0.6150266250470613
76,male,young,0.6045395107136068,677,male,0.614929041462582
77,male,middle,0.6043274987817578,822,male,0.6147104603477307
78,male,old,0.6040756657520931,796,male,0.6144508242796074
79,female,middle,0.6125947049587184,116,female,0.6125947049587184
80,male,middle,0.5963003209611963,98,male,0.6064345606763001
81,male,middle,0.5958465493208693,286,male,0.6059667289360504
82,male,middle,0.595504528587456,520,male,0.6056141107010303
83,male,middle,0.5954869002753795,46,male,0.6055959361762618
84,male,old,0.5939028705187888,54,male,0.6039628253077662
85,male,old,0.5902084799736079,956,male,0.6001539641883972
86,male,middle,0.5885942302534574,74,male,0.5984896969917267
87,male,old,0.5880804908729415,62,male,0.5979600394127551
88,male,middle,0.5878626553022815,676,male,0.5977354542138286
89,male,middle,0.5863415838031069,719,male,0.5961672523623637
90,female,young,0.5955629223712094,333,female,0.5955629223712094
91,male,middle,0.5837809140783478,78,male,0.5935272403671773
92,male,middle,0.5815353504319566,106,male,0.5912120980022303
93,female,old,0.5894806825178771,482,female,0.5894806825178771
94,male,middle,0.5794589871023715,659,male,0.5890713986205537
95,female,middle,0.5890571308411098,870,female,0.5890571308411098
96,male,middle,0.5785292510359782,568,male,0.5881128547115508
97,male,middle,0.5778145174186612,716,male,0.5873759750957085
98,male,old,0.5775017722749463,814,male,0.5870535395536077
99,male,old,0.57732722050626,227,male,0.5868735793038897
100,female,middle,0.586479619782492,73,female,0.586479619782492
101,female,middle,0.5864498720058626,833,female,0.5864498720058626
102,male,old,0.5765301689673713,669,male,0.5860518311482795
103,male,middle,0.575639467020576,191,male,0.5851335308298358
104,male,middle,0.5749100956084097,255,male,0.5843815598675336
105,male,middle,0.5732298971136157,371,male,0.5826493004755234
106,male,old,0.5698863414578866,980,male,0.5792021448535588
107,male,middle,0.5696886525296,145,male,0.5789983305400821
108,female,middle,0.5759736179718122,912,female,0.5759736179718122
109,male,middle,0.5659342942442303,239,male,0.5751276435819912
110,male,middle,0.5657328278204984,164,male,0.5749199347274924
111,male,young,0.5656006154799245,334,male,0.5747836257917277
112,male,middle,0.5655275839013217,703,male,0.574708331331972
113,male,middle,0.5642462259672592,304,male,0.573387270562852
114,male,middle,0.562796612090252,411,male,0.5718927404457174
115,male,middle,0.5618885966226672,40,male,0.57095659014759
116,male,middle,0.5592229440036668,426,male,0.568208342366505
117,male,middle,0.5588573139237224,273,male,0.5678313832500984
118,male,middle,0.5586349138793997,882,male,0.567602092147437
119,male,middle,0.5567902369371059,262,male,0.5657002579484337
120,male,middle,0.5558375211067558,685,male,0.5647180222482147
121,male,middle,0.5551331756019124,949,male,0.5639918526201823
122,male,young,0.5550475523718265,93,male,0.5639035763570204
123,male,old,0.5527911284260311,213,male,0.5615772371866355
124,male,middle,0.5525728206684405,639,male,0.5613521651700811
125,male,old,0.5519134903176496,928,male,0.5606724054892257
126,female,middle,0.5604204100597223,121,female,0.5604204100597223
127,male,middle,0.5510446663653066,19,male,0.5597766610542004
128,male,middle,0.550721533109118,938,male,0.5594435155242896
129,female,old,0.558044365424836,487,female,0.558044365424836
130,male,middle,0.5492251727259793,919,male,0.5579007904620095
131,male,old,0.5487874554412933,87,male,0.5574495105211025
132,male,middle,0.5476154874794914,671,male,0.5562412291690737
133,male,middle,0.5474612397488218,780,male,0.5560822020773482
134,male,middle,0.5470587790882889,890,male,0.5556672711859787
135,male,middle,0.5468705338986146,408,male,0.5554731932250565
136,male,middle,0.5440139603639995,563,male,0.5525281088498253
137,male,middle,0.5433171698500461,959,male,0.5518097283038366
138,male,middle,0.5431673291973956,794,male,0.5516552448433032
139,male,old,0.5410695600602888,560,male,0.549492476395836
140,male,old,0.5409197194076384,838,male,0.5493379929353026
141,male,old,0.5395283419187411,793,male,0.5479035036589214
142,male,middle,0.5391002257683112,160,male,0.5474621223431118
143,male,middle,0.5383170250460539,343,male,0.5466546541712481
144,male,old,0.5383082108900158,6,male,0.5466455669088639
145,female,young,0.5461842888927783,802,female,0.5461842888927783
146,male,middle,0.5367027753259035,198,male,0.5449903869745778
147,male,middle,0.5355640178448885,840,male,0.5438163451290327
148,male,middle,0.5352774003780014,199,male,0.5435208468289998
149,male,middle,0.5347762526489688,453,male,0.5430041710534345
150,male,middle,0.5346951938925454,879,male,0.5429206006940073
151,male,old,0.5335133100052004,839,male,0.5417020961717961
152,male,old,0.53314563378189,326,male,0.541323027512336
153,male,middle,0.532806918356991,567,male,0.5409738170007101
154,female,middle,0.5400981141483574,705,female,0.5400981141483574
155,male,old,0.531950686056131,978,male,0.5400910543690908
156,male,middle,0.530563715645253,772,male,0.5386611087239018
157,female,middle,0.5378158773170213,770,female,0.5378158773170213
158,male,old,0.5295104239986804,16,male,0.5375751808689759
159,male,middle,0.5289324671956,963,male,0.536979316092633
160,male,old,0.5286541916978206,678,male,0.5366924182373568
161,male,middle,0.5281020477802807,742,male,0.5361231661579963
162,male,middle,0.5269203212885792,652,male,0.5349048239083277
163,female,old,0.5341258938498598,760,female,0.5341258938498598
164,male,old,0.5252078566868595,773,male,0.5331392986450892
165,male,middle,0.5234412479837619,786,male,0.5313179516272042
166,male,middle,0.5233161184471471,880,male,0.5311889449558553
167,male,young,0.5228149707181146,43,male,0.5306722691802901
168,male,old,0.5211193474502536,541,male,0.5289241070791072
169,female,middle,0.5281920780883859,826,female,0.5281920780883859
170,male,old,0.5196895654243324,237,male,0.5274500233023371
171,male,old,0.5191500131582758,781,male,0.526893753026383
172,male,middle,0.5190429841206684,169,male,0.5267834076974306
173,male,middle,0.5178274175656057,571,male,0.5255301768511078
174,male,old,0.5165473187966915,844,male,0.5242104142623285
175,male,middle,0.5154372073228008,450,male,0.5230659060195324
176,male,old,0.5149330690765409,989,male,0.522546147065658
177,male,old,0.5134604754355767,712,male,0.521027925157307
178,female,middle,0.5206144222257759,537,female,0.5206144222257759
179,male,middle,0.5126388701762957,668,male,0.5201808624850547
180,female,young,0.5197279699613563,410,female,0.5197279699613563
181,male,old,0.5118078211784023,800,male,0.5193240634602477
182,male,middle,0.5090678778156508,100,male,0.5164992230390663
183,male,old,0.5084301106680249,662,male,0.5158416946965438
184,female,old,0.5151899387667989,83,female,0.5151899387667989
185,male,middle,0.5066918331807645,594,male,0.5140495567363227
186,female,middle,0.5139101547891718,753,female,0.5139101547891718
187,male,middle,0.5053520814629484,404,male,0.5126682928539066
188,male,middle,0.5051853994764391,154,male,0.5124964462313175
189,male,middle,0.5049793685790448,904,male,0.5122840314730842
190,female,old,0.5119362560235313,261,female,0.5119362560235313
191,male,old,0.5032883097848465,13,male,0.5105405752756361
192,male,middle,0.5003728702795472,776,male,0.507534800969481
193,female,old,0.5070985435236729,702,female,0.5070985435236729
194,male,old,0.4998575569425959,522,male,0.5070035206650837
195,male,middle,0.49900714828054704,269,male,0.5061267621175398
196,male,young,0.49822835463630905,280,male,0.5053238375768685
197,female,middle,0.5051720208467383,437,female,0.5051720208467383
198,female,middle,0.5041149517047208,319,female,0.5041149517047208
199,female,old,0.5039732956255344,955,female,0.5039732956255344
200,male,middle,0.4966776927561489,818,male,0.5037251284873993
201,female,old,0.5025095161406086,967,female,0.5025095161406086
202,male,middle,0.49524854031280185,977,male,0.5022516938007994
203,male,middle,0.4947517996617882,825,male,0.5017395616564261
204,female,old,0.5015978805732224,186,female,0.5015978805732224
205,male,middle,0.4942508093283991,392,male,0.5012230481534033
206,male,old,0.4929707105594849,798,male,0.49990328556462404
207,male,middle,0.4904818132481802,829,male,0.4973372698488528
208,female,middle,0.4972090604487413,240,female,0.4972090604487413
209,male,middle,0.4880448564992439,900,male,0.4948248040721321
210,female,middle,0.4941096254361434,592,female,0.4941096254361434
211,female,young,0.4933605795685345,306,female,0.4933605795685345
212,male,middle,0.4863953501549403,768,male,0.4931241878259244
213,male,middle,0.48638527683375377,272,male,0.4931138023831995
214,female,middle,0.49213006042733554,569,female,0.49213006042733554
215,male,middle,0.4842278547477452,99,male,0.49088953264209556
216,male,middle,0.4827477061158911,202,male,0.4893635216517008
217,male,middle,0.48172888411525394,361,male,0.4883131314835994
218,male,middle,0.48145060861747446,457,male,0.48802623362832315
219,female,middle,0.4873455476549939,675,female,0.4873455476549939
220,male,middle,0.48027328920379214,867,male,0.48681243500984667
221,female,middle,0.48588979534788845,790,female,0.48588979534788845
222,female,young,0.48527343400778417,58,female,0.48527343400778417
223,male,middle,0.47825909715340537,36,male,0.48473583328248787
224,male,old,0.4771606329571368,149,male,0.48360333320784255
225,female,middle,0.4835853657308132,57,female,0.4835853657308132
226,female,old,0.4817200699592157,801,female,0.4817200699592157
227,male,young,0.4744290315634928,101,male,0.4807870932314175
228,male,old,0.47383454821784066,629,male,0.48017418983810395
229,male,middle,0.4733587411874179,530,male,0.47968363994189334
230,male,old,0.47268241210712475,179,male,0.47898635482643975
231,male,middle,0.47264699808732813,5,male,0.4789498435043599
232,female,young,0.47743875105927264,332,female,0.47743875105927264
233,male,middle,0.4711456010435961,498,male,0.4774019257207172
234,male,young,0.47061879782466637,951,male,0.47685879952071186
235,female,young,0.4748555737574873,1,female,0.4748555737574873
236,male,middle,0.4684956879889496,625,male,0.4746699051938897
237,male,middle,0.4680291673014958,452,male,0.47418892937769125
238,female,middle,0.47400437811722074,285,female,0.47400437811722074
239,male,middle,0.4669116582323588,699,male,0.4730367943253941
240,male,middle,0.46633385882492195,477,male,0.47244109182159366
241,male,middle,0.4659011782008293,580,male,0.4719950046020493
242,male,middle,0.4657077389549181,105,male,0.471795571647222
243,male,old,0.46528481686072504,891,male,0.4713595453253175
244,male,middle,0.46221937930713186,184,male,0.46819912528608654
245,female,middle,0.46809338472406026,424,female,0.46809338472406026
246,female,old,0.46779370341875937,263,female,0.46779370341875937
247,male,old,0.4601304243260634,994,male,0.4660454441010036
248,male,middle,0.4597193069051358,991,male,0.4656215882197923
249,male,middle,0.4591629133052204,454,male,0.46504795478178235
250,male,old,0.4590343210644479,61,male,0.4649153781144969
251,female,middle,0.4634141696372472,295,female,0.4634141696372472
252,female,young,0.4576163437117922,736,female,0.4576163437117922
253,female,middle,0.4565536083266073,444,female,0.4565536083266073
254,female,old,0.4546291317930386,584,female,0.4546291317930386
255,female,middle,0.4529108435525079,70,female,0.4529108435525079
256,female,middle,0.451455248641046,771,female,0.451455248641046
257,female,middle,0.4469600290615317,113,female,0.4469600290615317
258,female,young,0.44187961247933394,359,female,0.44187961247933394
259,female,middle,0.44107500594955534,168,female,0.44107500594955534
260,female,old,0.43945241426029713,448,female,0.43945241426029713
261,female,old,0.4379053724799384,815,female,0.4379053724799384
262,female,middle,0.4355137456763417,135,female,0.4355137456763417
263,female,young,0.4307145951091507,523,female,0.4307145951091507
264,female,middle,0.42912206598780883,945,female,0.42912206598780883
265,female,middle,0.42603097294431846,92,female,0.42603097294431846
266,female,middle,0.42472317254214115,667,female,0.42472317254214115
267,female,old,0.4240717119735274,611,female,0.4240717119735274
268,female,middle,0.4239376108852309,195,female,0.4239376108852309
269,female,young,0.4229271308537014,869,female,0.4229271308537014
270,female,middle,0.4184363183522062,445,female,0.4184363183522062
271,female,middle,0.41762289766638927,708,female,0.41762289766638927
272,female,middle,0.4159275891898154,341,female,0.4159275891898154
273,female,middle,0.40028860065199573,711,female,0.40028860065199573
274,female,middle,0.3984390444447523,418,female,0.3984390444447523
275,female,middle,0.39683801595865914,777,female,0.39683801595865914
276,female,middle,0.3953736068911591,602,female,0.3953736068911591
277,female,middle,0.3930534377097297,146,female,0.3930534377097297
278,female,middle,0.3921531346286785,953,female,0.3921531346286785
279,female,young,0.38929435755505387,565,female,0.38929435755505387
280,female,middle,0.388694994944452,327,female,0.388694994944452
281,female,young,0.38691831292016765,596,female,0.38691831292016765
282,female,middle,0.38596386573773855,369,female,0.38596386573773855
283,female,middle,0.3855055296237489,636,female,0.3855055296237489
284,female,old,0.38380612886044296,750,female,0.38380612886044296
285,female,middle,0.38355760113929266,755,female,0.38355760113929266
286,female,middle,0.37415887768092004,910,female,0.37415887768092004
287,female,young,0.372760889574994,420,female,0.372760889574994
288,female,middle,0.37207275582143534,382,female,0.37207275582143534
289,female,young,0.3642413781814382,575,female,0.3642413781814382
290,female,young,0.3604267373645925,614,female,0.3604267373645925
291,female,middle,0.3602451027919469,301,female,0.3602451027919469
292,female,young,0.3571677031694445,417,female,0.3571677031694445
293,female,young,0.3532926224254795,118,female,0.3532926224254795
294,female,middle,0.3513550820534969,898,female,0.3513550820534969
295,female,middle,0.3505054603696658,603,female,0.3505054603696658
296,female,middle,0.3501179522952692,576,female,0.3501179522952692
297,female,young,0.34242854552574553,11,female,0.34242854552574553
298,female,middle,0.3361081660637364,739,female,0.3361081660637364
299,female,old,0.3359923228700907,607,female,0.3359923228700907
300,female,middle,0.3348452234199681,658,female,0.3348452234199681
301,female,young,0.3341193147119597,517,female,0.3341193147119597
302,female,middle,0.3320292579613865,381,female,0.3320292579613865
303,female,old,0.33046742099053483,96,female,0.33046742099053483
304,female,middle,0.33006291418663597,69,female,0.33006291418663597
305,female,middle,0.3251115620321414,483,female,0.3251115620321414
306,female,middle,0.3245594181146017,995,female,0.3245594181146017
307,female,middle,0.32147698183150614,897,female,0.32147698183150614
308,female,middle,0.32082001241536834,468,female,0.32082001241536834
309,female,young,0.31814869355320036,618,female,0.31814869355320036
310,female,middle,0.31740987840242163,271,female,0.31740987840242163
311,female,young,0.31489689955765526,59,female,0.31489689955765526
312,female,middle,0.3139824308686855,734,female,0.3139824308686855
313,female,young,0.3087191205486939,550,female,0.3087191205486939
314,female,young,0.30540122038286177,752,female,0.30540122038286177
315,female,middle,0.3050911509650871,974,female,0.3050911509650871
316,female,old,0.3033018772893196,317,female,0.3033018772893196
317,female,old,0.30199769698694373,147,female,0.30199769698694373
318,female,middle,0.30125290080171047,389,female,0.30125290080171047
319,female,middle,0.3000954132391142,557,female,0.3000954132391142
320,female,old,0.2959014489213362,554,female,0.2959014489213362
321,female,old,0.2956401721530591,590,female,0.2956401721530591
322,female,middle,0.2950936944786868,856,female,0.2950936944786868
323,female,middle,0.2949640004684095,393,female,0.2949640004684095
324,female,young,0.2905137960429476,252,female,0.2905137960429476
325,female,middle,0.2885104642919651,630,female,0.2885104642919651
326,female,young,0.28791110168136325,613,female,0.28791110168136325
327,female,young,0.2863374600372461,817,female,0.2863374600372461
328,female,middle,0.2842009715718285,141,female,0.2842009715718285
329,female,old,0.28314217107773204,175,female,0.28314217107773204
330,female,young,0.2823411846477549,724,female,0.2823411846477549
331,female,middle,0.28120226977109636,965,female,0.28120226977109636
332,female,middle,0.28078328256799184,732,female,0.28078328256799184
333,female,middle,0.27818216216284275,108,female,0.27818216216284275
334,female,middle,0.2730230477588749,215,female,0.2730230477588749
335,female,young,0.2683461936067149,593,female,0.2683461936067149
336,female,middle,0.2673291029581567,250,female,0.2673291029581567
337,female,middle,0.2669692965170233,735,female,0.2669692965170233
338,female,middle,0.26610897192943134,515,female,0.26610897192943134
339,female,middle,0.26588452574174276,733,female,0.26588452574174276
340,female,middle,0.2555713335944002,982,female,0.2555713335944002
341,female,middle,0.25344775157175287,546,female,0.25344775157175287
342,female,middle,0.2522276205430276,591,female,0.2522276205430276
343,female,middle,0.2514141998572107,577,female,0.2514141998572107
344,female,middle,0.24527954725457926,189,female,0.24527954725457926
345,female,young,0.24412363364841846,521,female,0.24412363364841846
346,female,middle,0.24342164907822816,858,female,0.24342164907822816
347,female,middle,0.24261641296587536,399,female,0.24261641296587536
348,female,middle,0.24012263638962097,80,female,0.24012263638962097
349,female,middle,0.23972662895047328,414,female,0.23972662895047328
350,female,middle,0.23951257087525832,775,female,0.23951257087525832
351,female,middle,0.23760745400584504,15,female,0.23760745400584504
352,female,old,0.2370937146253291,975,female,0.2370937146253291
353,female,young,0.23584147488532156,340,female,0.23584147488532156
354,female,middle,0.23228181501101142,120,female,0.23228181501101142
355,female,middle,0.2272986689365217,276,female,0.2272986689365217
356,female,middle,0.2237453048879532,385,female,0.2237453048879532
357,female,young,0.2213050428305025,761,female,0.2213050428305025
358,female,middle,0.22098962196084757,446,female,0.22098962196084757
359,female,young,0.21948554919117527,585,female,0.21948554919117527
360,female,young,0.21799595682070877,480,female,0.21799595682070877
361,female,middle,0.21641192706411794,129,female,0.21641192706411794
362,female,middle,0.21612483741030025,727,female,0.21612483741030025
363,female,middle,0.2157395328749133,331,female,0.2157395328749133
364,female,middle,0.2152988250730001,244,female,0.2152988250730001
365,female,middle,0.21499473668968003,531,female,0.21499473668968003
366,female,middle,0.21499473668968003,691,female,0.21499473668968003
367,female,middle,0.2147334599214029,920,female,0.2147334599214029
368,female,middle,0.214285826711174,911,female,0.214285826711174
369,female,young,0.20940341384855013,82,female,0.20940341384855013
370,female,young,0.20621835560586624,865,female,0.20621835560586624
371,female,middle,0.20489135293517693,572,female,0.20489135293517693
372,female,middle,0.2009500086252813,952,female,0.2009500086252813
373,female,middle,0.19966377142626895,524,female,0.19966377142626895
374,female,middle,0.19814395909224267,419,female,0.19814395909224267
375,female,middle,0.1978442777869417,324,female,0.1978442777869417
376,female,middle,0.19315829468745635,312,female,0.19315829468745635
377,female,middle,0.19274151102336132,909,female,0.19274151102336132
378,female,middle,0.1914697542235547,526,female,0.1914697542235547
379,female,middle,0.18990713027448541,345,female,0.18990713027448541
380,female,old,0.18969747927728958,251,female,0.18969747927728958
381,female,middle,0.1896118560472036,362,female,0.1896118560472036
382,female,middle,0.18935057927892648,985,female,0.18935057927892648
383,female,middle,0.1887084050532816,14,female,0.1887084050532816
384,female,young,0.18596846169052997,337,female,0.18596846169052997
385,female,middle,0.18588724553846311,49,female,0.18588724553846311
386,female,middle,0.18418485425792994,704,female,0.18418485425792994
387,female,young,0.18213430381388535,570,female,0.18213430381388535
388,female,middle,0.18203420018459363,954,female,0.18203420018459363
389,female,middle,0.18177733049433567,139,female,0.18177733049433567
390,female,middle,0.18099979601524602,64,female,0.18099979601524602
391,female,young,0.17988559225462333,804,female,0.17988559225462333
392,female,middle,0.17975825917899915,500,female,0.17975825917899915
393,female,middle,0.1761904147312249,441,female,0.1761904147312249
394,female,young,0.1759291379629478,573,female,0.1759291379629478
395,female,young,0.17505590693258555,12,female,0.17505590693258555
396,female,young,0.17357890621360225,934,female,0.17357890621360225
397,female,middle,0.17173800676675352,85,female,0.17173800676675352
398,female,middle,0.1711814557711946,647,female,0.1711814557711946
399,female,middle,0.17025408063945444,455,female,0.17025408063945444
