,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,RawScore,z,id,quality
80,Male,Caucasian,03/21/49,2.9,Caucasian,55690,0.9443447037701974
81,Male,Caucasian,07/07/49,2.9,Caucasian,5590,0.9443447037701974
82,Male,Caucasian,01/16/50,2.9,Caucasian,9838,0.9443447037701974
83,Male,Caucasian,04/07/47,2.89,Caucasian,57970,0.9425493716337522
84,Male,Caucasian,12/10/49,2.88,Caucasian,40096,0.940754039497307
85,Male,Caucasian,10/22/46,2.87,Caucasian,43339,0.9389587073608617
86,Female,Caucasian,07/29/50,2.87,Caucasian,13111,0.9389587073608617
87,Male,Caucasian,05/11/57,2.87,Caucasian,31837,0.9389587073608617
88,Male,Caucasian,02/09/47,2.87,Caucasian,17254,0.9389587073608617
89,Male,Caucasian,09/09/44,2.87,Caucasian,36730,0.9389587073608617
