,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,RawScore,z,id,quality
387,Male,Caucasian,10/15/37,2.63,Male,53320,0.895870736086176
388,Male,Hispanic,11/07/62,2.63,Male,39985,0.895870736086176
389,Male,Caucasian,01/11/43,2.63,Male,39382,0.895870736086176
390,Male,Caucasian,10/08/38,2.63,Male,52795,0.895870736086176
391,Male,Other,11/25/61,2.63,Male,17041,0.895870736086176
392,Male,Other,04/04/47,2.63,Male,24310,0.895870736086176
393,Male,Caucasian,09/17/57,2.63,Male,24319,0.895870736086176
394,Male,Caucasian,10/26/55,2.62,Male,12718,0.8940754039497307
395,Male,Hispanic,12/15/61,2.62,Male,22756,0.8940754039497307
396,Male,Caucasian,04/16/50,2.62,Male,60238,0.8940754039497307
397,Male,Hispanic,06/27/59,2.62,Male,25534,0.8940754039497307
398,Male,Other,06/11/56,2.62,Male,23545,0.8940754039497307
399,Male,Caucasian,03/17/53,2.62,Male,30361,0.8940754039497307
400,Male,Caucasian,04/26/60,2.62,Male,17656,0.8940754039497307
401,Male,Caucasian,10/01/55,2.61,Male,100,0.8922800718132854
402,Male,Hispanic,10/08/44,2.61,Male,57502,0.8922800718132854
403,Male,Caucasian,12/13/51,2.61,Male,26587,0.8922800718132854
404,Male,Caucasian,10/19/54,2.61,Male,7924,0.8922800718132854
405,Male,Other,06/22/62,2.61,Male,27085,0.8922800718132854
406,Male,Caucasian,05/09/38,2.61,Male,38521,0.8922800718132854
407,Male,Caucasian,03/09/49,2.61,Male,33487,0.8922800718132854
408,Male,Caucasian,01/25/47,2.61,Male,23962,0.8922800718132854
409,Male,Caucasian,02/01/49,2.6,Male,22090,0.8904847396768402
410,Male,Other,07/10/57,2.6,Male,34465,0.8904847396768402
411,Male,Caucasian,02/23/58,2.6,Male,1186,0.8904847396768402
412,Male,African-American,09/17/55,2.6,Male,11572,0.8904847396768402
413,Male,Caucasian,02/08/49,2.6,Male,8728,0.8904847396768402
414,Male,Hispanic,08/29/47,2.6,Male,37762,0.8904847396768402
415,Male,Hispanic,05/22/62,2.59,Male,57769,0.8886894075403948
416,Male,Other,04/08/63,2.59,Male,31243,0.8886894075403948
417,Male,Caucasian,09/19/63,2.59,Male,34546,0.8886894075403948
418,Male,Caucasian,12/24/52,2.59,Male,15031,0.8886894075403948
419,Male,Caucasian,01/13/57,2.59,Male,8113,0.8886894075403948
420,Male,African-American,06/07/39,2.59,Male,50668,0.8886894075403948
421,Male,Caucasian,08/04/57,2.59,Male,32959,0.8886894075403948
422,Male,Caucasian,12/27/53,2.59,Male,36535,0.8886894075403948
423,Male,Caucasian,12/16/62,2.59,Male,16267,0.8886894075403948
424,Male,Caucasian,10/05/62,2.59,Male,48778,0.8886894075403948
425,Male,Caucasian,04/08/51,2.59,Male,42859,0.8886894075403948
426,Male,Caucasian,02/05/61,2.59,Male,6121,0.8886894075403948
427,Male,Caucasian,08/09/40,2.58,Male,27256,0.8868940754039496
428,Male,Caucasian,12/10/55,2.58,Male,60337,0.8868940754039496
429,Male,African-American,09/28/58,2.58,Male,26770,0.8868940754039496
430,Male,Caucasian,10/19/47,2.58,Male,24811,0.8868940754039496
431,Male,Other,07/28/62,2.58,Male,50482,0.8868940754039496
432,Male,Other,03/08/55,2.58,Male,17293,0.8868940754039496
433,Male,Hispanic,11/15/53,2.58,Male,46612,0.8868940754039496
434,Male,African-American,11/11/57,2.58,Male,24259,0.8868940754039496
435,Male,Hispanic,12/06/60,2.57,Male,42640,0.8850987432675044
436,Male,Caucasian,11/07/58,2.57,Male,43783,0.8850987432675044
437,Male,African-American,01/21/64,2.57,Male,5653,0.8850987432675044
438,Male,Other,01/01/60,2.57,Male,30949,0.8850987432675044
439,Male,Caucasian,06/05/60,2.57,Male,29920,0.8850987432675044
440,Male,African-American,08/25/61,2.57,Male,4903,0.8850987432675044
441,Male,African-American,11/10/45,2.57,Male,45778,0.8850987432675044
442,Male,Other,01/13/59,2.57,Male,53803,0.8850987432675044
443,Male,Other,12/04/62,2.57,Male,34693,0.8850987432675044
444,Female,Caucasian,01/25/51,2.2,Female,17719,0.8186714542190305
445,Male,Caucasian,01/10/51,2.57,Male,51724,0.8850987432675044
446,Male,African-American,11/30/44,2.57,Male,52252,0.8850987432675044
447,Male,Other,09/24/65,2.56,Male,55675,0.8833034111310591
448,Male,Caucasian,03/18/60,2.56,Male,2023,0.8833034111310591
449,Male,Caucasian,09/24/32,2.56,Male,18958,0.8833034111310591
450,Male,Caucasian,10/24/48,2.56,Male,17554,0.8833034111310591
451,Male,Hispanic,01/16/56,2.56,Male,36013,0.8833034111310591
452,Male,Hispanic,07/31/64,2.56,Male,43717,0.8833034111310591
453,Male,Caucasian,08/14/65,2.56,Male,58852,0.8833034111310591
454,Male,African-American,06/06/46,2.56,Male,37291,0.8833034111310591
455,Male,Caucasian,07/27/60,2.56,Male,31729,0.8833034111310591
456,Male,Caucasian,01/15/53,2.55,Male,27754,0.881508078994614
457,Male,Hispanic,02/26/62,2.55,Male,54457,0.881508078994614
458,Male,Caucasian,12/07/61,2.55,Male,51259,0.881508078994614
459,Male,Hispanic,06/25/53,2.55,Male,27376,0.881508078994614
460,Male,Caucasian,06/19/58,2.55,Male,26998,0.881508078994614
461,Male,Caucasian,09/11/62,2.55,Male,35029,0.881508078994614
462,Male,Hispanic,09/28/46,2.55,Male,42049,0.881508078994614
463,Male,Caucasian,07/05/48,2.55,Male,44020,0.881508078994614
464,Male,Caucasian,06/25/60,2.55,Male,9331,0.881508078994614
465,Male,Other,11/01/61,2.55,Male,43675,0.881508078994614
466,Male,Caucasian,08/18/57,2.55,Male,30076,0.881508078994614
467,Male,Hispanic,03/28/47,2.55,Male,45361,0.881508078994614
468,Male,Caucasian,09/08/54,2.55,Male,56134,0.881508078994614
469,Male,Hispanic,10/15/60,2.55,Male,39295,0.881508078994614
470,Male,Caucasian,12/08/52,2.55,Male,4321,0.881508078994614
471,Male,Hispanic,11/10/51,2.55,Male,15535,0.881508078994614
472,Male,Caucasian,01/22/63,2.54,Male,30622,0.8797127468581688
473,Male,African-American,10/05/60,2.54,Male,19348,0.8797127468581688
474,Male,Caucasian,02/15/58,2.54,Male,56962,0.8797127468581688
475,Male,Caucasian,11/21/56,2.54,Male,12364,0.8797127468581688
476,Male,Hispanic,09/29/40,2.54,Male,18511,0.8797127468581688
477,Male,Caucasian,03/08/61,2.54,Male,22690,0.8797127468581688
478,Male,Other,04/24/50,2.54,Male,48487,0.8797127468581688
479,Male,African-American,01/25/56,2.54,Male,56650,0.8797127468581688
480,Male,Hispanic,12/18/46,2.54,Male,23680,0.8797127468581688
481,Male,African-American,08/08/58,2.54,Male,15103,0.8797127468581688
482,Male,African-American,11/07/63,2.54,Male,46507,0.8797127468581688
483,Male,Caucasian,08/28/36,2.54,Male,18016,0.8797127468581688
484,Male,Other,08/03/63,2.54,Male,25672,0.8797127468581688
485,Male,Asian,10/07/48,2.54,Male,20113,0.8797127468581688
486,Male,Caucasian,07/20/64,2.54,Male,52102,0.8797127468581688
487,Male,Caucasian,04/28/57,2.53,Male,3613,0.8779174147217235
488,Male,Caucasian,04/28/57,2.53,Male,3532,0.8779174147217235
489,Male,Caucasian,04/11/54,2.53,Male,5443,0.8779174147217235
490,Male,Caucasian,04/02/66,2.53,Male,41905,0.8779174147217235
491,Male,Caucasian,12/07/56,2.53,Male,41932,0.8779174147217235
492,Male,Hispanic,04/20/64,2.53,Male,4864,0.8779174147217235
493,Male,Caucasian,04/28/57,2.53,Male,1051,0.8779174147217235
494,Male,Caucasian,06/24/58,2.53,Male,33808,0.8779174147217235
495,Male,Caucasian,08/08/43,2.53,Male,33766,0.8779174147217235
496,Male,Other,09/14/55,2.53,Male,59272,0.8779174147217235
497,Male,Caucasian,08/06/65,2.53,Male,36664,0.8779174147217235
498,Male,Hispanic,11/01/56,2.53,Male,7111,0.8779174147217235
499,Male,Caucasian,10/12/58,2.53,Male,26167,0.8779174147217235
