,gender,age_cat,quality,id,z
87,male,young,0.3509719810571195,476,young_male
88,male,young,0.3507585525644787,208,young_male
89,male,young,0.31368967497170025,254,young_male
90,male,young,0.3067069746416731,203,young_male
91,male,young,0.3018736692198339,228,young_male
92,male,young,0.30182645052677176,188,young_male
93,male,young,0.2971768258209443,236,young_male
94,male,young,0.28127089427167995,966,young_male
95,male,young,0.2748321532857285,218,young_male
96,male,young,0.2742970080976911,495,young_male
97,male,young,0.2707008324340796,605,young_male
98,male,young,0.26720066811302773,436,young_male
99,female,old,0.5151899387667989,83,old_female
100,female,old,0.5119362560235313,261,old_female
101,female,old,0.5070985435236729,702,old_female
102,female,old,0.5039732956255344,955,old_female
103,female,old,0.5025095161406086,967,old_female
104,male,old,0.605881938157363,65,old_male
105,male,old,0.6040756657520931,796,old_male
106,male,old,0.5939028705187888,54,old_male
107,male,old,0.5902084799736079,956,old_male
108,male,old,0.5880804908729415,62,old_male
109,male,old,0.5775017722749463,814,old_male
110,male,old,0.57732722050626,227,old_male
111,male,old,0.5765301689673713,669,old_male
112,male,old,0.5698863414578866,980,old_male
113,female,old,0.5015978805732224,186,old_female
114,female,old,0.4817200699592157,801,old_female
115,female,old,0.46779370341875937,263,old_female
116,female,old,0.4546291317930386,584,old_female
117,male,young,0.26331582883916305,743,young_male
118,male,old,0.5527911284260311,213,old_male
119,male,old,0.5519134903176496,928,old_male
120,male,old,0.5487874554412933,87,old_male
121,male,old,0.5410695600602888,560,old_male
122,male,old,0.5409197194076384,838,old_male
123,male,old,0.5395283419187411,793,old_male
124,male,old,0.5383082108900158,6,old_male
125,male,old,0.5335133100052004,839,old_male
126,male,old,0.53314563378189,326,old_male
127,male,old,0.531950686056131,978,old_male
128,female,old,0.43945241426029713,448,old_female
129,female,old,0.4379053724799384,815,old_female
130,female,old,0.4240717119735274,611,old_female
131,female,old,0.38380612886044296,750,old_female
132,female,old,0.3359923228700907,607,old_female
133,female,old,0.33046742099053483,96,old_female
134,female,old,0.3033018772893196,317,old_female
135,female,old,0.30199769698694373,147,old_female
136,female,old,0.2959014489213362,554,old_female
137,female,old,0.2956401721530591,590,old_female
138,female,old,0.28314217107773204,175,old_female
139,female,old,0.2370937146253291,975,old_female
140,female,old,0.18969747927728958,251,old_female
141,female,old,0.16488814835987442,288,old_female
142,female,old,0.1592684943029073,219,old_female
143,female,old,0.1412605439341608,723,old_female
144,female,old,0.13835124285895967,908,old_female
145,female,old,0.13715078628567687,779,old_female
146,female,old,0.12959878591296398,664,old_female
147,male,middle,0.9054719539850689,672,middle_male
148,male,middle,0.8622670072288672,714,middle_male
149,male,middle,0.8506951221201319,832,middle_male
150,male,middle,0.8397775307015942,973,middle_male
151,male,middle,0.7811004347897259,538,middle_male
152,male,middle,0.7790631055797386,854,middle_male
153,male,middle,0.7705435941861827,902,middle_male
154,male,middle,0.7698623858409399,467,middle_male
155,male,middle,0.7662581829995078,921,middle_male
156,male,middle,0.7472710743322961,509,middle_male
157,male,middle,0.7453793360925839,744,middle_male
158,male,middle,0.7393427409758783,205,middle_male
159,male,middle,0.7318853353849332,763,middle_male
160,male,middle,0.7279845991510709,226,middle_male
161,male,middle,0.7193623084022832,653,middle_male
162,male,middle,0.7137711429567968,927,middle_male
163,male,middle,0.7121657073926846,657,middle_male
164,male,middle,0.7048705767102296,868,middle_male
165,male,middle,0.6935986876980825,395,middle_male
166,male,middle,0.6878529597306394,888,middle_male
167,male,middle,0.6829681859333625,549,middle_male
168,male,middle,0.6812171593989753,266,middle_male
169,male,middle,0.6738145274919823,787,middle_male
170,male,middle,0.6713276763240436,415,middle_male
171,male,middle,0.6685235155387276,778,middle_male
172,male,middle,0.6638570494990412,501,middle_male
173,male,middle,0.6561627634645678,63,middle_male
174,male,middle,0.6478757254365212,542,middle_male
175,male,middle,0.6431747897508994,552,middle_male
176,male,middle,0.6420231258271141,328,middle_male
177,male,middle,0.6357003854304519,684,middle_male
178,male,middle,0.6277500166839383,3,middle_male
179,male,middle,0.6232288268232397,877,middle_male
180,male,middle,0.6224714389865231,51,middle_male
181,male,middle,0.6200393615025367,368,middle_male
182,male,middle,0.6162211005858895,895,middle_male
183,male,middle,0.6127576094497826,791,middle_male
184,male,middle,0.6125939179805007,268,middle_male
185,male,middle,0.6124234584985463,968,middle_male
186,male,middle,0.6121347948882931,616,middle_male
187,male,middle,0.6075383699099823,687,middle_male
188,male,middle,0.6050552962374887,315,middle_male
189,male,middle,0.6043274987817578,822,middle_male
190,male,middle,0.5963003209611963,98,middle_male
191,male,middle,0.5958465493208693,286,middle_male
192,male,middle,0.595504528587456,520,middle_male
193,male,middle,0.5954869002753795,46,middle_male
194,male,middle,0.5885942302534574,74,middle_male
195,male,middle,0.5878626553022815,676,middle_male
196,male,middle,0.5863415838031069,719,middle_male
197,male,middle,0.5837809140783478,78,middle_male
198,male,middle,0.5815353504319566,106,middle_male
199,male,middle,0.5794589871023715,659,middle_male
