lsat,gender,race1,z,id,quality,uuid,score,group
48.0,female,asian,asian,13631,1.0,ff8dad0b-ac00-40b8-adc1-66b0fb942b23,1.0,3
48.0,male,white,white,7681,1.0,469870eb-0c31-4fdf-a59c-0abca2614873,1.0,0
48.0,male,white,white,13037,1.0,14c99281-19d4-45de-8601-0e5bb25f8f5c,1.0,0
48.0,female,white,white,13040,1.0,2104d6e6-5cef-41c4-ac71-5e78dab7c42f,1.0,0
48.0,male,white,white,13197,1.0,f569156b-dbff-4fe5-8375-af6ccd0cfddf,1.0,0
48.0,male,white,white,13140,1.0,9dc907de-2f35-4cd4-beac-5c2c02d69dce,1.0,0
48.0,male,white,white,20900,1.0,9af3686c-53af-448a-a595-976a78592461,1.0,0
48.0,male,white,white,20959,1.0,99c4436d-eb24-4670-a53d-23e8433175e2,1.0,0
48.0,male,white,white,20952,1.0,c3bce3ca-ea88-4c6f-b29b-80122faa86e8,1.0,0
48.0,female,white,white,6191,1.0,995a3fae-be74-4c1b-9f1f-fd76de92b6df,1.0,0
48.0,female,white,white,9527,1.0,d00b6df0-2d11-4a2a-997d-9139ae50f8aa,1.0,0
48.0,male,white,white,14845,1.0,ae55984b-c68f-4551-870a-2a7e8f4f7bc8,1.0,0
48.0,male,white,white,1003,1.0,296e54b9-a6a9-4bbe-8fc7-efa901ab9219,1.0,0
48.0,female,white,white,4665,1.0,e2d80003-284a-42e0-b8e7-564db535594a,1.0,0
48.0,female,white,white,6181,1.0,736e6a43-98cd-411d-b460-c00093effa0b,1.0,0
48.0,male,hisp,hisp,6165,1.0,7dd1ccc1-fc1d-4200-80e8-67ec4a7d7ed2,1.0,2
48.0,male,white,white,13189,1.0,ec2b0716-31ba-493d-8267-ec123029619d,1.0,0
48.0,female,white,white,15283,1.0,4b267483-abbe-46fe-94c8-48c70f0901e3,1.0,0
48.0,female,white,white,20764,1.0,d1a2556e-37a1-4980-9bd9-de92b56a317a,1.0,0
48.0,male,white,white,4406,1.0,39df7762-ac1f-408a-a10a-1918ad0728b6,1.0,0
48.0,male,white,white,13002,1.0,e0a8d869-c550-4ea1-8a9a-8f9afdfc0ed7,1.0,0
48.0,male,white,white,14796,1.0,b5c5f072-2786-4c58-ae1c-229a526fc495,1.0,0
48.0,male,white,white,14791,1.0,45c24431-3a24-486e-b783-a93e2bc4c56a,1.0,0
48.0,female,asian,asian,14850,1.0,bfa96085-cef8-4baa-bd76-c2d16dbab531,1.0,3
48.0,female,white,white,14842,1.0,145f3166-12c1-426b-9940-86e039013888,1.0,0
48.0,male,white,white,14768,1.0,88401f3f-01a8-4f33-811b-1d806587f7c9,1.0,0
48.0,male,white,white,17282,1.0,27db7f04-8df7-40e9-8b8c-b97db31ffcc7,1.0,0
48.0,female,white,white,3271,1.0,82cd0bee-9edd-4227-90d5-3d9facfb0eaa,1.0,0
48.0,male,white,white,4662,1.0,be1653d8-86d6-4e23-bcca-3db6e1dc01dd,1.0,0
48.0,female,white,white,9944,1.0,36711e49-bab5-4131-8170-94a6088de740,1.0,0
48.0,male,white,white,8037,1.0,c6a3b276-a3db-405b-88db-88afa167712f,1.0,0
48.0,male,white,white,231,1.0,b5958544-4050-4807-9fae-dc9f4abb5893,1.0,0
48.0,female,white,white,5810,1.0,89dfddc5-10fd-49e7-8302-4bbb0b52f256,1.0,0
48.0,male,white,white,5800,1.0,a7824458-73af-464a-bc9a-afb87131cee4,1.0,0
48.0,male,white,white,1615,1.0,b07f2366-8edc-42d0-bceb-d3449a28157c,1.0,0
48.0,male,white,white,14003,1.0,4d3378b5-83c2-4594-9d60-008db281761f,1.0,0
48.0,female,white,white,13647,1.0,6488fe8d-037e-462e-a697-ed4bf64caa5c,1.0,0
48.0,male,white,white,5476,1.0,464bf9e2-d24c-4347-ba72-9c4609278ef9,1.0,0
48.0,male,white,white,14005,1.0,5d08b9c8-91cb-4aba-9879-57644f45485b,1.0,0
48.0,male,white,white,247,1.0,49f3cb4b-d472-493a-aa5b-767589b85885,1.0,0
48.0,female,white,white,8701,1.0,d6049b47-a691-4e7f-9603-845f594d32ac,1.0,0
48.0,female,hisp,hisp,19690,1.0,2cc0f7ed-981a-4fd7-b212-121fc99792fc,1.0,2
48.0,female,white,white,1952,1.0,5e743ebc-7b9a-4460-846c-eb99fa40f7df,1.0,0
48.0,female,white,white,17316,1.0,a42bd9fc-35c4-47fb-99ac-ceec4f7f9ad8,1.0,0
48.0,male,white,white,3280,1.0,50b2fb56-d12d-4fa7-b38d-65e5dffe244f,1.0,0
48.0,male,white,white,21067,1.0,101c6c90-497e-4316-8a09-6e45189013d7,1.0,0
48.0,female,hisp,hisp,20723,1.0,0caf425e-1406-4359-92b5-fa3f6b16e9e1,1.0,2
48.0,female,white,white,21046,1.0,0380ff12-b433-4457-83b1-b7413652012b,1.0,0
48.0,female,white,white,21028,1.0,d873f84a-4075-4f6e-bd77-6880e249b465,1.0,0
48.0,male,white,white,14688,1.0,fd466a7c-9aa5-4455-afae-2bd4d351dd3a,1.0,0
48.0,male,white,white,4724,1.0,f9001bbc-ec64-405e-a125-a44583bec177,1.0,0
48.0,female,white,white,9672,1.0,d194e66c-0a33-41d7-806b-101c2b03d024,1.0,0
48.0,male,white,white,12975,1.0,b0363b52-ba94-41b1-9dfb-2d1370c0ca3c,1.0,0
48.0,male,white,white,4294,1.0,fedf292e-82d1-42d8-9795-f5f13b3080d6,1.0,0
48.0,male,white,white,20653,1.0,2a84d5c7-8340-4f12-8556-5b3420ad5968,1.0,0
48.0,male,white,white,20635,1.0,473ffac2-27d4-40db-99c5-dc06ed041982,1.0,0
48.0,female,white,white,20704,1.0,d7644ad3-b2cc-41a4-8d22-b184c065e8dc,1.0,0
48.0,male,white,white,12981,1.0,ac05f0bb-32fa-4196-9402-2571ff3c34d4,1.0,0
48.0,female,white,white,2109,1.0,e1bb4289-fa36-4591-b6b5-0ec94bf559c7,1.0,0
48.0,female,white,white,3031,1.0,21276ae1-08ee-483b-9ee9-db6557b3d967,1.0,0
48.0,male,white,white,15567,1.0,ac3721e4-b5d9-43c2-9090-f0a40147d19e,1.0,0
48.0,female,white,white,13277,1.0,d22cead1-2c63-45c1-984a-d67bf386fd64,1.0,0
48.0,male,white,white,19452,1.0,de03be5e-1a6b-45df-aac5-8438ebb5810b,1.0,0
48.0,female,white,white,2568,1.0,85f85e50-3927-4ceb-ac18-ff4fc65f562e,1.0,0
48.0,male,white,white,5414,1.0,17d2dd66-5b52-4c2e-8c04-e312d4ba0747,1.0,0
48.0,male,white,white,8676,1.0,17a60805-5cec-426b-bb34-2d430e3f8d0f,1.0,0
48.0,female,white,white,5461,1.0,08035edc-e1e2-4791-87cd-b88a17225a57,1.0,0
48.0,male,white,white,278,1.0,2d7b246e-4c0c-44f4-a4db-b5541e25cbfb,1.0,0
48.0,female,white,white,9940,1.0,162ef937-c955-4df2-a23d-c04dbcbde992,1.0,0
48.0,male,white,white,3600,1.0,5095acb8-87e1-4e34-8d96-05e03429b987,1.0,0
48.0,male,white,white,13316,1.0,e47bd5b2-5712-4e43-a3bf-150014bd0a0b,1.0,0
48.0,male,white,white,14579,1.0,1f82dedb-82dd-4e2e-85e3-5d5b28ec92b7,1.0,0
48.0,male,white,white,904,1.0,096cded9-9249-4124-99ce-5cffaf559d95,1.0,0
48.0,male,asian,asian,13335,1.0,672f1b78-6b1b-4546-94d6-779c6ffe2e31,1.0,3
48.0,male,white,white,6069,1.0,0622674d-e1bb-4285-884c-edc5724a11e6,1.0,0
48.0,male,white,white,4823,1.0,6c226d6e-1877-4b61-ba1f-4a4075d4c1ca,1.0,0
48.0,female,white,white,17152,1.0,3b33f281-9402-48b6-9a3b-2f88f405487b,1.0,0
48.0,female,white,white,12906,1.0,a5927272-1bb4-429e-8cc5-cfa83b5d09cd,1.0,0
48.0,female,white,white,10049,1.0,ff54ee60-de11-4572-abf3-34a3d3bd5c29,1.0,0
48.0,male,white,white,7922,1.0,87b775db-6357-46be-ac58-d2a07fdd757e,1.0,0
48.0,male,white,white,4227,1.0,a153d497-29e0-4ae3-ae8d-c880b6e1d7e5,1.0,0
48.0,female,white,white,1371,1.0,e75a1c1d-f1cc-4417-9d65-86f75aac9945,1.0,0
48.0,male,white,white,6936,1.0,76cece58-592a-4662-8613-dcd99ed80045,1.0,0
48.0,male,white,white,1912,1.0,80f165df-5ebb-4148-8438-7674106a91e5,1.0,0
48.0,female,white,white,12911,1.0,b357fe66-6157-4565-99eb-bfcbe1607c63,1.0,0
48.0,female,white,white,20663,1.0,520cb473-e358-40ea-83ee-a21b60e06eec,1.0,0
48.0,male,white,white,2970,1.0,39a94e66-9ca6-4cc8-acf2-7d73a5860037,1.0,0
48.0,male,hisp,hisp,21114,1.0,cc759fd6-af19-40d0-ac3b-9271ad783531,1.0,2
48.0,male,asian,asian,4862,1.0,c19feb2c-3f3d-403b-92de-f4f262b1391c,1.0,3
48.0,female,white,white,328,1.0,93f86754-97cf-4136-94c1-fef5e0a99030,1.0,0
48.0,female,white,white,13630,1.0,c2a78a80-193d-4ff3-adee-c88e85e70c99,1.0,0
48.0,male,white,white,13582,1.0,8feca84a-69a9-4387-84f7-6c9ef3220b5f,1.0,0
48.0,male,white,white,4973,1.0,dc97e91a-1ec2-44ad-b980-330c86bbfb97,1.0,0
48.0,female,white,white,14537,1.0,d3323348-e0d9-46e3-bab6-ec0bbce5f59b,1.0,0
48.0,female,white,white,14618,1.0,a4385947-c5c5-4a50-a363-d8508ace2be9,1.0,0
48.0,female,white,white,21139,1.0,3e77d829-296c-447d-8834-8284a1f30894,1.0,0
48.0,female,white,white,14529,1.0,40406aa1-4b6e-40ef-a582-4d1fd3235e67,1.0,0
48.0,male,white,white,9375,1.0,f3c7e9a0-b8c2-433b-af9e-6b477affdfd6,1.0,0
48.0,male,white,white,14531,1.0,1706a07a-7e19-4490-ac87-200d3d27801d,1.0,0
48.0,male,white,white,14525,1.0,a6b1bd7e-df37-43d9-8237-ef267eda9469,1.0,0
48.0,male,white,white,14593,1.0,1bf69102-92a2-4365-9f81-f194714bb392,1.0,0
48.0,female,white,white,14585,1.0,64463b57-146c-49fd-805b-e59c9b69d950,1.0,0
48.0,female,white,white,14554,1.0,0e8aa255-9f0b-4922-9322-08f7b25dc6cf,1.0,0
48.0,male,white,white,21125,1.0,1b550cb8-6123-4363-a3e6-0756130cd177,1.0,0
48.0,female,white,white,20570,1.0,bf85326d-61aa-4df1-a87e-dff9129bd4ec,1.0,0
48.0,male,white,white,8198,1.0,184484a0-fb8f-4582-8ac8-f2ebc57b7aff,1.0,0
48.0,male,white,white,9698,1.0,0fad4f78-76cf-4d5b-8bad-f7923023e62d,1.0,0
48.0,male,white,white,8181,1.0,c8aafca0-08f4-4ae8-a72f-f96aa7eedfbc,1.0,0
48.0,female,asian,asian,1403,1.0,31e5c9eb-e01a-4ccb-8d39-58cb71074ea7,1.0,3
48.0,female,white,white,781,1.0,4208f04b-ee2e-4a84-87bc-813e037eab99,1.0,0
48.0,male,white,white,6417,1.0,50962ab5-b2ef-4c7c-8a5e-49310d76a8aa,1.0,0
48.0,male,white,white,13341,1.0,ce40e804-889c-4fc2-9dda-c01fb550183a,1.0,0
48.0,male,white,white,13342,1.0,b0c07a6b-34f4-4d0d-9b6e-3cf4613eba5e,1.0,0
48.0,female,white,white,21244,1.0,4e12e5d6-cb10-4faa-ad24-dcfa3dde43a4,1.0,0
48.0,female,white,white,9332,1.0,f8b4a7a5-9a09-4edd-89d6-9741163a5e7f,1.0,0
48.0,female,white,white,13364,1.0,5b8da999-b786-42ad-8798-767bb446996f,1.0,0
48.0,male,white,white,14474,1.0,ce6a5b75-fb71-4341-aeca-18ae0e168d34,1.0,0
48.0,male,white,white,21160,1.0,09fc94f9-35e4-4014-b6d0-2e2cb77f17c0,1.0,0
48.0,female,white,white,21153,1.0,78d015ca-3334-4966-81bf-147ccc0438bb,1.0,0
48.0,male,white,white,7290,1.0,8687fef3-678f-43dc-83bc-5fd9e97050d7,1.0,0
48.0,male,white,white,10213,1.0,5ec794e5-57fb-4dbb-929e-69c37a378b26,1.0,0
48.0,male,white,white,19372,1.0,6f06adae-d24c-4a52-87c3-c9a62afbe49a,1.0,0
48.0,female,white,white,2177,1.0,4c63d5ef-52f6-47b5-91b1-bb562873917d,1.0,0
48.0,female,white,white,21202,1.0,3a78b1ca-d66a-45ad-8996-a09f9164419c,1.0,0
48.0,female,white,white,21241,1.0,d219fbe3-433d-4327-bae8-3c360097a809,1.0,0
48.0,male,white,white,10232,1.0,ce69e0ce-d10f-4816-bc06-10256cb39b2c,1.0,0
48.0,male,white,white,1892,1.0,933a0ee8-341d-4959-9285-537d5de18ac5,1.0,0
48.0,male,white,white,12394,1.0,4878331b-4082-4c67-b916-294d65cf99a0,1.0,0
48.0,male,white,white,1538,1.0,e9beaef1-0106-4257-8d4e-291a6bb1de99,1.0,0
48.0,male,white,white,3812,1.0,2ba2b580-b7be-4fb9-9adb-004d26a5d290,1.0,0
48.0,male,white,white,356,1.0,022eecd3-0d8e-491d-a27d-e22fc53511da,1.0,0
48.0,male,white,white,12389,1.0,f7b698e2-ce75-4447-9376-428deca89192,1.0,0
48.0,male,white,white,8651,1.0,bae7dd9d-0e48-4077-b0de-bc8f49e4e289,1.0,0
48.0,male,white,white,14153,1.0,dfa0408e-844c-4e9b-82c6-6640a8a27efd,1.0,0
48.0,male,white,white,13588,1.0,1538fe28-8ef1-4151-bc20-84f15c061d02,1.0,0
48.0,female,white,white,5867,1.0,a48a36d6-e564-48cd-b2f4-c7cc392e3358,1.0,0
48.0,male,white,white,21625,1.0,a6eeee05-efbd-475e-a39c-5554ac18981a,1.0,0
48.0,male,white,white,6932,1.0,b47d6afc-7092-4cca-bf0b-97a668a6466f,1.0,0
48.0,male,white,white,19845,1.0,037421f6-c611-4b3f-90e9-96200f778342,1.0,0
48.0,male,white,white,21252,1.0,e075a768-0c27-441e-91c1-ad292549a90c,1.0,0
48.0,female,white,white,20543,1.0,e5d9bdda-9c42-4d6d-b588-8a80100b99a0,1.0,0
48.0,male,white,white,17049,1.0,ea27f698-0757-416d-90e7-bcc8e3c973c6,1.0,0
48.0,female,white,white,4988,1.0,2efbbd21-10e7-4152-92c0-463680e49487,1.0,0
48.0,male,white,white,9290,1.0,faf8c314-99ed-4b9b-9d1d-a2a2069f8e2a,1.0,0
48.0,male,white,white,21255,1.0,fd4a448e-32b4-42c9-9b05-11683be1c2fa,1.0,0
48.0,female,white,white,2190,1.0,c60c8adb-d648-4174-9951-8a9bd3b2d2a6,1.0,0
48.0,male,white,white,10252,1.0,6ef27504-60b6-4a81-938e-c043d38e0829,1.0,0
48.0,male,white,white,5062,1.0,57aa18a5-b3a2-4456-9ccd-f5f990cb1759,1.0,0
48.0,female,white,white,5054,1.0,9b1dbefe-3491-4518-a29d-4eac1a6ed384,1.0,0
48.0,male,white,white,4106,1.0,7e30b751-ed5b-498e-974e-89a41dbebc84,1.0,0
48.0,female,white,white,5031,1.0,45cdbba5-e899-4935-b61f-6e36dd61592f,1.0,0
48.0,male,white,white,2649,1.0,d4a7d6b2-8f52-49f0-a2e9-5ca1ba545ad6,1.0,0
48.0,female,white,white,10822,1.0,bb3f537c-c2bd-4679-9f5f-cdc715ac9dbf,1.0,0
48.0,male,white,white,10804,1.0,1ebea135-5343-45f6-95e7-c9747fd9f373,1.0,0
48.0,male,white,white,13545,1.0,093d0fe0-ae1f-43dd-a7b6-9d7ad1056da7,1.0,0
48.0,male,white,white,397,1.0,ca9f918e-a28b-453b-b0df-3960a0c0113e,1.0,0
48.0,male,white,white,3543,1.0,799676f3-e178-4a7d-ad38-361869cb5354,1.0,0
48.0,female,white,white,3569,1.0,0fa4b740-795f-49ae-8742-967009647a45,1.0,0
48.0,male,white,white,12444,1.0,ee7677b7-7174-487d-a5ba-c234177214c1,1.0,0
48.0,male,white,white,16876,1.0,3aab5836-f8fd-4f24-9420-d866d50a4dca,1.0,0
48.0,female,white,white,12103,1.0,66fa6df2-00eb-4945-9015-1a81fd44a6e9,1.0,0
48.0,female,white,white,6855,1.0,8d721c79-8a9c-4742-b68b-b21d8b19523c,1.0,0
48.0,male,white,white,21283,1.0,314d9469-86c1-4df2-848f-fc3c25fe4b2e,1.0,0
48.0,male,white,white,15958,1.0,cafddcb6-a1a6-4583-8a3f-05122152e66f,1.0,0
48.0,male,white,white,21304,1.0,c1a0f4c1-f85c-4782-a2d2-97f3643cf5df,1.0,0
48.0,female,white,white,14360,1.0,90246322-2ed5-4e5b-8872-faf05da24d14,1.0,0
48.0,female,white,white,5090,1.0,3f9b1640-c0e5-4b50-a88f-2e622d4cb307,1.0,0
48.0,male,white,white,13411,1.0,5de16d53-321d-4141-a6b9-abad212b4de0,1.0,0
48.0,female,white,white,685,1.0,22045192-86cb-48d5-92bd-ebb22362e92c,1.0,0
48.0,male,white,white,692,1.0,507126a3-89c5-4306-bbf6-b63346d9e7d5,1.0,0
48.0,male,white,white,21311,1.0,222ed8ce-8013-41e2-867c-7d22f591323c,1.0,0
48.0,male,white,white,14406,1.0,d247cb78-2981-4410-bde9-784424deaacc,1.0,0
48.0,male,white,white,652,1.0,6fcc1109-31cb-4eeb-88c5-f26caf086774,1.0,0
48.0,male,white,white,640,1.0,0c5d0fbf-c359-4ad1-b5b8-6cee8835c6bb,1.0,0
48.0,male,white,white,18211,1.0,412f1388-6f47-4cf6-99b6-c5e821b2c4de,1.0,0
48.0,female,white,white,11028,1.0,d9e50bb5-15eb-4ef5-9152-26fc7df0cdc1,1.0,0
48.0,female,white,white,10239,1.0,2b2a64ba-2e4f-4224-a729-8278c8765a16,1.0,0
48.0,male,white,white,7761,1.0,5d5c9469-1ad0-490a-bd30-aa4430c35293,1.0,0
48.0,female,white,white,10249,1.0,6e07001c-2b30-40b0-986a-b76db14070cc,1.0,0
48.0,male,white,white,10260,1.0,199a9187-81c0-4411-9278-82cdaf55fae5,1.0,0
48.0,male,white,white,9261,1.0,e640fb1c-0958-4e28-bff7-ecd64b13f22c,1.0,0
48.0,male,white,white,9239,1.0,882bb64f-21d3-4920-a980-ec7f44c2ff84,1.0,0
48.0,female,white,white,9226,1.0,6290b28c-143e-49f1-a67c-5d285af1da39,1.0,0
48.0,male,white,white,21419,1.0,1eb9cafb-079c-4751-bdc5-9cfb10ea9857,1.0,0
48.0,male,white,white,21403,1.0,e8d4c85a-07ac-4a74-8692-10b8287d052d,1.0,0
48.0,female,white,white,14274,1.0,cf082212-2d87-4687-b9d5-36e550af5e34,1.0,0
48.0,male,white,white,13496,1.0,ebeee8e0-1163-4478-8c74-05f0a2e91ea0,1.0,0
48.0,female,white,white,13499,1.0,e56afdeb-8496-4471-8a66-8cd5ef1cc00d,1.0,0
48.0,male,white,white,16343,1.0,a164f7b9-00f9-4622-8cb6-19c2e1f90b99,1.0,0
48.0,male,white,white,20449,1.0,8e25f333-7ce9-470b-ab87-7dc86ae06d63,1.0,0
48.0,male,white,white,1816,1.0,8edae609-cad4-4419-a910-f68be6ab2370,1.0,0
48.0,male,white,white,9976,1.0,d99692d9-72fb-4bb8-a2fd-7a9a34deec23,1.0,0
48.0,female,white,white,14124,1.0,29a6f88c-25d4-46b8-be74-baba1ea5a933,1.0,0
48.0,male,white,white,14126,1.0,9bb9859e-bb0d-41a9-a792-4288f0d303a1,1.0,0
48.0,male,white,white,20409,1.0,17943e32-a5be-43d8-a37b-4de8cccc23e3,1.0,0
48.0,female,white,white,20410,1.0,2887ee00-7bc8-4df7-bab6-952d1ae10777,1.0,0
48.0,male,white,white,438,1.0,43e32c26-dcf5-4eff-9068-3dd083fcc1a9,1.0,0
48.0,male,white,white,423,1.0,dbeab1b1-5963-4308-b7ed-50e35a776c35,1.0,0
48.0,male,white,white,9091,1.0,f4de1cda-d2e6-416b-a8d4-c5f37a6d1072,1.0,0
48.0,male,white,white,9124,1.0,8bcd870a-49a0-4f8b-937a-6d0913f18dca,1.0,0
48.0,male,white,white,21613,1.0,5e03d41e-4195-48de-b82c-418b54413f13,1.0,0
48.0,male,white,white,2632,1.0,3947000d-5b50-41fc-b72b-3c987256b02b,1.0,0
48.0,male,white,white,578,1.0,1294ab65-0ec4-483d-bdf7-859e1817627e,1.0,0
48.0,male,white,white,21371,1.0,12b2de6d-e1e0-46ae-90eb-9f5c3da94fa4,1.0,0
48.0,female,white,white,21374,1.0,4b9fea3f-e32c-4dbc-bcb6-4fa878497f8e,1.0,0
48.0,male,white,white,570,1.0,8e140ee8-d111-47c2-ab50-42c9820fda52,1.0,0
48.0,male,white,white,575,1.0,b0e0ba4d-3434-44cf-8576-6161b636e65f,1.0,0
48.0,male,white,white,14326,1.0,a29bfad3-0fce-4112-86ee-d4e23d96cc25,1.0,0
48.0,male,white,white,2776,1.0,ea9450d4-a82c-426d-ae2b-ce5a6569c19e,1.0,0
48.0,male,white,white,2799,1.0,dde4b4c5-4b96-4205-8c34-cfccf98df4ad,1.0,0
48.0,male,white,white,21406,1.0,de95311a-7854-4e51-ad7e-b55301e3f8dd,1.0,0
48.0,female,white,white,3481,1.0,81dfaefb-fe3b-439b-bd4f-2dcad0f5390c,1.0,0
48.0,male,white,white,17009,1.0,c4530450-0ded-47b9-bf9f-6e0abbffb0bf,1.0,0
48.0,male,white,white,3455,1.0,9ecc352e-a9bc-4d3a-952c-1171083f150f,1.0,0
48.0,male,white,white,3446,1.0,76be9bcb-bc1f-4869-82aa-768596bd0e76,1.0,0
48.0,female,white,white,17016,1.0,aee86a33-b4c8-48a3-b4d4-57ab5b7a841d,1.0,0
48.0,female,white,white,17018,1.0,366b58c3-5845-40e2-b83a-b5e45f612da0,1.0,0
48.0,female,asian,asian,1854,1.0,d53b9915-51fd-4ee3-8b60-bdcfaee5f317,1.0,3
48.0,male,white,white,10890,1.0,54784d9f-2732-409f-92d0-e1e4619987f4,1.0,0
48.0,male,white,white,14225,1.0,022de2d0-42d2-4873-8f27-6e7204cbd390,1.0,0
48.0,male,asian,asian,14263,1.0,1a2ede73-3afc-4cc2-b5c7-20e1c9ff941e,1.0,3
48.0,female,white,white,2303,1.0,123b16c1-35df-4386-858c-ec2225476698,1.0,0
48.0,male,white,white,9126,1.0,d4a29173-2621-479d-8819-a869199f4d8d,1.0,0
48.0,female,white,white,14192,1.0,bb923bd4-776c-46f5-a6d5-68aeddba3ccf,1.0,0
48.0,female,white,white,14193,1.0,a975faeb-13aa-46e5-a01b-e2fe7458ebeb,1.0,0
48.0,male,white,white,2720,1.0,2615d36e-a66b-4238-857c-fad65367ad02,1.0,0
48.0,male,white,white,12041,1.0,6d3c68c2-67e2-4855-84da-77a50d97e69a,1.0,0
