lsat,gender,race1,z,id,quality,uuid,score,group
48.0,male,white,male,520,1.0,14cebb49-9273-4cb2-9186-807381af36b4,1.0,0
48.0,female,white,female,11028,1.0,1991b497-25bc-47df-af10-fb380fb71410,1.0,1
48.0,female,asian,female,14850,1.0,9563eefe-eeb4-4623-9786-b7aec7d05ef4,1.0,1
48.0,female,white,female,10049,1.0,4661bd76-8de7-41eb-a635-ab0082493135,1.0,1
48.0,male,white,male,14997,1.0,1403a02a-1d89-4ada-9a9a-ca949c6ac1ea,1.0,0
48.0,male,white,male,12975,1.0,17086403-b8e9-4bbc-90e3-8aaa48c19738,1.0,0
48.0,male,white,male,21371,1.0,b1fd313f-b8ce-4c68-ad7e-6ae7e9b73c08,1.0,0
48.0,male,white,male,21311,1.0,a1b619ba-15aa-4bbd-a5ba-30a0779fa5ff,1.0,0
48.0,female,white,female,4988,1.0,5a5f0823-b9c8-4f09-86f8-ef93b20e050e,1.0,1
48.0,male,white,male,904,1.0,02e37435-6688-43a1-9087-2cb28204683f,1.0,0
48.0,female,white,female,1800,1.0,1c5460ed-2d61-4e5a-be67-6d3f255bb878,1.0,1
48.0,male,white,male,3600,1.0,6a4b70fe-e061-49af-af6e-cd369a781d6c,1.0,0
48.0,female,white,female,14529,1.0,af4d2f79-9ea1-4234-ab32-43ac0a251d13,1.0,1
48.0,male,white,male,7600,1.0,9ae30bfe-f45f-4448-9d73-08fdc6141c35,1.0,0
48.0,female,white,female,5054,1.0,c113199f-8425-4c53-9d1b-2cadd6703aba,1.0,1
48.0,male,white,male,5062,1.0,2943f85e-741f-4bcf-9229-ef379ad93aaf,1.0,0
48.0,female,white,female,9527,1.0,9562601e-b765-4aaf-9bc2-1930de08aff8,1.0,1
48.0,male,asian,male,13335,1.0,0a4f6e7a-4f13-4657-af54-78cd33e16918,1.0,0
48.0,male,white,male,13342,1.0,59a59422-dc42-48e4-9d8b-3f36298201ff,1.0,0
48.0,male,white,male,578,1.0,60ba0d86-6710-460f-b147-8eceb258166b,1.0,0
48.0,female,white,female,17316,1.0,60894fde-bfe6-4635-9c64-f64975bb066e,1.0,1
48.0,female,white,female,5090,1.0,bf356396-5045-4d56-ac28-87796886fdfb,1.0,1
48.0,female,white,female,21153,1.0,78ff95df-9591-4375-8953-4f00178f178d,1.0,1
48.0,male,white,male,7761,1.0,a9323396-22be-4e9a-8876-b4c401981ecd,1.0,0
48.0,female,white,female,499,1.0,701845a4-83f8-4fcd-8696-ca39539a8fed,1.0,1
48.0,male,other,male,13370,1.0,f961e660-4431-4443-99d0-5575930c715a,1.0,0
48.0,female,white,female,13364,1.0,2954f7e8-47df-417e-b920-3ed27cd025a0,1.0,1
48.0,male,white,male,1912,1.0,0013937c-d7b8-454e-acda-e87d47d516bb,1.0,0
48.0,female,white,female,1952,1.0,23e79450-b422-47d8-b601-a52cdf4977ee,1.0,1
48.0,male,white,male,14406,1.0,1c6642c9-b306-455d-8c8a-91fccceba399,1.0,0
48.0,male,white,male,17282,1.0,21a1d93e-cc43-49fe-b797-61a1feec39c5,1.0,0
48.0,male,white,male,13892,1.0,3fe1bf13-53cf-4871-9ed3-39af8a4be2b6,1.0,0
48.0,female,white,female,13910,1.0,9339d96a-45a3-4cee-bf66-8d76c1823aec,1.0,1
48.0,male,white,male,21160,1.0,ff4ea988-a4be-4d1b-9b2c-a2db9ac28f24,1.0,0
48.0,male,white,male,7681,1.0,2e7068de-d502-4b1f-8f25-2995c1e3854e,1.0,0
48.0,female,white,female,7903,1.0,9c0c143f-8cd2-4cab-8434-3a8ca4614b31,1.0,1
48.0,male,white,male,4227,1.0,683f8ba5-87da-409c-ac0d-7488338208df,1.0,0
48.0,female,white,female,17152,1.0,490643a5-0c5c-4a8b-b138-58974363ce62,1.0,1
48.0,female,white,female,7888,1.0,eff570e1-ef08-4fd2-b1ed-0b97f823a746,1.0,1
48.0,male,white,male,3644,1.0,512f2879-19b1-448f-b344-564bb5a64e7d,1.0,0
48.0,female,white,female,15283,1.0,b4d4852b-0e1c-4411-95f7-c79b962465dc,1.0,1
48.0,male,white,male,6936,1.0,b83c8f98-7b6e-4258-a663-b852c7885909,1.0,0
48.0,male,white,male,423,1.0,ade89f6f-afd1-482d-9b94-40d7d1e30bd5,1.0,0
48.0,male,white,male,438,1.0,fe9838fb-1b53-4cbf-9a83-b8c6650bb626,1.0,0
48.0,female,white,female,781,1.0,e1aebdb4-5255-4a39-8d35-77bc6eb7d1e8,1.0,1
48.0,male,white,male,1816,1.0,cd03aa38-174e-4d3b-aaaa-62fafd9d90bf,1.0,0
48.0,female,white,female,14585,1.0,895e4e7a-4a7e-4918-9741-113510294ced,1.0,1
48.0,male,white,male,4294,1.0,b022259c-329d-4ceb-8e1f-7d7e8ff4d98c,1.0,0
48.0,female,white,female,14842,1.0,29ecd3d0-b2b5-4e53-9013-0e39066e67ff,1.0,1
48.0,male,white,male,20449,1.0,a42da3af-99e0-4a45-b61b-74e24d4e92a2,1.0,0
48.0,male,white,male,3446,1.0,649b697b-37b6-429c-87fe-21d7ed89885f,1.0,0
48.0,male,white,male,3455,1.0,e1bb7eb2-23e3-4f7e-90b9-ba780c74c479,1.0,0
48.0,male,hisp,male,21114,1.0,a610569f-f991-4cd9-bd5c-8f37641bc5cf,1.0,0
48.0,male,white,male,8037,1.0,430142ef-b38b-4a02-b7b3-2ab491334714,1.0,0
48.0,male,asian,male,4862,1.0,f5fc29e3-d1c3-4db4-a432-589919b49bb1,1.0,0
48.0,female,white,female,9332,1.0,cc45edbb-c8b3-4823-b19c-4ebd0ffcd9f0,1.0,1
48.0,female,white,female,14360,1.0,fa9544b3-e19c-4405-9f12-4becbe61dffd,1.0,1
48.0,male,white,male,17049,1.0,b56376f6-2e28-4415-8f96-6f5fe0f6d69d,1.0,0
48.0,male,white,male,10073,1.0,2bab905e-a6b2-4976-a6a8-6d67af197d7e,1.0,0
48.0,female,white,female,9944,1.0,a40b3b33-05ed-4771-965e-ce1cbf34702e,1.0,1
48.0,male,white,male,14845,1.0,1ea9d424-dd2b-4ae2-b0d6-227c53e5eca7,1.0,0
48.0,male,white,male,4973,1.0,6db2e6ed-0a59-4e58-b452-76f08268b6df,1.0,0
48.0,male,white,male,3812,1.0,f1e1fb12-0ed5-4ddf-ae3a-535de94c7eca,1.0,0
48.0,female,white,female,6855,1.0,edfebad5-4bbe-4b65-bd6c-1f6e07c8096b,1.0,1
48.0,male,white,male,9976,1.0,c71099af-3e7f-4fd7-807e-558ae5feee57,1.0,0
48.0,female,white,female,6715,1.0,b6f0a60f-0ae6-4480-8493-5b96d70d4da8,1.0,1
48.0,female,asian,female,1854,1.0,0cf88c1a-7363-4dd2-86d2-a6e469825ffa,1.0,1
48.0,female,white,female,15022,1.0,eeacec4d-1275-4f2f-b935-5596d9870b38,1.0,1
48.0,female,asian,female,1403,1.0,73ae199f-98fb-4db8-85d8-820b273366ff,1.0,1
48.0,male,white,male,14474,1.0,9769e6ce-2bd2-4f99-87b0-c67aef4acf62,1.0,0
48.0,female,white,female,5031,1.0,1603fd2f-e659-4282-9402-3d9527343114,1.0,1
48.0,female,white,female,20410,1.0,b43daba7-5f7f-4f4d-9674-2af2df173d24,1.0,1
48.0,female,white,female,14976,1.0,66c50e23-e88f-45b8-b24e-5f81a941f877,1.0,1
48.0,female,white,female,9940,1.0,add1c1f9-d975-4cf8-95d6-2091f1884da7,1.0,1
48.0,male,white,male,19845,1.0,829ec463-0702-49b5-9fcc-3703d5af7b11,1.0,0
48.0,male,white,male,13189,1.0,c94465b6-4790-454e-838b-c9ff2792f777,1.0,0
48.0,female,white,female,21374,1.0,35b25fca-be80-402f-bc81-313c7088892e,1.0,1
48.0,male,white,male,1981,1.0,5a8f2342-80d1-4c8e-94a8-50b014e79d17,1.0,0
48.0,male,white,male,21125,1.0,167e73b7-34ac-43ac-a65b-a635bb5b7eb3,1.0,0
48.0,female,white,female,21139,1.0,e4a67835-3d98-4678-bc70-f022b3be8e1f,1.0,1
48.0,male,white,male,15002,1.0,9551a922-1c58-4686-892e-767fd0b96b83,1.0,0
48.0,male,white,male,5800,1.0,654ad30c-1c1d-4a97-bc1b-11e2df06ad6a,1.0,0
48.0,male,white,male,3150,1.0,c8f56688-47ab-4305-93c5-09940425028e,1.0,0
48.0,male,white,male,8651,1.0,85bbab4a-a058-4845-8e3a-5bc6c8d7f403,1.0,0
48.0,male,white,male,21441,1.0,dccb9bec-16d4-4919-81a2-fe26ad005732,1.0,0
48.0,female,white,female,20818,1.0,1c44c450-acd3-4341-bf94-fb9e6c9b180a,1.0,1
48.0,male,white,male,6069,1.0,43775852-02d6-4f3c-b843-b0bba861a21a,1.0,0
48.0,female,white,female,10471,1.0,c34fe592-2d41-4321-bf08-8236f7d88467,1.0,1
48.0,male,asian,male,20841,1.0,baf64140-9856-44c7-83f0-d431c97be695,1.0,0
48.0,male,white,male,2720,1.0,4fc80ef5-8681-4a14-a6cc-f575aa794639,1.0,0
48.0,male,hisp,male,6165,1.0,09bb4317-3edd-4a77-a6c2-e078bab9188f,1.0,0
48.0,male,white,male,12300,1.0,61b112fa-36e1-4e5b-a3a0-772a2475b5fd,1.0,0
48.0,male,white,male,13496,1.0,a7a08441-ae7a-426c-9da5-d82a14f93991,1.0,0
48.0,female,white,female,20704,1.0,6e4fb626-62d7-45f3-8f8c-13da671f2779,1.0,1
48.0,male,white,male,8676,1.0,73381d6b-b9b7-4881-84f8-7f8e738377a9,1.0,0
48.0,female,asian,female,13631,1.0,1434a57a-c20e-4d17-be41-43a0a1115ddd,1.0,1
48.0,female,white,female,13630,1.0,621d1418-24a0-490b-b1ab-7257ff135be2,1.0,1
48.0,male,white,male,22260,1.0,02c3f918-b346-49f5-a670-c7e2f3ceef45,1.0,0
48.0,female,white,female,2568,1.0,e0e01249-df7f-4d48-8895-04f6049a6c46,1.0,1
48.0,female,white,female,12520,1.0,1fe8a0b5-61c1-4696-b931-c4ccc4f2763e,1.0,1
48.0,female,white,female,1154,1.0,19bb483f-669f-489f-abbc-a61a0cb66006,1.0,1
48.0,female,hisp,female,20723,1.0,ea1583cd-f85a-4113-8050-794deef041b7,1.0,1
48.0,female,white,female,6191,1.0,8db42fc2-fd60-4806-93a7-7f873b504800,1.0,1
48.0,male,white,male,13116,1.0,7b4f74d2-633e-4c5e-a61d-31c92d275121,1.0,0
48.0,female,white,female,13080,1.0,318e26f5-42bf-4bea-8a1b-23aea956df00,1.0,1
48.0,male,white,male,2799,1.0,5a4f3af9-4318-4f22-97b1-64889f55f74f,1.0,0
48.0,male,white,male,5683,1.0,938a08f4-172b-44d5-84cc-1b363d4fb333,1.0,0
48.0,female,white,female,13040,1.0,0adbe17a-aa8b-4492-8a4d-0bc98254c3c7,1.0,1
48.0,female,white,female,5585,1.0,f58427b8-37b2-414a-845a-7713c28bbf62,1.0,1
48.0,male,white,male,231,1.0,e94a89ea-79f7-4728-9302-3cdb9a531e1d,1.0,0
48.0,female,white,female,13110,1.0,af2d6e73-8c00-4b2a-b5ea-4769314880f7,1.0,1
48.0,male,white,male,13582,1.0,754e205f-1cb2-4b87-b701-3b7836319b08,1.0,0
48.0,female,white,female,2303,1.0,0e4c49e1-8bef-4386-adaa-cd1121bd2794,1.0,1
48.0,female,white,female,20764,1.0,b5adcf23-f355-4df4-88f6-ab504e2be06e,1.0,1
48.0,female,white,female,14193,1.0,5fd779a4-3880-4c29-8e05-84292a4b4453,1.0,1
48.0,female,white,female,14192,1.0,565ac6a0-b224-4c99-a32b-a746451d3104,1.0,1
48.0,male,white,male,14153,1.0,9ea48c96-4624-4f28-bbeb-4a23e9187d79,1.0,0
48.0,male,white,male,21406,1.0,c23688e1-271a-436d-95c6-50279431fcb6,1.0,0
48.0,male,white,male,21419,1.0,fc2ce28f-9108-425f-bdea-83f6f5b0bf34,1.0,0
48.0,male,white,male,15158,1.0,2644ea5f-7a17-44ab-aff8-f1454f413c32,1.0,0
48.0,female,white,female,6181,1.0,36bdfdd7-32cd-4c51-b8a7-aec581a66062,1.0,1
48.0,male,asian,male,13072,1.0,a533d8d4-c784-4d10-a114-fe26694ba198,1.0,0
48.0,female,white,female,13120,1.0,94a35cac-2cd8-45a9-aa23-beb3f39cd862,1.0,1
48.0,male,white,male,4,1.0,eed7f074-3eb3-4b1f-9b24-f3f28befd8ee,1.0,0
48.0,male,white,male,8830,1.0,ad24960b-5f02-4b1b-9a84-bddee41871ba,1.0,0
48.0,male,white,male,31,1.0,21285909-70fd-46ab-891a-041b07f0f931,1.0,0
48.0,female,asian,female,9780,1.0,67c8f5f5-fd37-4ed3-a28a-7b15e5fe0833,1.0,1
48.0,male,white,male,12558,1.0,0d8dee00-e657-4fc3-a60f-f6a92fffe33b,1.0,0
48.0,female,white,female,5867,1.0,bd486837-5afc-4627-9d6d-a43491e1a586,1.0,1
48.0,male,white,male,16343,1.0,9d95ddd5-0563-43dd-bee1-fa14761567ab,1.0,0
48.0,male,white,male,4662,1.0,feba8329-46f4-40b0-8987-3bdb47f21f4c,1.0,0
48.0,male,white,male,14126,1.0,8ad6a5e4-0dba-48a2-80f4-33da1a473a50,1.0,0
48.0,male,white,male,20919,1.0,23fdb823-7e08-4be5-a990-b2812fc037d6,1.0,0
48.0,male,white,male,12389,1.0,8f0b1dae-7e05-4ee1-ac10-918963ff2688,1.0,0
48.0,male,white,male,20959,1.0,a5553232-7b0d-42a9-a725-8581c7352458,1.0,0
48.0,female,white,female,14124,1.0,2a4665fe-1abe-4d26-b7c3-448fdf6b9a9b,1.0,1
48.0,female,white,female,5810,1.0,e5463db2-1be0-4846-baa1-db41c91faf7d,1.0,1
48.0,male,white,male,10625,1.0,e6fba107-bfdc-4250-a6ac-25eb9ce1c23a,1.0,0
48.0,male,white,male,4406,1.0,f7fc7346-6094-4446-b5d4-0c77c58b041a,1.0,0
48.0,female,white,female,18709,1.0,22bcb6d2-51d8-4681-92c8-97707551a37f,1.0,1
48.0,female,white,female,10552,1.0,a4ecc173-fc43-44d1-9474-8796a6fe18b1,1.0,1
48.0,male,white,male,10500,1.0,ceab19dc-6304-4916-bfb6-03c618012d0f,1.0,0
48.0,female,white,female,13277,1.0,f6bdfb46-fa34-4f56-a14c-338558a6eb7c,1.0,1
48.0,male,white,male,12394,1.0,278b766e-3ecd-4dc3-bf98-c1be65ed8608,1.0,0
48.0,male,white,male,2450,1.0,665d0513-46dd-40e2-b124-6b9ea50e4e2a,1.0,0
48.0,male,white,male,12555,1.0,93c26265-01a2-4ab3-9971-40af6dcd8a2b,1.0,0
48.0,male,white,male,13588,1.0,cbca57a3-05eb-4195-be66-8384587b82c3,1.0,0
48.0,male,white,male,21255,1.0,bbe6df7a-7b78-4f7b-a652-fe6329472769,1.0,0
48.0,female,white,female,40,1.0,4132741f-3c8d-404f-bf31-38ae448ae650,1.0,1
48.0,female,white,female,4665,1.0,ff9f702c-e50b-4cc7-a11c-c3272e2236a2,1.0,1
48.0,female,white,female,8701,1.0,cb946648-5eb4-42bd-b6c5-f39f4e0b11f3,1.0,1
48.0,male,white,male,1615,1.0,96dce778-3506-46cb-953a-8faa42789d3a,1.0,0
48.0,male,hisp,male,8756,1.0,96a5cdc8-a7b5-4d81-b0e4-0337f7583ec4,1.0,0
48.0,female,asian,female,20897,1.0,39d8c086-fb2c-4a5d-a8cc-3be9269a5220,1.0,1
48.0,male,white,male,14005,1.0,0478cadf-e0fa-45fd-8f61-355805e1da9c,1.0,0
48.0,male,white,male,14003,1.0,42ffea2d-b2ec-4c3a-aee6-00316ee56a1b,1.0,0
48.0,male,white,male,12444,1.0,a57aa8f2-cde3-453b-950b-bbc621e752cd,1.0,0
48.0,male,white,male,2632,1.0,397c6bd6-e8ea-4d0e-8eb0-9fbedd0c654a,1.0,0
48.0,male,white,male,20887,1.0,dc0911c5-a9a0-4c5a-a660-bc5598babe2e,1.0,0
48.0,male,white,male,9778,1.0,986b1dda-2698-4d1c-af4c-9bf6916cf7fa,1.0,0
48.0,male,white,male,20952,1.0,f3087409-a9b5-4f11-97a3-3b3662e0b41b,1.0,0
48.0,female,white,female,196,1.0,ab7b6cfe-dae4-4695-978d-9a1483253297,1.0,1
48.0,male,white,male,136,1.0,2d566176-ce4c-440d-aa4b-59ffc7669c6d,1.0,0
48.0,male,white,male,20900,1.0,963de48f-5109-4d24-97d7-7f23a345cdd5,1.0,0
48.0,male,white,male,2649,1.0,83e7f4ce-4f83-4b6f-87a0-5b04e4f1eec0,1.0,0
48.0,male,white,male,3166,1.0,6b375a46-ba34-4abd-8aa8-00d7fc63dff3,1.0,0
48.0,male,white,male,7290,1.0,d51810f0-0e5e-42f2-ae4f-fb305d94dee3,1.0,0
48.0,male,white,male,247,1.0,0a8e151f-bd4e-4018-9e4a-0919cf830e0d,1.0,0
48.0,male,white,male,278,1.0,2feab3b9-546b-4e0e-869c-dbb850876099,1.0,0
48.0,male,white,male,9091,1.0,5ba8ca9a-fa9d-4451-a12b-f1261de9c7de,1.0,0
48.0,male,white,male,2970,1.0,50861846-5e31-41df-adcc-ccb94ea2aa13,1.0,0
48.0,male,white,male,13545,1.0,e8322209-1767-4674-8c8b-17989f377eb9,1.0,0
48.0,male,white,male,9698,1.0,554a2ccf-a168-4ce3-a5e3-6cf4924e7d41,1.0,0
48.0,male,white,male,8198,1.0,4977829a-a5e9-433d-895f-a2b5168d667f,1.0,0
48.0,female,white,female,20663,1.0,8d398b2c-754d-488d-84e9-2f8cb1c97d84,1.0,1
48.0,female,white,female,21244,1.0,b426c42c-43d7-4bbf-8e97-236e85adf3ca,1.0,1
