,lsat,gender,race1,z,id,quality,rank
153,48.0,male,white,male,3455,1.0,153
154,48.0,male,hisp,male,21114,1.0,154
155,48.0,male,white,male,8037,1.0,155
156,48.0,male,asian,male,4862,1.0,156
157,48.0,female,white,female,9332,1.0,157
158,48.0,female,white,female,14360,1.0,158
159,48.0,male,white,male,17049,1.0,159
160,48.0,male,white,male,10073,1.0,160
161,48.0,female,white,female,9944,1.0,161
162,48.0,male,white,male,14845,1.0,162
163,48.0,male,white,male,4973,1.0,163
164,48.0,male,white,male,3812,1.0,164
165,48.0,female,white,female,6855,1.0,165
166,48.0,male,white,male,9976,1.0,166
167,48.0,female,white,female,6715,1.0,167
168,48.0,female,asian,female,1854,1.0,168
169,48.0,female,white,female,15022,1.0,169
170,48.0,female,asian,female,1403,1.0,170
171,48.0,male,white,male,14474,1.0,171
172,48.0,female,white,female,5031,1.0,172
173,48.0,female,white,female,20410,1.0,173
174,48.0,female,white,female,14976,1.0,174
175,48.0,female,white,female,9940,1.0,175
176,48.0,male,white,male,19845,1.0,176
177,48.0,male,white,male,13189,1.0,177
178,48.0,female,white,female,21374,1.0,178
179,48.0,male,white,male,1981,1.0,179
180,48.0,male,white,male,21125,1.0,180
181,48.0,female,white,female,21139,1.0,181
182,48.0,male,white,male,15002,1.0,182
183,48.0,male,white,male,5800,1.0,183
184,48.0,male,white,male,3150,1.0,184
185,48.0,male,white,male,8651,1.0,185
186,48.0,male,white,male,21441,1.0,186
187,48.0,female,white,female,20818,1.0,187
188,48.0,male,white,male,6069,1.0,188
189,48.0,female,white,female,10471,1.0,189
190,48.0,male,asian,male,20841,1.0,190
191,48.0,male,white,male,2720,1.0,191
192,48.0,male,hisp,male,6165,1.0,192
193,48.0,male,white,male,12300,1.0,193
194,48.0,male,white,male,13496,1.0,194
195,48.0,female,white,female,20704,1.0,195
196,48.0,male,white,male,8676,1.0,196
197,48.0,female,asian,female,13631,1.0,197
198,48.0,female,white,female,13630,1.0,198
199,48.0,male,white,male,22260,1.0,199
200,48.0,female,white,female,2568,1.0,200
201,48.0,female,white,female,12520,1.0,201
202,48.0,female,white,female,1154,1.0,202
203,48.0,female,hisp,female,20723,1.0,203
204,48.0,female,white,female,6191,1.0,204
205,48.0,male,white,male,13116,1.0,205
206,48.0,female,white,female,13080,1.0,206
207,48.0,male,white,male,2799,1.0,207
208,48.0,male,white,male,5683,1.0,208
209,48.0,female,white,female,13040,1.0,209
210,48.0,female,white,female,5585,1.0,210
211,48.0,male,white,male,231,1.0,211
212,48.0,female,white,female,13110,1.0,212
213,48.0,male,white,male,13582,1.0,213
214,48.0,female,white,female,2303,1.0,214
215,48.0,female,white,female,20764,1.0,215
216,48.0,female,white,female,14193,1.0,216
217,48.0,female,white,female,14192,1.0,217
218,48.0,male,white,male,14153,1.0,218
219,48.0,male,white,male,21406,1.0,219
220,48.0,male,white,male,21419,1.0,220
221,48.0,male,white,male,15158,1.0,221
222,48.0,female,white,female,6181,1.0,222
223,48.0,male,asian,male,13072,1.0,223
224,48.0,female,white,female,13120,1.0,224
225,48.0,male,white,male,4,1.0,225
226,48.0,male,white,male,8830,1.0,226
227,48.0,male,white,male,31,1.0,227
228,48.0,female,asian,female,9780,1.0,228
229,48.0,male,white,male,12558,1.0,229
230,48.0,female,white,female,5867,1.0,230
231,48.0,male,white,male,16343,1.0,231
232,48.0,male,white,male,4662,1.0,232
233,48.0,male,white,male,14126,1.0,233
234,48.0,male,white,male,20919,1.0,234
235,48.0,male,white,male,12389,1.0,235
236,48.0,male,white,male,20959,1.0,236
237,48.0,female,white,female,14124,1.0,237
238,48.0,female,white,female,5810,1.0,238
239,48.0,male,white,male,10625,1.0,239
240,48.0,male,white,male,4406,1.0,240
241,48.0,female,white,female,18709,1.0,241
242,48.0,female,white,female,10552,1.0,242
243,48.0,male,white,male,10500,1.0,243
244,48.0,female,white,female,13277,1.0,244
245,48.0,male,white,male,12394,1.0,245
246,48.0,male,white,male,2450,1.0,246
247,48.0,male,white,male,12555,1.0,247
248,48.0,male,white,male,13588,1.0,248
249,48.0,male,white,male,21255,1.0,249
250,48.0,female,white,female,40,1.0,250
251,48.0,female,white,female,4665,1.0,251
252,48.0,female,white,female,8701,1.0,252
253,48.0,male,white,male,1615,1.0,253
254,48.0,male,hisp,male,8756,1.0,254
255,48.0,female,asian,female,20897,1.0,255
256,48.0,male,white,male,14005,1.0,256
257,48.0,male,white,male,14003,1.0,257
258,48.0,male,white,male,12444,1.0,258
259,48.0,male,white,male,2632,1.0,259
260,48.0,male,white,male,20887,1.0,260
261,48.0,male,white,male,9778,1.0,261
262,48.0,male,white,male,20952,1.0,262
263,48.0,female,white,female,196,1.0,263
264,48.0,male,white,male,136,1.0,264
265,48.0,male,white,male,20900,1.0,265
266,48.0,male,white,male,2649,1.0,266
267,48.0,male,white,male,3166,1.0,267
268,48.0,male,white,male,7290,1.0,268
269,48.0,male,white,male,247,1.0,269
270,48.0,male,white,male,278,1.0,270
271,48.0,male,white,male,9091,1.0,271
272,48.0,male,white,male,2970,1.0,272
273,48.0,male,white,male,13545,1.0,273
274,48.0,male,white,male,9698,1.0,274
275,48.0,male,white,male,8198,1.0,275
276,48.0,female,white,female,20663,1.0,276
277,48.0,female,white,female,21244,1.0,277
278,48.0,female,white,female,21046,1.0,278
279,48.0,female,white,female,2190,1.0,279
280,48.0,female,white,female,21028,1.0,280
281,48.0,male,white,male,14225,1.0,281
282,48.0,male,white,male,9124,1.0,282
283,48.0,female,white,female,328,1.0,283
284,48.0,male,white,male,20653,1.0,284
285,48.0,male,white,male,12272,1.0,285
286,48.0,male,white,male,692,1.0,286
287,48.0,female,white,female,13702,1.0,287
288,48.0,male,white,male,5539,1.0,288
289,48.0,female,white,female,5553,1.0,289
290,48.0,male,white,male,15567,1.0,290
291,48.0,female,white,female,685,1.0,291
292,48.0,male,white,male,1003,1.0,292
293,48.0,male,white,male,3196,1.0,293
294,48.0,female,white,female,3205,1.0,294
295,48.0,female,white,female,20543,1.0,295
296,48.0,male,white,male,5548,1.0,296
297,48.0,male,white,male,5547,1.0,297
298,48.0,female,white,female,10822,1.0,298
299,48.0,female,white,female,14618,1.0,299
300,48.0,female,asian,female,21431,1.0,300
301,48.0,female,white,female,20570,1.0,301
302,48.0,male,white,male,652,1.0,302
303,48.0,male,white,male,18937,1.0,303
304,48.0,female,white,female,8951,1.0,304
305,48.0,male,white,male,21252,1.0,305
306,48.0,female,white,female,2177,1.0,306
307,48.0,male,white,male,2749,1.0,307
308,48.0,female,white,female,13499,1.0,308
309,48.0,male,white,male,9126,1.0,309
310,48.0,female,white,female,13647,1.0,310
311,48.0,female,white,female,9672,1.0,311
312,48.0,female,hisp,female,19690,1.0,312
313,48.0,female,white,female,21241,1.0,313
314,48.0,male,white,male,2776,1.0,314
315,47.0,female,white,female,7183,0.972972972972973,315
316,47.0,female,white,female,880,0.972972972972973,316
317,47.0,male,asian,male,717,0.972972972972973,317
318,47.0,male,white,male,14532,0.972972972972973,318
319,47.0,female,white,female,13876,0.972972972972973,319
320,47.0,male,white,male,11671,0.972972972972973,320
321,47.0,male,white,male,232,0.972972972972973,321
322,47.0,male,white,male,11707,0.972972972972973,322
323,47.0,male,white,male,666,0.972972972972973,323
324,47.0,male,white,male,4280,0.972972972972973,324
325,47.0,male,white,male,11654,0.972972972972973,325
326,47.0,male,white,male,17462,0.972972972972973,326
327,47.0,male,white,male,600,0.972972972972973,327
328,47.0,male,black,male,21740,0.972972972972973,328
329,47.0,male,white,male,17900,0.972972972972973,329
330,47.0,male,white,male,7360,0.972972972972973,330
331,47.0,male,white,male,7279,0.972972972972973,331
332,47.0,female,white,female,19630,0.972972972972973,332
333,47.0,female,white,female,1618,0.972972972972973,333
334,47.0,female,white,female,14705,0.972972972972973,334
335,47.0,male,white,male,21746,0.972972972972973,335
336,47.0,male,white,male,596,0.972972972972973,336
337,47.0,male,white,male,9003,0.972972972972973,337
338,47.0,male,white,male,17756,0.972972972972973,338
339,47.0,male,white,male,18013,0.972972972972973,339
340,47.0,female,white,female,10020,0.972972972972973,340
341,47.0,female,white,female,7198,0.972972972972973,341
342,47.0,male,white,male,19292,0.972972972972973,342
343,47.0,female,white,female,16628,0.972972972972973,343
344,47.0,female,hisp,female,4881,0.972972972972973,344
345,47.0,male,hisp,male,15893,0.972972972972973,345
346,47.0,female,asian,female,9756,0.972972972972973,346
347,47.0,male,white,male,13208,0.972972972972973,347
348,47.0,male,white,male,10014,0.972972972972973,348
349,47.0,male,white,male,4901,0.972972972972973,349
350,47.0,female,white,female,3971,0.972972972972973,350
351,47.0,male,white,male,8970,0.972972972972973,351
352,47.0,female,asian,female,5099,0.972972972972973,352
353,47.0,female,asian,female,14057,0.972972972972973,353
354,47.0,female,white,female,14941,0.972972972972973,354
355,47.0,female,white,female,14932,0.972972972972973,355
356,47.0,female,white,female,4436,0.972972972972973,356
357,47.0,female,white,female,21337,0.972972972972973,357
358,47.0,male,white,male,859,0.972972972972973,358
359,47.0,male,white,male,17646,0.972972972972973,359
360,47.0,male,white,male,8949,0.972972972972973,360
361,47.0,female,white,female,227,0.972972972972973,361
362,47.0,male,white,male,9714,0.972972972972973,362
363,47.0,male,white,male,4794,0.972972972972973,363
364,47.0,female,white,female,14678,0.972972972972973,364
365,47.0,female,white,female,877,0.972972972972973,365
366,47.0,female,white,female,3960,0.972972972972973,366
367,47.0,male,white,male,19779,0.972972972972973,367
368,47.0,male,white,male,8795,0.972972972972973,368
369,47.0,male,white,male,8810,0.972972972972973,369
370,47.0,female,white,female,12806,0.972972972972973,370
371,47.0,male,white,male,13695,0.972972972972973,371
372,47.0,male,white,male,14640,0.972972972972973,372
373,47.0,female,white,female,13863,0.972972972972973,373
374,47.0,male,white,male,21223,0.972972972972973,374
375,47.0,male,white,male,1148,0.972972972972973,375
376,47.0,male,other,male,13865,0.972972972972973,376
377,47.0,female,white,female,13245,0.972972972972973,377
378,47.0,female,white,female,14113,0.972972972972973,378
379,47.0,female,white,female,9849,0.972972972972973,379
380,47.0,male,hisp,male,13543,0.972972972972973,380
381,47.0,female,white,female,17947,0.972972972972973,381
382,47.0,female,white,female,13494,0.972972972972973,382
383,47.0,male,white,male,13250,0.972972972972973,383
384,47.0,male,white,male,2730,0.972972972972973,384
385,47.0,male,white,male,823,0.972972972972973,385
386,47.0,male,white,male,14756,0.972972972972973,386
387,47.0,female,white,female,802,0.972972972972973,387
388,47.0,female,white,female,14786,0.972972972972973,388
389,47.0,male,white,male,21301,0.972972972972973,389
390,47.0,male,white,male,14591,0.972972972972973,390
391,47.0,male,white,male,2797,0.972972972972973,391
392,47.0,male,white,male,1498,0.972972972972973,392
393,47.0,male,white,male,14846,0.972972972972973,393
394,47.0,male,white,male,4725,0.972972972972973,394
395,47.0,female,white,female,13584,0.972972972972973,395
396,47.0,male,white,male,9908,0.972972972972973,396
397,47.0,male,white,male,1600,0.972972972972973,397
398,47.0,male,white,male,4486,0.972972972972973,398
399,47.0,male,white,male,4827,0.972972972972973,399
400,47.0,male,white,male,120,0.972972972972973,400
401,47.0,male,white,male,14713,0.972972972972973,401
402,47.0,male,white,male,14620,0.972972972972973,402
403,47.0,male,white,male,6892,0.972972972972973,403
404,47.0,female,white,female,12875,0.972972972972973,404
405,47.0,male,white,male,2786,0.972972972972973,405
406,47.0,male,white,male,13822,0.972972972972973,406
407,47.0,female,white,female,7126,0.972972972972973,407
408,47.0,male,white,male,9986,0.972972972972973,408
409,47.0,female,white,female,4604,0.972972972972973,409
410,47.0,female,white,female,11565,0.972972972972973,410
411,47.0,male,white,male,1766,0.972972972972973,411
412,47.0,female,white,female,9782,0.972972972972973,412
413,47.0,female,white,female,14484,0.972972972972973,413
414,47.0,female,hisp,female,21461,0.972972972972973,414
415,47.0,male,white,male,8938,0.972972972972973,415
416,47.0,male,white,male,14635,0.972972972972973,416
417,47.0,male,white,male,4992,0.972972972972973,417
418,47.0,male,white,male,4993,0.972972972972973,418
419,47.0,male,asian,male,9733,0.972972972972973,419
420,47.0,male,hisp,male,12514,0.972972972972973,420
421,47.0,male,white,male,17542,0.972972972972973,421
422,47.0,male,white,male,13725,0.972972972972973,422
423,47.0,female,asian,female,9697,0.972972972972973,423
424,47.0,female,white,female,4778,0.972972972972973,424
425,47.0,male,other,male,1700,0.972972972972973,425
426,47.0,female,white,female,13211,0.972972972972973,426
427,47.0,male,white,male,20642,0.972972972972973,427
428,47.0,male,white,male,9048,0.972972972972973,428
429,47.0,male,white,male,13978,0.972972972972973,429
430,47.0,female,white,female,3126,0.972972972972973,430
431,47.0,male,white,male,3093,0.972972972972973,431
432,47.0,female,white,female,3104,0.972972972972973,432
433,47.0,male,white,male,16764,0.972972972972973,433
434,47.0,female,white,female,20667,0.972972972972973,434
435,47.0,male,white,male,21008,0.972972972972973,435
436,47.0,male,white,male,20587,0.972972972972973,436
437,47.0,male,white,male,13466,0.972972972972973,437
438,47.0,female,white,female,13461,0.972972972972973,438
439,47.0,male,white,male,14378,0.972972972972973,439
440,47.0,male,white,male,13648,0.972972972972973,440
441,47.0,female,white,female,2179,0.972972972972973,441
442,47.0,female,white,female,5658,0.972972972972973,442
443,47.0,male,white,male,8471,0.972972972972973,443
444,47.0,male,white,male,16690,0.972972972972973,444
445,47.0,female,white,female,13521,0.972972972972973,445
446,47.0,male,white,male,16724,0.972972972972973,446
447,47.0,male,white,male,9008,0.972972972972973,447
448,47.0,female,white,female,13134,0.972972972972973,448
449,47.0,female,white,female,13077,0.972972972972973,449
450,47.0,female,white,female,18887,0.972972972972973,450
451,47.0,male,white,male,21417,0.972972972972973,451
452,47.0,female,white,female,13472,0.972972972972973,452
453,47.0,male,white,male,12195,0.972972972972973,453
454,47.0,male,white,male,20567,0.972972972972973,454
455,47.0,male,white,male,9221,0.972972972972973,455
456,47.0,male,white,male,9219,0.972972972972973,456
457,47.0,female,white,female,388,0.972972972972973,457
458,47.0,male,white,male,16913,0.972972972972973,458
459,47.0,female,white,female,13395,0.972972972972973,459
460,47.0,male,white,male,8165,0.972972972972973,460
461,47.0,male,white,male,13444,0.972972972972973,461
462,47.0,female,white,female,13485,0.972972972972973,462
463,47.0,male,white,male,3233,0.972972972972973,463
464,47.0,male,white,male,20531,0.972972972972973,464
465,47.0,male,white,male,9102,0.972972972972973,465
466,47.0,male,white,male,21021,0.972972972972973,466
467,47.0,female,white,female,6229,0.972972972972973,467
468,47.0,male,white,male,18330,0.972972972972973,468
469,47.0,female,white,female,10306,0.972972972972973,469
470,47.0,male,white,male,21547,0.972972972972973,470
471,47.0,male,white,male,15093,0.972972972972973,471
472,47.0,male,white,male,21435,0.972972972972973,472
473,47.0,female,white,female,20554,0.972972972972973,473
474,47.0,male,white,male,20564,0.972972972972973,474
475,47.0,female,white,female,20527,0.972972972972973,475
476,47.0,female,asian,female,20551,0.972972972972973,476
477,47.0,male,white,male,20539,0.972972972972973,477
478,47.0,male,white,male,6339,0.972972972972973,478
479,47.0,male,white,male,20914,0.972972972972973,479
480,47.0,female,white,female,8832,0.972972972972973,480
481,47.0,male,white,male,26,0.972972972972973,481
482,47.0,male,white,male,14014,0.972972972972973,482
483,47.0,male,white,male,12543,0.972972972972973,483
484,47.0,male,white,male,2604,0.972972972972973,484
485,47.0,female,white,female,13617,0.972972972972973,485
486,47.0,male,white,male,13575,0.972972972972973,486
487,47.0,female,white,female,21475,0.972972972972973,487
488,47.0,male,white,male,1172,0.972972972972973,488
489,47.0,male,white,male,8682,0.972972972972973,489
490,47.0,female,white,female,20878,0.972972972972973,490
491,47.0,male,white,male,13042,0.972972972972973,491
492,47.0,male,white,male,1150,0.972972972972973,492
493,47.0,female,white,female,14074,0.972972972972973,493
494,47.0,female,white,female,8818,0.972972972972973,494
495,47.0,male,white,male,12445,0.972972972972973,495
496,47.0,male,white,male,8916,0.972972972972973,496
497,47.0,male,white,male,14129,0.972972972972973,497
498,47.0,female,white,female,1207,0.972972972972973,498
499,47.0,female,white,female,10630,0.972972972972973,499
500,47.0,male,white,male,15320,0.972972972972973,500
501,47.0,female,asian,female,13091,0.972972972972973,501
502,47.0,male,white,male,18666,0.972972972972973,502
503,47.0,male,white,male,13097,0.972972972972973,503
504,47.0,male,white,male,2583,0.972972972972973,504
505,47.0,male,white,male,13125,0.972972972972973,505
506,47.0,male,white,male,10409,0.972972972972973,506
507,47.0,male,white,male,13977,0.972972972972973,507
508,47.0,female,white,female,3080,0.972972972972973,508
509,47.0,male,white,male,15481,0.972972972972973,509
510,47.0,female,white,female,5597,0.972972972972973,510
511,47.0,male,white,male,10684,0.972972972972973,511
512,47.0,female,white,female,5802,0.972972972972973,512
513,47.0,male,white,male,1198,0.972972972972973,513
514,47.0,male,white,male,5786,0.972972972972973,514
515,47.0,female,white,female,15128,0.972972972972973,515
516,47.0,male,white,male,18858,0.972972972972973,516
517,47.0,male,white,male,20910,0.972972972972973,517
518,47.0,female,white,female,13098,0.972972972972973,518
519,47.0,female,white,female,6035,0.972972972972973,519
520,47.0,male,white,male,2809,0.972972972972973,520
521,47.0,male,white,male,2855,0.972972972972973,521
522,47.0,female,white,female,12296,0.972972972972973,522
523,47.0,male,white,male,14167,0.972972972972973,523
524,47.0,male,white,male,1238,0.972972972972973,524
525,47.0,female,white,female,9021,0.972972972972973,525
526,47.0,female,white,female,13999,0.972972972972973,526
527,47.0,male,white,male,14010,0.972972972972973,527
528,47.0,male,white,male,12368,0.972972972972973,528
529,47.0,male,white,male,12334,0.972972972972973,529
530,47.0,male,white,male,20769,0.972972972972973,530
531,47.0,male,asian,male,5657,0.972972972972973,531
532,47.0,male,asian,male,2024,0.972972972972973,532
533,47.0,male,black,male,1997,0.972972972972973,533
534,47.0,male,white,male,5221,0.972972972972973,534
535,47.0,male,white,male,5186,0.972972972972973,535
536,47.0,male,white,male,5212,0.972972972972973,536
537,47.0,female,white,female,6723,0.972972972972973,537
538,47.0,male,white,male,919,0.972972972972973,538
539,47.0,male,white,male,916,0.972972972972973,539
540,47.0,female,white,female,10088,0.972972972972973,540
541,47.0,male,white,male,5216,0.972972972972973,541
542,47.0,female,white,female,14962,0.972972972972973,542
543,47.0,male,white,male,14419,0.972972972972973,543
544,47.0,male,white,male,12647,0.972972972972973,544
545,47.0,male,white,male,6687,0.972972972972973,545
546,47.0,male,white,male,6716,0.972972972972973,546
547,47.0,male,hisp,male,10068,0.972972972972973,547
548,47.0,male,white,male,10064,0.972972972972973,548
549,47.0,male,white,male,5371,0.972972972972973,549
550,47.0,female,white,female,19110,0.972972972972973,550
551,47.0,female,white,female,5340,0.972972972972973,551
552,47.0,male,white,male,20403,0.972972972972973,552
553,47.0,female,white,female,3470,0.972972972972973,553
554,47.0,male,white,male,5341,0.972972972972973,554
555,47.0,female,white,female,18088,0.972972972972973,555
556,47.0,male,white,male,6661,0.972972972972973,556
557,47.0,female,white,female,1930,0.972972972972973,557
558,47.0,male,white,male,13339,0.972972972972973,558
559,47.0,female,white,female,14518,0.972972972972973,559
560,47.0,male,white,male,12757,0.972972972972973,560
561,47.0,female,white,female,13883,0.972972972972973,561
562,47.0,male,white,male,3948,0.972972972972973,562
563,47.0,male,white,male,13347,0.972972972972973,563
564,47.0,male,white,male,13357,0.972972972972973,564
565,47.0,female,white,female,7637,0.972972972972973,565
566,47.0,female,white,female,14416,0.972972972972973,566
567,47.0,male,white,male,11919,0.972972972972973,567
568,47.0,male,other,male,21956,0.972972972972973,568
569,47.0,female,white,female,1927,0.972972972972973,569
570,47.0,male,white,male,14369,0.972972972972973,570
571,47.0,male,white,male,1914,0.972972972972973,571
572,47.0,female,white,female,11883,0.972972972972973,572
573,47.0,male,white,male,7767,0.972972972972973,573
574,47.0,male,asian,male,11850,0.972972972972973,574
575,47.0,male,hisp,male,11852,0.972972972972973,575
576,47.0,male,white,male,12742,0.972972972972973,576
577,47.0,male,white,male,586,0.972972972972973,577
578,47.0,female,other,female,9506,0.972972972972973,578
579,47.0,female,white,female,3768,0.972972972972973,579
580,47.0,male,white,male,7713,0.972972972972973,580
581,47.0,female,white,female,7781,0.972972972972973,581
582,47.0,male,white,male,9448,0.972972972972973,582
583,47.0,male,white,male,1925,0.972972972972973,583
584,47.0,male,white,male,13157,0.972972972972973,584
585,47.0,male,white,male,12998,0.972972972972973,585
586,47.0,male,white,male,19070,0.972972972972973,586
587,47.0,male,white,male,5366,0.972972972972973,587
588,47.0,female,other,female,5377,0.972972972972973,588
589,47.0,male,white,male,449,0.972972972972973,589
590,47.0,female,white,female,8039,0.972972972972973,590
591,47.0,female,white,female,1970,0.972972972972973,591
592,47.0,male,white,male,1969,0.972972972972973,592
593,47.0,female,white,female,5496,0.972972972972973,593
594,47.0,female,white,female,5510,0.972972972972973,594
595,47.0,male,white,male,15071,0.972972972972973,595
596,47.0,male,asian,male,10109,0.972972972972973,596
597,47.0,male,white,male,10281,0.972972972972973,597
598,47.0,male,white,male,13797,0.972972972972973,598
599,47.0,male,white,male,6415,0.972972972972973,599
600,47.0,male,white,male,13169,0.972972972972973,600
601,47.0,female,white,female,20465,0.972972972972973,601
602,47.0,male,white,male,10852,0.972972972972973,602
603,47.0,male,white,male,6388,0.972972972972973,603
604,47.0,male,white,male,20473,0.972972972972973,604
605,47.0,male,white,male,20439,0.972972972972973,605
606,47.0,male,white,male,16894,0.972972972972973,606
607,47.0,male,white,male,2140,0.972972972972973,607
