,gender,age_cat,quality,id,z,rank
88,female,middle,0.5206144222257759,537,middle_female,170
89,female,young,0.5197279699613563,410,young_female,171
90,female,old,0.5151899387667989,83,old_female,178
91,female,middle,0.5139101547891718,753,middle_female,180
92,female,old,0.5119362560235313,261,old_female,183
93,female,old,0.5070985435236729,702,old_female,187
94,female,middle,0.5051720208467383,437,middle_female,191
95,female,middle,0.5041149517047208,319,middle_female,193
96,female,old,0.5039732956255344,955,old_female,194
97,female,old,0.5025095161406086,967,old_female,196
98,female,old,0.5015978805732224,186,old_female,197
99,male,young,0.49822835463630905,280,young_male,201
100,female,middle,0.4972090604487413,240,middle_female,202
101,female,middle,0.4941096254361434,592,middle_female,207
102,female,young,0.4933605795685345,306,young_female,208
103,female,middle,0.49213006042733554,569,middle_female,210
104,female,middle,0.4873455476549939,675,middle_female,213
105,female,middle,0.48588979534788845,790,middle_female,216
106,female,young,0.48527343400778417,58,young_female,217
107,female,middle,0.4835853657308132,57,middle_female,219
108,female,old,0.4817200699592157,801,old_female,222
109,female,young,0.47743875105927264,332,young_female,226
110,female,young,0.4748555737574873,1,young_female,228
111,male,young,0.4744290315634928,101,young_male,229
112,female,middle,0.47400437811722074,285,middle_female,230
113,male,young,0.47061879782466637,951,young_male,236
114,female,middle,0.46809338472406026,424,middle_female,238
115,female,old,0.46779370341875937,263,old_female,240
116,female,middle,0.4634141696372472,295,middle_female,246
117,female,young,0.4576163437117922,736,young_female,255
118,female,middle,0.4565536083266073,444,middle_female,258
119,female,old,0.4546291317930386,584,old_female,262
120,female,middle,0.4529108435525079,70,middle_female,265
121,female,middle,0.451455248641046,771,middle_female,268
122,female,middle,0.4469600290615317,113,middle_female,276
123,female,young,0.44187961247933394,359,young_female,285
124,female,middle,0.44107500594955534,168,middle_female,287
125,female,old,0.43945241426029713,448,old_female,289
126,female,old,0.4379053724799384,815,old_female,292
127,female,middle,0.4355137456763417,135,middle_female,297
128,female,young,0.4307145951091507,523,young_female,303
129,female,middle,0.42912206598780883,945,middle_female,306
130,female,middle,0.42603097294431846,92,middle_female,312
131,female,old,0.4240717119735274,611,old_female,319
132,female,young,0.4229271308537014,869,young_female,324
133,male,young,0.41991331907118945,428,young_male,327
134,male,young,0.41943814162334087,906,young_male,328
135,male,young,0.40399857336588696,152,young_male,358
136,male,young,0.39518756524049425,194,young_male,379
137,female,young,0.38929435755505387,565,young_female,384
138,male,young,0.3891445169024034,561,young_male,385
139,female,young,0.38691831292016765,596,young_female,387
140,female,old,0.38380612886044296,750,old_female,390
141,female,young,0.372760889574994,420,young_female,395
142,male,young,0.3698002775199987,998,young_male,397
143,female,young,0.3642413781814382,575,young_female,398
144,male,young,0.3631666807273442,992,young_male,399
145,male,young,0.3625783358117901,217,young_male,400
146,female,young,0.3604267373645925,614,young_female,401
147,female,young,0.3571677031694445,417,young_female,403
148,female,young,0.3532926224254795,118,young_female,405
149,male,young,0.3509719810571195,476,young_male,409
150,male,young,0.3507585525644787,208,young_male,410
151,female,young,0.34242854552574553,11,young_female,413
152,female,old,0.3359923228700907,607,old_female,415
153,female,young,0.3341193147119597,517,young_female,417
154,female,old,0.33046742099053483,96,old_female,420
155,female,young,0.31814869355320036,618,young_female,429
156,female,young,0.31489689955765526,59,young_female,432
157,male,young,0.31368967497170025,254,young_male,435
158,female,young,0.3087191205486939,550,young_female,436
159,male,young,0.3067069746416731,203,young_male,440
160,female,young,0.30540122038286177,752,young_female,441
161,female,old,0.3033018772893196,317,old_female,443
162,female,old,0.30199769698694373,147,old_female,444
163,male,young,0.3018736692198339,228,young_male,445
164,male,young,0.30182645052677176,188,young_male,446
165,male,young,0.2971768258209443,236,young_male,451
166,female,old,0.2959014489213362,554,old_female,452
167,female,old,0.2956401721530591,590,old_female,453
168,female,young,0.2905137960429476,252,young_female,457
169,female,young,0.28791110168136325,613,young_female,459
170,female,young,0.2863374600372461,817,young_female,461
171,female,old,0.28314217107773204,175,old_female,463
172,female,young,0.2823411846477549,724,young_female,464
173,male,young,0.28127089427167995,966,young_male,465
174,male,young,0.2748321532857285,218,young_male,469
175,male,young,0.2742970080976911,495,young_male,470
176,male,young,0.2707008324340796,605,young_male,473
177,female,young,0.2683461936067149,593,young_female,474
178,male,young,0.26720066811302773,436,young_male,476
179,male,young,0.26331582883916305,743,young_male,481
180,male,young,0.2526985483085005,731,young_male,485
181,female,young,0.24412363364841846,521,young_female,489
182,female,old,0.2370937146253291,975,old_female,497
183,female,young,0.23584147488532156,340,young_female,498
184,male,young,0.23532584675708312,425,young_male,499
185,male,young,0.22926107782018365,79,young_male,503
186,male,young,0.22854020577276854,143,young_male,504
187,female,young,0.2213050428305025,761,young_female,508
188,female,young,0.21948554919117527,585,young_female,510
189,female,young,0.21799595682070877,480,young_female,513
190,female,young,0.20940341384855013,82,young_female,523
191,female,young,0.20621835560586624,865,young_female,525
192,female,old,0.18969747927728958,251,old_female,542
193,female,young,0.18596846169052997,337,young_female,548
194,female,young,0.18213430381388535,570,young_female,551
195,female,old,0.16488814835987442,288,old_female,582
196,female,old,0.1592684943029073,219,old_female,589
197,female,old,0.1412605439341608,723,old_female,616
198,female,old,0.13835124285895967,908,old_female,620
199,female,old,0.13715078628567687,779,old_female,621
