,gender,age_cat,quality,id,z,rank
312,female,middle,0.2669692965170233,735,female,537
313,female,middle,0.26610897192943134,515,female,538
314,female,middle,0.26588452574174276,733,female,539
315,female,middle,0.2555713335944002,982,female,540
316,female,middle,0.25344775157175287,546,female,541
317,female,middle,0.2522276205430276,591,female,542
318,female,middle,0.2514141998572107,577,female,543
319,female,middle,0.24527954725457926,189,female,544
320,female,young,0.24412363364841846,521,female,545
321,female,middle,0.24342164907822816,858,female,546
322,female,middle,0.24261641296587536,399,female,547
323,female,middle,0.24012263638962097,80,female,548
324,female,middle,0.23972662895047328,414,female,549
325,female,middle,0.23951257087525832,775,female,550
326,female,middle,0.23760745400584504,15,female,551
327,female,old,0.2370937146253291,975,female,552
328,female,young,0.23584147488532156,340,female,553
329,female,middle,0.23228181501101142,120,female,554
330,female,middle,0.2272986689365217,276,female,555
331,female,middle,0.2237453048879532,385,female,556
332,female,young,0.2213050428305025,761,female,557
333,female,middle,0.22098962196084757,446,female,558
334,female,young,0.21948554919117527,585,female,559
335,female,young,0.21799595682070877,480,female,560
336,female,middle,0.21641192706411794,129,female,561
337,female,middle,0.21612483741030025,727,female,562
338,female,middle,0.2157395328749133,331,female,563
339,female,middle,0.2152988250730001,244,female,564
340,female,middle,0.21499473668968003,691,female,565
341,female,middle,0.21499473668968003,531,female,566
342,female,middle,0.2147334599214029,920,female,567
343,female,middle,0.214285826711174,911,female,568
344,female,young,0.20940341384855013,82,female,569
345,female,young,0.20621835560586624,865,female,570
346,female,middle,0.20489135293517693,572,female,571
347,female,middle,0.2009500086252813,952,female,572
348,female,middle,0.19966377142626895,524,female,573
349,female,middle,0.19814395909224267,419,female,574
350,female,middle,0.1978442777869417,324,female,575
351,female,middle,0.19315829468745635,312,female,576
352,female,middle,0.19274151102336132,909,female,577
353,female,middle,0.1914697542235547,526,female,578
354,female,middle,0.18990713027448541,345,female,579
355,female,old,0.18969747927728958,251,female,580
356,female,middle,0.1896118560472036,362,female,581
357,female,middle,0.18935057927892648,985,female,582
358,female,middle,0.1887084050532816,14,female,583
359,female,young,0.18596846169052997,337,female,584
360,female,middle,0.18588724553846311,49,female,585
361,female,middle,0.18418485425792994,704,female,586
362,female,young,0.18213430381388535,570,female,587
363,female,middle,0.18203420018459363,954,female,588
364,female,middle,0.18177733049433567,139,female,589
365,female,middle,0.18099979601524602,64,female,590
366,female,young,0.17988559225462333,804,female,591
367,female,middle,0.17975825917899915,500,female,592
368,female,middle,0.1761904147312249,441,female,593
369,female,young,0.1759291379629478,573,female,594
370,female,young,0.17505590693258555,12,female,595
371,female,young,0.17357890621360225,934,female,596
372,female,middle,0.17173800676675352,85,female,597
373,female,middle,0.1711814557711946,647,female,598
374,female,middle,0.17025408063945444,455,female,599
375,female,middle,0.16914790405665237,238,female,600
376,female,young,0.16903662533666927,347,female,601
377,female,young,0.1689552517889589,155,female,602
378,female,young,0.16779933818279805,722,female,603
379,female,middle,0.16760416758480795,612,female,604
380,female,young,0.16719997557219612,221,female,605
381,female,middle,0.16687888845937368,243,female,606
382,female,middle,0.16555172839304086,700,female,607
383,female,middle,0.16511668683429517,862,female,608
384,female,old,0.16488814835987442,288,female,609
385,female,middle,0.1640904672384116,875,female,610
386,female,young,0.16047855201044603,836,female,611
387,female,old,0.1592684943029073,219,female,612
388,female,middle,0.15784563768530188,171,female,613
389,female,young,0.15671301863438505,367,female,614
390,female,young,0.15491304205485681,548,female,615
391,female,middle,0.15406121683201604,582,female,616
392,female,middle,0.1515284061361636,896,female,617
393,female,middle,0.1502679818226919,27,female,618
394,female,middle,0.1484201569675274,466,female,619
395,female,middle,0.14572302521981878,267,female,620
396,female,middle,0.1452395058028626,475,female,621
397,female,young,0.1451079230448628,308,female,622
398,female,middle,0.1448781254052938,351,female,623
399,female,young,0.14472135934432753,144,female,624
