,gender,age_cat,quality,id,z
604,female,young,0.060106090959571985,604,young_female
752,female,young,0.30540122038286177,752,young_female
316,male,middle,0.15666831827161953,316,middle_male
905,male,young,0.16520923547269692,905,young_male
152,male,young,0.40399857336588696,152,young_male
2,male,old,0.3322655088223406,2,old_male
912,female,middle,0.5759736179718122,912,middle_female
28,male,middle,0.1646029474537792,28,middle_male
901,male,middle,0.16462309409615236,901,middle_male
176,male,middle,0.19667577252929763,176,middle_male
360,male,old,0.2023609031739776,360,old_male
202,male,middle,0.4827477061158911,202,middle_male
684,male,middle,0.6357003854304519,684,middle_male
655,male,young,0.11642870543971935,655,young_male
723,female,old,0.1412605439341608,723,old_female
491,female,middle,0.6728393040846058,491,middle_female
496,male,middle,0.37494018965545467,496,middle_male
814,male,old,0.5775017722749463,814,old_male
61,male,old,0.4590343210644479,61,old_male
353,male,middle,0.2742076073721601,353,middle_male
695,male,old,0.13364448353452693,695,old_male
201,male,middle,0.16651498973150825,201,middle_male
746,female,young,0.0908544316946978,746,young_female
926,female,young,0.10103651327097107,926,young_female
463,male,middle,0.4251105232208941,463,middle_male
301,female,middle,0.3602451027919469,301,middle_female
529,male,middle,0.02410026354326554,529,middle_male
858,female,middle,0.24342164907822816,858,middle_female
898,female,middle,0.3513550820534969,898,middle_female
171,female,middle,0.15784563768530188,171,middle_female
656,male,middle,0.4279789014287747,656,middle_male
920,female,middle,0.2147334599214029,920,middle_female
596,female,young,0.38691831292016765,596,young_female
793,male,old,0.5395283419187411,793,old_male
122,male,young,0.17935847424440646,122,young_male
507,male,middle,0.1837342305304737,507,middle_male
107,male,middle,0.4175034343729421,107,middle_male
764,male,middle,0.4087736423996162,764,middle_male
718,male,middle,0.2775506908409586,718,middle_male
460,male,middle,0.35630643420799146,460,middle_male
227,male,old,0.57732722050626,227,old_male
551,male,middle,0.41210460640386215,551,middle_male
525,male,middle,0.29486861870842396,525,middle_male
706,male,young,0.6337776402489621,706,young_male
659,male,middle,0.5794589871023715,659,middle_male
878,male,middle,0.05753172781382487,878,middle_male
288,female,old,0.16488814835987442,288,old_female
562,female,middle,0.024549785501216982,562,middle_female
773,male,old,0.5252078566868595,773,old_male
