,gender,age_cat,quality,id,z
437,female,middle,0.5051720208467383,437,female
925,male,old,0.05917556791496103,925,male
908,female,old,0.13835124285895967,908,female
888,male,middle,0.6878529597306394,888,male
753,female,middle,0.5139101547891718,753,female
160,male,middle,0.5391002257683112,160,male
801,female,old,0.4817200699592157,801,female
510,male,middle,0.303645944166099,510,male
58,female,young,0.48527343400778417,58,female
93,male,young,0.5550475523718265,93,male
161,female,middle,0.10116494811610006,161,female
548,female,young,0.15491304205485681,548,female
691,female,middle,0.21499473668968003,691,female
870,female,middle,0.5890571308411098,870,female
42,male,middle,0.30864073751821064,42,male
738,male,middle,0.3977974998016815,738,male
133,male,old,0.21830822977749292,133,male
115,male,old,0.6915171303122605,115,male
150,male,middle,0.40345666016517734,150,male
544,male,old,0.43583483278916413,544,male
805,male,young,0.6231565822228546,805,male
961,male,old,0.24337002330714688,961,male
445,female,middle,0.4184363183522062,445,female
979,male,middle,0.18573299780779348,979,male
648,male,middle,0.3763224381970266,648,male
742,male,middle,0.5281020477802807,742,male
48,male,middle,0.2905131664603734,48,male
647,female,middle,0.1711814557711946,647,female
939,male,old,0.356623743825369,939,male
183,male,old,0.29101494377198034,183,male
853,male,middle,0.35259221181172457,853,male
199,male,middle,0.5352774003780014,199,male
187,male,old,0.06797728969738485,187,male
454,male,middle,0.4591629133052204,454,male
579,male,middle,0.1329651639370065,579,male
604,female,young,0.060106090959571985,604,female
752,female,young,0.30540122038286177,752,female
316,male,middle,0.15666831827161953,316,male
905,male,young,0.16520923547269692,905,male
152,male,young,0.40399857336588696,152,male
2,male,old,0.3322655088223406,2,male
912,female,middle,0.5759736179718122,912,female
28,male,middle,0.1646029474537792,28,male
901,male,middle,0.16462309409615236,901,male
176,male,middle,0.19667577252929763,176,male
360,male,old,0.2023609031739776,360,male
202,male,middle,0.4827477061158911,202,male
684,male,middle,0.6357003854304519,684,male
655,male,young,0.11642870543971935,655,male
723,female,old,0.1412605439341608,723,female
491,female,middle,0.6728393040846058,491,female
496,male,middle,0.37494018965545467,496,male
814,male,old,0.5775017722749463,814,male
61,male,old,0.4590343210644479,61,male
353,male,middle,0.2742076073721601,353,male
695,male,old,0.13364448353452693,695,male
201,male,middle,0.16651498973150825,201,male
746,female,young,0.0908544316946978,746,female
926,female,young,0.10103651327097107,926,female
463,male,middle,0.4251105232208941,463,male
301,female,middle,0.3602451027919469,301,female
529,male,middle,0.02410026354326554,529,male
858,female,middle,0.24342164907822816,858,female
898,female,middle,0.3513550820534969,898,female
171,female,middle,0.15784563768530188,171,female
656,male,middle,0.4279789014287747,656,male
920,female,middle,0.2147334599214029,920,female
596,female,young,0.38691831292016765,596,female
793,male,old,0.5395283419187411,793,male
122,male,young,0.17935847424440646,122,male
507,male,middle,0.1837342305304737,507,male
107,male,middle,0.4175034343729421,107,male
764,male,middle,0.4087736423996162,764,male
718,male,middle,0.2775506908409586,718,male
460,male,middle,0.35630643420799146,460,male
227,male,old,0.57732722050626,227,male
551,male,middle,0.41210460640386215,551,male
525,male,middle,0.29486861870842396,525,male
706,male,young,0.6337776402489621,706,male
659,male,middle,0.5794589871023715,659,male
878,male,middle,0.05753172781382487,878,male
288,female,old,0.16488814835987442,288,female
562,female,middle,0.024549785501216982,562,female
773,male,old,0.5252078566868595,773,male
64,female,middle,0.18099979601524602,64,female
823,male,old,0.40173412224227095,823,male
754,male,old,0.4422565750456133,754,male
391,female,young,0.0652976288661092,391,female
281,male,old,0.17520574758523605,281,male
419,female,middle,0.19814395909224267,419,female
722,female,young,0.16779933818279805,722,female
195,female,middle,0.4239376108852309,195,female
763,male,middle,0.7318853353849332,763,male
71,male,old,0.3959916995833423,71,male
667,female,middle,0.42472317254214115,667,female
535,male,middle,0.14538493937749394,535,male
890,male,middle,0.5470587790882889,890,male
523,female,young,0.4307145951091507,523,female
884,male,middle,0.4428944995888826,884,male
283,male,old,0.45867042233658245,283,male
129,female,middle,0.21641192706411794,129,female
297,male,middle,0.4250777849270377,297,male
608,male,middle,0.12248513240751116,608,male
39,male,young,0.13415381583702374,39,male
41,male,middle,0.16630093165629325,41,male
256,male,middle,0.267618396150984,256,male
444,female,middle,0.4565536083266073,444,female
196,female,middle,0.13676973143266552,196,female
889,male,middle,0.30327102774318576,889,male
217,male,young,0.3625783358117901,217,male
609,male,middle,0.45396114468185306,609,male
146,female,middle,0.3930534377097297,146,female
269,male,middle,0.49900714828054704,269,male
395,male,middle,0.6935986876980825,395,male
104,male,middle,0.09659291946253795,104,male
779,female,old,0.13715078628567687,779,female
784,male,old,0.2041622963142977,784,male
257,male,middle,0.18751408691009688,257,male
550,female,young,0.3087191205486939,550,female
305,male,middle,0.14021606644362655,305,male
292,female,middle,0.6150266250470613,292,female
558,male,middle,0.4320845667905266,558,male
524,female,middle,0.19966377142626895,524,female
537,female,middle,0.5206144222257759,537,female
943,male,middle,0.27277625138980355,943,male
287,male,middle,0.3881968377326465,287,male
335,male,middle,0.17962415809070273,335,male
553,male,middle,0.08696030607786424,553,male
167,female,young,0.0722916616824713,167,female
549,male,middle,0.6829681859333625,549,male
120,female,middle,0.23228181501101142,120,female
422,male,old,0.3079056998628769,422,male
333,female,young,0.5955629223712094,333,female
781,male,old,0.5191500131582758,781,male
880,male,middle,0.5233161184471471,880,male
913,male,middle,0.4491007672093249,913,male
174,male,middle,0.1688242986135333,174,male
313,male,middle,0.3020619144095082,313,male
225,male,middle,0.33475078603384384,225,male
629,male,old,0.47383454821784066,629,male
871,male,old,0.4033924427426128,871,male
239,male,middle,0.5659342942442303,239,male
155,female,young,0.1689552517889589,155,female
820,male,middle,0.16508080062756794,820,male
238,female,middle,0.16914790405665237,238,female
518,male,middle,0.40039562968960324,518,male
683,male,old,0.22214175807156344,683,male
357,male,middle,0.3743515299486135,357,male
626,male,middle,0.15248159415344437,626,male
421,male,middle,0.18492398419999573,421,male
598,male,middle,0.3811261532378803,598,male
212,male,old,0.2190575904363889,212,male
993,male,middle,0.24199139486537638,993,male
583,male,middle,0.23259156963749897,583,male
169,male,middle,0.5190429841206684,169,male
224,male,middle,0.25836290272823315,224,male
500,female,middle,0.17975825917899915,500,female
921,male,middle,0.7662581829995078,921,male
440,male,middle,0.44929908572018584,440,male
124,female,middle,0.11976659485228104,124,female
931,female,young,0.06284036807915615,931,female
329,male,middle,0.3975058456742011,329,male
989,male,old,0.5149330690765409,989,male
452,male,middle,0.4680291673014958,452,male
472,male,middle,0.13834935411123717,472,male
581,male,old,0.11112746276963448,581,male
215,female,middle,0.2730230477588749,215,female
932,male,middle,0.15055066439849052,932,male
552,male,middle,0.6431747897508994,552,male
806,male,middle,0.022559045401717753,806,male
20,male,old,0.17002994924305287,20,male
556,female,middle,0.12734425071489103,556,female
946,male,middle,0.1845959716788575,946,male
532,male,middle,0.17368593525120976,532,male
436,male,young,0.26720066811302773,436,male
38,male,middle,0.1562930870574192,38,male
610,female,young,0.03580310182742638,610,female
318,male,middle,0.15651847761896906,318,male
418,female,middle,0.3984390444447523,418,female
116,female,middle,0.6125947049587184,116,female
778,male,middle,0.6685235155387276,778,male
712,male,old,0.5134604754355767,712,male
616,male,middle,0.6121347948882931,616,male
82,female,young,0.20940341384855013,82,female
677,male,young,0.6045395107136068,677,male
947,male,middle,0.08114060215795724,947,male
194,male,young,0.39518756524049425,194,male
757,male,middle,0.18588283846044398,757,male
542,male,middle,0.6478757254365212,542,male
346,male,young,0.06885665915784515,346,male
380,male,middle,0.38051671730609177,380,male
273,male,middle,0.5588573139237224,273,male
173,male,middle,0.14889675097616778,173,male
127,male,middle,0.15519131755263627,127,male
985,female,middle,0.18935057927892648,985,female
354,male,old,0.4130905327149993,354,male
569,female,middle,0.49213006042733554,569,female
54,male,old,0.5939028705187888,54,male
145,male,middle,0.5696886525296,145,male
154,male,middle,0.5051853994764391,154,male
49,female,middle,0.18588724553846311,49,female
373,male,old,0.978037641482944,373,male
102,female,young,0.12713711804799183,102,female
362,female,middle,0.1896118560472036,362,female
423,male,middle,0.3729447276866492,423,male
86,female,middle,0.10630234192125937,86,female
592,female,middle,0.4941096254361434,592,female
417,female,young,0.3571677031694445,417,female
427,male,old,0.20043438049704285,427,male
824,male,middle,0.15949577361217968,824,male
661,male,young,0.160778233315747,661,male
741,male,young,0.1525042591261142,741,male
557,female,middle,0.3000954132391142,557,female
3,male,middle,0.6277500166839383,3,male
883,female,old,0.07777107622104391,883,female
863,male,middle,0.22695365768588113,863,male
981,male,middle,0.32958773673878744,981,male
477,male,middle,0.46633385882492195,477,male
744,male,middle,0.7453793360925839,744,male
561,male,young,0.3891445169024034,561,male
243,female,middle,0.16687888845937368,243,female
294,male,old,0.7782320565818451,294,male
743,male,young,0.26331582883916305,743,male
876,male,middle,0.12010908777262498,876,male
765,male,middle,0.43369425203701445,765,male
804,female,young,0.17988559225462333,804,female
838,male,old,0.5409197194076384,838,male
831,female,young,0.1046112831270611,831,female
469,male,middle,0.4562089118672538,469,male
226,male,middle,0.7279845991510709,226,male
338,male,middle,0.29940602032040714,338,male
945,female,middle,0.42912206598780883,945,female
16,male,old,0.5295104239986804,16,male
198,male,middle,0.5367027753259035,198,male
734,female,middle,0.3139824308686855,734,female
487,female,old,0.558044365424836,487,female
9,male,middle,0.23495769834684208,9,male
475,female,middle,0.1452395058028626,475,female
740,male,middle,0.4058196409616497,740,male
75,male,old,0.44163580662748986,75,male
995,female,middle,0.3245594181146017,995,female
810,male,middle,0.04078672008884669,810,male
533,male,middle,0.38411415213485156,533,male
307,male,middle,0.059817742140605944,307,male
461,male,middle,0.09825816537119558,461,male
929,male,middle,0.17028241185529172,929,male
310,male,middle,0.34108265537783145,310,male
209,male,old,0.3176453422851581,209,male
109,male,middle,0.4505947666578106,109,male
153,female,middle,0.6436890013183459,153,female
74,male,middle,0.5885942302534574,74,male
31,male,middle,0.2962165549997041,31,male
560,male,old,0.5410695600602888,560,male
954,female,middle,0.18203420018459363,954,female
725,female,middle,0.1125383573183308,725,female
862,female,middle,0.16511668683429517,862,female
97,male,middle,0.23196513497620808,97,male
451,female,middle,0.11827511373409201,451,female
446,female,middle,0.22098962196084757,446,female
918,male,middle,0.13908990061409485,918,male
79,male,young,0.22926107782018365,79,male
881,male,old,0.4087468851402144,881,male
599,male,middle,0.29285584321882907,599,male
331,female,middle,0.2157395328749133,331,female
828,male,old,0.7246923544751359,828,male
286,male,middle,0.5958465493208693,286,male
791,male,middle,0.6127576094497826,791,male
306,female,young,0.4933605795685345,306,female
248,male,middle,0.2513713882421677,248,male
606,male,old,0.30704789360558166,606,male
730,male,middle,0.24996930784950966,730,male
378,male,old,0.852763300876253,378,male
696,male,middle,0.311009541953494,696,male
17,male,middle,0.3200217017113314,17,male
866,female,middle,0.1297202953497772,866,female
681,male,middle,0.19029684188789148,681,male
673,male,young,0.15171098508267047,673,male
646,male,middle,0.34259412574275006,646,male
165,male,middle,0.17093340023697487,165,male
865,female,young,0.20621835560586624,865,female
953,female,middle,0.3921531346286785,953,female
401,male,middle,0.2162318664479077,401,male
917,male,old,0.693505352081463,917,male
907,male,middle,0.3582543626924477,907,male
