,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,RawScore,z,id,quality
45418,Female,African-American,07/21/82,-0.01,African-American,45418,0.42190305206463197
23095,Male,Caucasian,09/05/78,1.18,Caucasian,23095,0.6355475763016157
49900,Male,African-American,10/01/88,-0.81,African-American,49900,0.27827648114901254
46189,Female,Hispanic,09/02/64,2.08,Hispanic,46189,0.7971274685816875
36049,Female,Caucasian,10/22/79,0.84,Caucasian,36049,0.5745062836624775
250,Male,African-American,01/28/94,0.11,African-American,250,0.4434470377019748
6736,Female,Caucasian,05/31/94,0.06,Caucasian,6736,0.4344703770197486
42541,Male,Hispanic,02/18/82,0.85,Hispanic,42541,0.5763016157989228
15682,Male,Caucasian,04/23/66,2.01,Caucasian,15682,0.7845601436265708
19006,Female,African-American,06/19/92,0.77,African-American,19006,0.5619389587073608
12640,Male,Caucasian,02/07/85,0.07,Caucasian,12640,0.43626570915619384
2506,Male,Caucasian,03/20/93,0.47,Caucasian,2506,0.5080789946140036
31609,Male,African-American,08/07/80,1.23,African-American,31609,0.644524236983842
60259,Male,African-American,09/14/93,0.84,African-American,60259,0.5745062836624775
27811,Male,African-American,01/04/63,1.99,African-American,27811,0.7809694793536803
26920,Male,Hispanic,07/15/89,1.39,Hispanic,26920,0.6732495511669658
60106,Male,African-American,12/24/94,0.81,African-American,60106,0.5691202872531418
30994,Male,Caucasian,08/23/85,0.72,Caucasian,30994,0.5529622980251346
47338,Male,Hispanic,08/24/83,0.18,Hispanic,47338,0.45601436265709155
43459,Male,African-American,04/18/87,0.86,African-American,43459,0.5780969479353679
46783,Female,Caucasian,04/03/73,0.9,Caucasian,46783,0.5852782764811489
7540,Male,African-American,11/01/56,0.56,African-American,7540,0.5242369838420108
33556,Male,Hispanic,01/04/80,1.39,Hispanic,33556,0.6732495511669658
20782,Male,Hispanic,05/03/92,-0.59,Hispanic,20782,0.31777378815080787
56611,Male,African-American,06/05/86,1.1,African-American,56611,0.6211849192100538
23296,Male,African-American,09/22/78,0.96,African-American,23296,0.5960502692998204
38980,Female,Caucasian,08/13/64,2.18,Caucasian,38980,0.81508078994614
36286,Female,African-American,02/21/89,0.31,African-American,36286,0.47935368043087967
20743,Male,African-American,11/02/90,1.16,African-American,20743,0.6319569120287252
55789,Male,Hispanic,05/23/80,1.76,Hispanic,55789,0.7396768402154399
31666,Female,African-American,08/26/94,0.9,African-American,31666,0.5852782764811489
49822,Male,Caucasian,03/06/82,1.1,Caucasian,49822,0.6211849192100538
10351,Female,Caucasian,11/07/63,1.83,Caucasian,10351,0.7522441651705565
21583,Male,African-American,03/03/95,-0.52,African-American,21583,0.33034111310592457
4516,Male,Caucasian,01/20/62,2.18,Caucasian,4516,0.81508078994614
11194,Male,Hispanic,05/08/71,1.68,Hispanic,11194,0.7253141831238779
60613,Female,Caucasian,11/03/92,0.48,Caucasian,60613,0.5098743267504487
