,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,RawScore,z,id,quality
32695,Male,African-American,10/21/92,-0.03,Male,32695,0.41831238779174146
38140,Male,Caucasian,01/25/93,0.95,Male,38140,0.5942549371633751
37372,Male,African-American,11/05/94,-0.2,Male,37372,0.38779174147217227
48181,Male,Caucasian,07/04/80,1.26,Male,48181,0.6499102333931778
13825,Male,Caucasian,12/12/89,0.46,Male,13825,0.5062836624775583
39694,Male,Caucasian,02/12/63,0.56,Male,39694,0.5242369838420108
40360,Female,African-American,08/28/80,1.88,Female,40360,0.7612208258527827
35092,Female,Hispanic,05/16/90,0.4,Female,35092,0.4955116696588868
12178,Male,African-American,08/22/78,1.31,Male,12178,0.6588868940754039
8959,Male,African-American,01/25/80,-0.24,Male,8959,0.38061041292639136
47635,Male,Caucasian,09/17/80,0.69,Male,47635,0.5475763016157988
60157,Male,African-American,01/05/79,1.52,Male,60157,0.696588868940754
33385,Female,Hispanic,08/11/83,1.84,Female,33385,0.7540394973070018
38866,Male,Caucasian,01/22/77,0.8,Male,38866,0.5673249551166966
2977,Female,Caucasian,06/11/64,0.09,Female,2977,0.4398563734290843
19285,Female,Hispanic,07/31/82,0.93,Female,19285,0.5906642728904847
19462,Male,African-American,12/13/87,0.24,Male,19462,0.4667863554757629
41005,Male,Caucasian,05/10/68,2.03,Male,41005,0.7881508078994613
18778,Male,Caucasian,04/30/79,1.09,Male,18778,0.6193895870736086
60475,Male,Hispanic,05/22/89,-0.22,Male,60475,0.3842010771992818
41224,Female,Caucasian,10/29/87,1.25,Female,41224,0.6481149012567324
20368,Male,African-American,07/28/94,0.13,Male,20368,0.4470377019748653
45025,Male,Other,06/18/78,1.32,Male,45025,0.6606822262118491
22060,Male,African-American,10/09/69,0.88,Male,22060,0.5816876122082585
40408,Female,Hispanic,01/22/54,1.86,Female,40408,0.7576301615798922
20938,Male,Hispanic,04/02/70,0.14,Male,20938,0.4488330341113106
4216,Female,Caucasian,08/14/69,2.18,Female,4216,0.81508078994614
2191,Male,Oriental,06/27/63,1.79,Male,2191,0.7450628366247756
16318,Male,African-American,11/09/79,-0.94,Male,16318,0.2549371633752244
7630,Male,Caucasian,06/28/60,1.7,Male,7630,0.7289048473967683
53917,Male,Caucasian,04/20/74,0.63,Male,53917,0.5368043087971274
29695,Female,Hispanic,04/20/91,0.75,Female,29695,0.5583482944344703
16438,Female,African-American,03/24/90,0.7,Female,16438,0.5493716337522441
35266,Male,African-American,09/09/88,0.51,Male,35266,0.5152603231597845
36409,Male,Caucasian,01/26/77,1.19,Male,36409,0.637342908438061
12079,Male,African-American,04/06/61,0.96,Male,12079,0.5960502692998204
53425,Male,African-American,10/24/78,0.43,Male,53425,0.5008976660682226
50668,Male,African-American,06/07/39,2.59,Male,50668,0.8886894075403948
10840,Male,African-American,09/22/87,0.46,Male,10840,0.5062836624775583
1690,Male,African-American,01/07/83,0.27,Male,1690,0.4721723518850987
28549,Male,Caucasian,05/01/85,1.26,Male,28549,0.6499102333931778
976,Female,Hispanic,05/16/90,0.87,Female,976,0.5798922800718133
1846,Male,Caucasian,02/23/70,0.4,Male,1846,0.4955116696588868
38701,Male,African-American,08/28/84,0.32,Male,38701,0.4811490125673249
23989,Male,Caucasian,03/19/89,0.35,Male,23989,0.48653500897666063
235,Male,African-American,06/12/90,0.81,Male,235,0.5691202872531418
3994,Male,Caucasian,12/19/78,0.54,Male,3994,0.5206463195691202
56197,Male,Caucasian,03/29/60,0.11,Male,56197,0.4434470377019748
55657,Female,Caucasian,04/08/70,0.85,Female,55657,0.5763016157989228
53218,Male,African-American,12/02/83,-0.31,Male,53218,0.36804308797127466
34633,Female,Caucasian,11/02/76,1.57,Female,34633,0.7055655296229801
52990,Female,Caucasian,09/11/75,1.91,Female,52990,0.7666068222621184
21496,Male,Caucasian,12/18/71,0.4,Male,21496,0.4955116696588868
4168,Male,Caucasian,09/18/64,0.25,Male,4168,0.4685816876122082
25855,Male,African-American,12/01/49,2.51,Male,25855,0.8743267504488329
43207,Male,Caucasian,01/11/56,1.61,Male,43207,0.7127468581687612
25708,Male,African-American,06/30/92,0.3,Male,25708,0.4775583482944344
60781,Male,Caucasian,04/13/81,0.11,Male,60781,0.4434470377019748
48739,Male,Arabic,08/22/91,0.96,Male,48739,0.5960502692998204
31663,Male,Caucasian,10/27/77,1.01,Male,31663,0.6050269299820467
10270,Male,Other,04/26/92,0.27,Male,10270,0.4721723518850987
289,Male,African-American,07/05/90,0.67,Male,289,0.5439856373429084
41266,Male,Hispanic,04/12/66,1.67,Male,41266,0.7235188509874325
25030,Male,African-American,07/31/66,0.46,Male,25030,0.5062836624775583
31393,Male,African-American,11/17/80,-0.12,Male,31393,0.40215439856373425
19594,Male,African-American,08/23/88,-0.47,Male,19594,0.33931777378815076
4936,Male,African-American,10/31/94,-0.73,Male,4936,0.29263913824057447
36019,Male,African-American,07/27/79,-0.82,Male,36019,0.2764811490125673
46522,Male,Other,02/11/69,2.03,Male,46522,0.7881508078994613
15649,Male,Caucasian,06/08/94,-0.72,Male,15649,0.2944344703770197
31720,Male,African-American,09/03/69,0.47,Male,31720,0.5080789946140036
39970,Male,Caucasian,07/06/88,0.96,Male,39970,0.5960502692998204
2983,Male,African-American,11/08/93,-0.29,Male,2983,0.3716337522441651
33874,Male,African-American,03/17/78,-0.05,Male,33874,0.41472172351885095
47347,Male,African-American,07/01/74,0.27,Male,47347,0.4721723518850987
25912,Male,Caucasian,06/12/57,1.02,Male,25912,0.6068222621184919
21139,Male,African-American,09/21/89,0.93,Male,21139,0.5906642728904847
57559,Male,African-American,08/11/65,1.75,Male,57559,0.7378815080789944
13558,Male,African-American,12/20/93,0.68,Male,13558,0.5457809694793536
39541,Male,African-American,09/20/91,0.17,Male,39541,0.45421903052064627
23389,Male,African-American,02/02/72,0.75,Male,23389,0.5583482944344703
25552,Male,African-American,08/16/90,0.68,Male,25552,0.5457809694793536
14668,Male,Caucasian,02/04/86,1.41,Male,14668,0.6768402154398563
24487,Male,Caucasian,02/17/84,-0.72,Male,24487,0.2944344703770197
44824,Female,African-American,10/31/79,1.06,Female,44824,0.6140035906642728
9541,Male,Arabic,06/07/75,1.97,Male,9541,0.7773788150807899
946,Female,African-American,10/07/92,0.72,Female,946,0.5529622980251346
57538,Male,Hispanic,02/15/78,1.49,Male,57538,0.6912028725314182
14395,Male,Caucasian,06/28/61,1.06,Male,14395,0.6140035906642728
19900,Female,Caucasian,06/27/88,-0.11,Female,19900,0.40394973070017953
13222,Male,Caucasian,11/11/74,1.66,Male,13222,0.7217235188509873
38224,Male,Caucasian,02/17/84,1.09,Male,38224,0.6193895870736086
49126,Male,Hispanic,08/25/82,0.77,Male,49126,0.5619389587073608
25846,Female,Hispanic,12/09/94,0.55,Female,25846,0.5224416517055656
43156,Female,Caucasian,06/03/93,0.72,Female,43156,0.5529622980251346
21067,Male,Caucasian,07/21/66,2.02,Male,21067,0.7863554757630161
45985,Female,Caucasian,08/23/65,1.12,Female,45985,0.6247755834829443
37201,Male,Caucasian,02/24/88,0.38,Male,37201,0.49192100538599637
41452,Male,Other,06/21/54,2.15,Male,41452,0.8096947935368042
43147,Male,African-American,01/12/82,-0.01,Male,43147,0.42190305206463197
232,Male,Caucasian,08/02/86,-0.35,Male,232,0.36086175942549364
38899,Male,African-American,08/13/86,-0.55,Male,38899,0.32495511669658883
11692,Male,African-American,05/03/93,0.81,Male,11692,0.5691202872531418
42994,Male,Other,08/26/65,2.0,Male,42994,0.7827648114901256
11323,Male,African-American,03/17/92,-0.6,Male,11323,0.3159784560143626
34816,Female,Caucasian,04/26/89,1.29,Female,34816,0.6552962298025135
17344,Male,African-American,11/14/94,-0.13,Male,17344,0.400359066427289
19912,Male,Other,10/16/53,2.77,Male,19912,0.9210053859964092
6394,Female,Caucasian,03/17/75,1.17,Female,6394,0.6337522441651705
4738,Female,Caucasian,07/14/88,1.15,Female,4738,0.63016157989228
820,Male,African-American,07/10/80,1.54,Male,820,0.7001795332136445
55705,Female,African-American,01/31/75,1.16,Female,55705,0.6319569120287252
38242,Male,Hispanic,12/26/84,0.23,Male,38242,0.46499102333931774
59158,Male,African-American,07/24/89,-0.26,Male,59158,0.3770197486535008
53311,Male,African-American,04/22/93,0.68,Male,53311,0.5457809694793536
43015,Male,African-American,07/27/89,-0.95,Male,43015,0.25314183123877915
49711,Male,African-American,01/09/82,0.84,Male,49711,0.5745062836624775
32245,Female,Caucasian,01/29/76,1.74,Female,32245,0.7360861759425493
15088,Male,African-American,08/30/83,-0.29,Male,15088,0.3716337522441651
56737,Male,Caucasian,04/26/73,0.04,Male,56737,0.43087971274685816
49054,Female,Hispanic,10/25/71,2.35,Female,49054,0.8456014362657092
14365,Male,Other,11/25/91,0.65,Male,14365,0.5403949730700179
41560,Male,Caucasian,02/03/78,1.22,Male,41560,0.6427289048473968
31195,Male,Other,08/02/85,0.92,Male,31195,0.5888689407540394
31510,Male,African-American,05/12/88,1.27,Male,31510,0.6517055655296229
31231,Male,African-American,01/02/56,2.48,Male,31231,0.8689407540394972
21301,Male,African-American,09/30/85,0.89,Male,21301,0.5834829443447037
20875,Male,Hispanic,03/28/57,2.7,Male,20875,0.9084380610412927
16384,Male,Hispanic,08/12/87,1.19,Male,16384,0.637342908438061
14308,Male,African-American,08/07/61,0.77,Male,14308,0.5619389587073608
11221,Male,African-American,10/29/63,2.08,Male,11221,0.7971274685816875
21247,Male,African-American,09/27/79,0.21,Male,21247,0.46140035906642723
60628,Female,African-American,04/19/94,0.98,Female,60628,0.5996409335727109
52774,Male,African-American,10/02/71,1.35,Male,52774,0.6660682226211849
8440,Male,Caucasian,01/09/64,0.85,Male,8440,0.5763016157989228
4462,Male,Caucasian,10/09/69,1.58,Male,4462,0.7073608617594255
42109,Male,African-American,03/12/71,1.64,Male,42109,0.718132854578097
12775,Male,Caucasian,10/01/87,-0.78,Male,12775,0.2836624775583483
24754,Male,African-American,11/12/56,0.39,Male,24754,0.49371633752244165
3127,Male,African-American,01/17/92,-0.61,Male,3127,0.3141831238779174
8215,Male,African-American,10/31/85,-1.0,Male,8215,0.24416517055655293
25564,Female,Caucasian,09/13/66,2.2,Female,25564,0.8186714542190305
53413,Male,African-American,02/24/92,0.22,Male,53413,0.4631956912028725
59356,Male,African-American,09/22/87,-0.4,Male,59356,0.35188509874326745
18832,Female,Hispanic,02/09/77,0.64,Female,18832,0.5385996409335727
5893,Male,Caucasian,05/07/79,1.41,Male,5893,0.6768402154398563
12667,Male,Hispanic,09/13/72,0.7,Male,12667,0.5493716337522441
48727,Male,African-American,01/04/82,-0.01,Male,48727,0.42190305206463197
2923,Male,African-American,02/13/93,-0.57,Male,2923,0.3213644524236984
15256,Male,Hispanic,01/02/77,0.68,Male,15256,0.5457809694793536
52303,Female,Hispanic,09/30/67,2.27,Female,52303,0.8312387791741471
47611,Male,African-American,04/06/94,0.01,Male,47611,0.42549371633752237
3754,Male,African-American,09/17/90,0.16,Male,3754,0.45242369838420105
25357,Male,Hispanic,05/03/88,0.84,Male,25357,0.5745062836624775
19249,Male,Caucasian,05/10/64,1.8,Male,19249,0.7468581687612208
21223,Female,Caucasian,10/23/51,2.1,Female,21223,0.800718132854578
43369,Male,Hispanic,03/19/71,1.63,Male,43369,0.7163375224416516
16090,Male,African-American,12/09/75,1.85,Male,16090,0.755834829443447
36403,Male,African-American,10/03/88,0.06,Male,36403,0.4344703770197486
1654,Male,African-American,09/09/93,0.85,Male,1654,0.5763016157989228
6742,Female,Caucasian,07/13/89,0.66,Female,6742,0.5421903052064632
44860,Male,African-American,02/14/71,1.4,Male,44860,0.6750448833034111
19516,Male,Caucasian,12/19/49,2.08,Male,19516,0.7971274685816875
20389,Male,African-American,03/17/90,0.25,Male,20389,0.4685816876122082
51112,Male,African-American,01/26/94,-0.34,Male,51112,0.3626570915619389
58912,Male,African-American,08/02/82,0.04,Male,58912,0.43087971274685816
40906,Male,African-American,06/09/82,1.08,Male,40906,0.6175942549371634
47134,Male,African-American,01/20/93,-0.16,Male,47134,0.39497307001795323
30955,Male,African-American,03/04/66,2.28,Male,30955,0.8330341113105924
13462,Male,Hispanic,08/10/81,0.9,Male,13462,0.5852782764811489
3259,Male,Caucasian,04/22/90,-0.19,Male,3259,0.38958707360861755
54766,Female,African-American,08/27/92,1.11,Female,54766,0.622980251346499
15724,Female,African-American,02/11/56,1.8,Female,15724,0.7468581687612208
26218,Male,African-American,06/26/87,0.4,Male,26218,0.4955116696588868
7726,Male,Caucasian,05/22/90,-1.24,Male,7726,0.20107719928186712
9490,Male,African-American,01/23/93,0.73,Male,9490,0.5547576301615799
44815,Male,African-American,11/24/58,0.41,Male,44815,0.4973070017953321
36964,Male,African-American,09/16/93,-0.33,Male,36964,0.36445242369838415
9631,Male,Caucasian,07/09/58,0.24,Male,9631,0.4667863554757629
13063,Male,Caucasian,09/06/91,0.54,Male,13063,0.5206463195691202
6472,Female,African-American,01/09/89,0.6,Female,6472,0.5314183123877917
51559,Male,African-American,07/03/84,-0.63,Male,51559,0.3105924596050269
59452,Female,Hispanic,09/01/53,2.62,Female,59452,0.8940754039497307
39787,Male,Caucasian,06/06/93,0.8,Male,39787,0.5673249551166966
30031,Male,African-American,12/26/79,1.63,Male,30031,0.7163375224416516
41803,Male,Hispanic,01/02/89,1.15,Male,41803,0.63016157989228
31234,Female,Caucasian,05/28/72,1.97,Female,31234,0.7773788150807899
12739,Male,African-American,06/03/94,0.45,Male,12739,0.5044883303411131
54082,Male,African-American,06/30/84,0.84,Male,54082,0.5745062836624775
1576,Male,Caucasian,06/29/87,1.01,Male,1576,0.6050269299820467
11026,Male,Caucasian,11/27/61,-0.06,Male,11026,0.41292639138240567
58627,Male,African-American,08/30/94,-0.28,Male,58627,0.3734290843806104
45580,Male,African-American,07/26/67,0.37,Male,45580,0.49012567324955114
24445,Male,African-American,11/16/60,2.04,Male,24445,0.7899461400359067
52285,Male,Caucasian,12/23/77,0.07,Male,52285,0.43626570915619384
26542,Female,African-American,03/05/73,0.85,Female,26542,0.5763016157989228
41134,Female,African-American,08/22/66,2.0,Female,41134,0.7827648114901256
13315,Male,Caucasian,06/29/84,0.84,Male,13315,0.5745062836624775
2401,Male,Caucasian,04/05/90,1.0,Male,2401,0.6032315978456014
1363,Male,Caucasian,07/22/88,0.2,Male,1363,0.459605026929982
22303,Female,Caucasian,06/21/51,2.35,Female,22303,0.8456014362657092
28651,Male,Caucasian,06/20/90,0.07,Male,28651,0.43626570915619384
15730,Male,Caucasian,12/07/90,0.11,Male,15730,0.4434470377019748
32164,Male,Hispanic,03/07/85,0.33,Male,32164,0.4829443447037702
4384,Male,African-American,10/27/60,0.01,Male,4384,0.42549371633752237
37006,Male,Caucasian,05/19/82,0.99,Male,37006,0.6014362657091561
50449,Female,Caucasian,12/30/87,0.16,Female,50449,0.45242369838420105
24517,Male,African-American,11/28/82,-0.56,Male,24517,0.3231597845601436
39124,Male,African-American,01/18/67,0.29,Male,39124,0.47576301615798916
42007,Male,Caucasian,02/10/76,2.16,Male,42007,0.8114901256732494
25027,Male,Hispanic,07/19/78,1.55,Male,25027,0.7019748653500898
49474,Male,Caucasian,05/02/82,1.82,Male,49474,0.7504488330341113
47683,Female,African-American,08/23/82,1.5,Female,47683,0.6929982046678635
20101,Male,Caucasian,02/01/80,0.57,Male,20101,0.5260323159784559
52861,Male,Caucasian,11/24/87,-0.15,Male,52861,0.3967684021543985
38284,Male,Caucasian,02/28/85,-0.88,Male,38284,0.26570915619389585
34732,Male,African-American,09/29/68,-0.42,Male,34732,0.348294434470377
17320,Female,African-American,01/24/93,-0.78,Female,17320,0.2836624775583483
42850,Male,Caucasian,09/23/78,1.76,Male,42850,0.7396768402154399
30352,Male,Caucasian,04/28/82,0.08,Male,30352,0.4380610412926391
22630,Male,Hispanic,11/06/72,1.71,Male,22630,0.7307001795332136
9478,Male,African-American,09/25/80,0.22,Male,9478,0.4631956912028725
5191,Male,African-American,09/20/90,-0.24,Male,5191,0.38061041292639136
56995,Male,African-American,08/19/65,0.96,Male,56995,0.5960502692998204
26377,Female,Caucasian,03/20/67,1.57,Female,26377,0.7055655296229801
4537,Male,African-American,07/26/87,-0.43,Male,4537,0.3464991023339318
26170,Male,Other,05/18/79,1.27,Male,26170,0.6517055655296229
57598,Male,Caucasian,12/04/92,0.82,Male,57598,0.570915619389587
25690,Male,Caucasian,09/20/74,0.38,Male,25690,0.49192100538599637
29281,Female,African-American,05/22/83,1.89,Female,29281,0.763016157989228
54274,Male,Other,08/14/90,-0.85,Male,54274,0.2710951526032315
37516,Female,Other,05/18/79,0.21,Female,37516,0.46140035906642723
26818,Male,Caucasian,10/21/81,0.06,Male,26818,0.4344703770197486
22426,Male,Hispanic,05/14/56,2.04,Male,22426,0.7899461400359067
46564,Male,Other,05/06/87,0.68,Male,46564,0.5457809694793536
35137,Female,Caucasian,10/02/60,1.54,Female,35137,0.7001795332136445
21430,Male,Hispanic,06/18/76,1.11,Male,21430,0.622980251346499
10228,Male,African-American,09/11/86,1.18,Male,10228,0.6355475763016157
32053,Male,Caucasian,11/08/69,0.6,Male,32053,0.5314183123877917
2290,Female,African-American,01/04/67,-0.47,Female,2290,0.33931777378815076
24283,Male,African-American,02/13/83,0.88,Male,24283,0.5816876122082585
5254,Female,African-American,12/10/77,-0.61,Female,5254,0.3141831238779174
24163,Male,African-American,03/19/71,1.08,Male,24163,0.6175942549371634
50299,Male,Caucasian,08/05/63,2.25,Male,50299,0.8276481149012566
21661,Male,African-American,03/06/81,-0.29,Male,21661,0.3716337522441651
39262,Male,Caucasian,08/15/79,0.01,Male,39262,0.42549371633752237
7234,Male,African-American,10/18/77,1.8,Male,7234,0.7468581687612208
3973,Male,Caucasian,10/15/69,-0.21,Male,3973,0.3859964093357271
50428,Male,Hispanic,07/26/85,1.54,Male,50428,0.7001795332136445
44572,Male,Hispanic,08/03/87,0.33,Male,44572,0.4829443447037702
50293,Male,Caucasian,06/07/78,0.62,Male,50293,0.5350089766606821
23467,Male,Caucasian,01/30/86,1.37,Male,23467,0.6696588868940754
15304,Male,Caucasian,10/25/76,2.01,Male,15304,0.7845601436265708
46252,Male,African-American,11/15/60,1.02,Male,46252,0.6068222621184919
28105,Male,African-American,08/08/79,-0.26,Male,28105,0.3770197486535008
58201,Male,African-American,03/09/87,-0.24,Male,58201,0.38061041292639136
53149,Male,Hispanic,08/19/82,-0.46,Male,53149,0.34111310592459604
59734,Male,Caucasian,04/13/72,0.06,Male,59734,0.4344703770197486
27610,Male,Caucasian,08/19/60,1.55,Male,27610,0.7019748653500898
51427,Male,Other,01/03/92,-0.69,Male,51427,0.29982046678635543
12346,Male,Hispanic,05/31/76,1.18,Male,12346,0.6355475763016157
5251,Male,Caucasian,04/03/80,1.37,Male,5251,0.6696588868940754
43405,Male,African-American,04/27/91,-0.38,Male,43405,0.35547576301615796
25129,Male,Caucasian,11/03/49,0.1,Male,25129,0.4416517055655296
30424,Male,Hispanic,01/11/90,0.58,Male,30424,0.5278276481149012
13444,Female,Hispanic,08/29/91,1.1,Female,13444,0.6211849192100538
18898,Male,African-American,09/07/81,-0.27,Male,18898,0.3752244165170556
13417,Male,Caucasian,10/10/57,2.13,Male,13417,0.8061041292639138
53887,Male,African-American,11/09/74,-0.47,Male,53887,0.33931777378815076
23860,Male,African-American,05/18/72,0.19,Male,23860,0.4578096947935367
60811,Male,African-American,02/09/89,-0.27,Male,60811,0.3752244165170556
10279,Female,Hispanic,07/21/77,0.88,Female,10279,0.5816876122082585
7810,Male,African-American,06/13/89,-0.03,Male,7810,0.41831238779174146
60688,Male,Hispanic,12/30/67,1.66,Male,60688,0.7217235188509873
21229,Male,Caucasian,06/26/59,-0.7,Male,21229,0.2980251346499102
40945,Male,African-American,09/14/91,0.35,Male,40945,0.48653500897666063
48904,Male,African-American,02/24/53,0.85,Male,48904,0.5763016157989228
26989,Male,Caucasian,10/12/77,1.67,Male,26989,0.7235188509874325
41377,Male,African-American,12/08/90,-0.02,Male,41377,0.4201077199281867
55120,Female,Caucasian,05/29/90,1.38,Female,55120,0.6714542190305206
9625,Male,African-American,08/06/67,2.3,Male,9625,0.8366247755834829
844,Male,Caucasian,06/05/87,-0.26,Male,844,0.3770197486535008
21958,Female,Caucasian,08/08/72,-0.08,Female,21958,0.4093357271095152
3442,Female,Caucasian,07/06/55,1.86,Female,3442,0.7576301615798922
51772,Male,African-American,12/02/90,0.07,Male,51772,0.43626570915619384
60004,Male,Hispanic,04/08/93,0.45,Male,60004,0.5044883303411131
14155,Male,African-American,03/28/84,-0.44,Male,14155,0.3447037701974865
32878,Male,Caucasian,04/08/91,0.27,Male,32878,0.4721723518850987
9463,Male,Caucasian,10/15/69,1.7,Male,9463,0.7289048473967683
15889,Female,African-American,02/02/82,0.62,Female,15889,0.5350089766606821
39061,Male,Hispanic,02/21/91,0.37,Male,39061,0.49012567324955114
35203,Male,Hispanic,11/13/82,0.72,Male,35203,0.5529622980251346
7423,Male,African-American,03/07/92,-0.04,Male,7423,0.4165170556552962
18766,Male,Caucasian,02/18/78,0.62,Male,18766,0.5350089766606821
6811,Male,African-American,11/16/79,0.44,Male,6811,0.5026929982046678
60031,Male,Other,06/05/79,1.85,Male,60031,0.755834829443447
27982,Male,Caucasian,05/27/89,0.33,Male,27982,0.4829443447037702
2476,Male,Caucasian,01/10/73,1.68,Male,2476,0.7253141831238779
34420,Male,African-American,01/19/84,0.14,Male,34420,0.4488330341113106
33025,Male,African-American,01/18/81,-0.58,Male,33025,0.3195691202872531
33853,Female,Hispanic,02/24/73,1.65,Female,33853,0.7199281867145421
10609,Male,Caucasian,10/07/87,1.14,Male,10609,0.6283662477558348
26134,Male,African-American,11/14/64,0.68,Male,26134,0.5457809694793536
59638,Male,African-American,11/22/86,-0.78,Male,59638,0.2836624775583483
10810,Female,African-American,10/13/89,0.95,Female,10810,0.5942549371633751
35971,Male,African-American,02/08/83,-0.98,Male,35971,0.2477558348294434
24202,Female,Caucasian,08/01/95,0.6,Female,24202,0.5314183123877917
27139,Male,Hispanic,08/15/41,2.19,Male,27139,0.8168761220825852
9133,Male,Caucasian,01/28/58,1.92,Male,9133,0.7684021543985636
28936,Male,African-American,04/05/89,0.46,Male,28936,0.5062836624775583
48493,Male,Caucasian,07/27/83,0.97,Male,48493,0.5978456014362656
13066,Female,Hispanic,11/25/71,1.14,Female,13066,0.6283662477558348
21643,Male,African-American,09/30/90,1.22,Male,21643,0.6427289048473968
14509,Male,Other,05/09/82,1.88,Male,14509,0.7612208258527827
46744,Male,Caucasian,10/02/64,2.27,Male,46744,0.8312387791741471
57472,Male,African-American,04/01/93,0.96,Male,57472,0.5960502692998204
22561,Male,Caucasian,08/18/79,0.01,Male,22561,0.42549371633752237
4162,Male,African-American,06/04/80,0.93,Male,4162,0.5906642728904847
4546,Male,Caucasian,05/01/67,1.18,Male,4546,0.6355475763016157
57526,Female,African-American,09/11/87,1.35,Female,57526,0.6660682226211849
27484,Female,Hispanic,10/27/77,0.97,Female,27484,0.5978456014362656
21697,Male,African-American,09/21/80,0.27,Male,21697,0.4721723518850987
41602,Female,African-American,09/23/78,1.51,Female,41602,0.6947935368043088
43678,Female,Caucasian,01/27/91,1.23,Female,43678,0.644524236983842
55648,Male,Caucasian,04/16/90,0.77,Male,55648,0.5619389587073608
16972,Female,Caucasian,12/06/71,1.5,Female,16972,0.6929982046678635
54220,Female,Hispanic,05/04/53,2.18,Female,54220,0.81508078994614
42889,Male,African-American,07/15/80,1.45,Male,42889,0.6840215439856372
59725,Male,Caucasian,01/30/91,0.99,Male,59725,0.6014362657091561
50125,Female,Caucasian,10/25/51,0.87,Female,50125,0.5798922800718133
29008,Male,Hispanic,07/24/83,1.68,Male,29008,0.7253141831238779
53608,Male,Caucasian,04/27/63,1.97,Male,53608,0.7773788150807899
12175,Male,African-American,05/21/84,0.62,Male,12175,0.5350089766606821
30688,Female,African-American,05/05/61,2.11,Female,30688,0.8025134649910233
32851,Male,African-American,01/03/68,-0.28,Male,32851,0.3734290843806104
36121,Male,Caucasian,07/01/66,1.17,Male,36121,0.6337522441651705
16948,Male,African-American,10/08/77,0.41,Male,16948,0.4973070017953321
53383,Female,Caucasian,12/22/87,1.34,Female,53383,0.6642728904847397
21160,Female,African-American,12/09/87,0.79,Female,21160,0.5655296229802513
52744,Male,African-American,10/18/90,0.65,Male,52744,0.5403949730700179
1063,Male,African-American,12/09/88,-0.11,Male,1063,0.40394973070017953
39298,Male,Caucasian,10/26/75,0.47,Male,39298,0.5080789946140036
32425,Male,Caucasian,11/19/76,0.57,Male,32425,0.5260323159784559
32059,Male,African-American,09/17/83,-0.23,Male,32059,0.3824057450628366
60205,Male,Caucasian,04/12/88,1.11,Male,60205,0.622980251346499
51301,Female,African-American,03/13/90,1.12,Female,51301,0.6247755834829443
