,lsat,gender,race1,z,id,quality
71,48.0,male,white,white_male,13002,1.0
72,48.0,male,white,white_male,14796,1.0
73,48.0,male,white,white_male,14791,1.0
74,48.0,female,asian,asian_female,14850,1.0
75,48.0,female,white,white_female,14842,1.0
76,48.0,male,white,white_male,14768,1.0
77,48.0,male,white,white_male,17282,1.0
78,48.0,female,white,white_female,3271,1.0
79,48.0,male,white,white_male,4662,1.0
80,48.0,female,white,white_female,9944,1.0
81,48.0,male,white,white_male,8037,1.0
82,48.0,male,white,white_male,231,1.0
83,48.0,female,white,white_female,5810,1.0
84,48.0,male,white,white_male,5800,1.0
85,48.0,male,white,white_male,1615,1.0
86,48.0,male,white,white_male,14003,1.0
87,48.0,female,white,white_female,13647,1.0
88,48.0,male,white,white_male,5476,1.0
89,48.0,male,white,white_male,14005,1.0
90,48.0,male,white,white_male,247,1.0
91,48.0,female,white,white_female,8701,1.0
92,48.0,female,hisp,hisp_female,19690,1.0
93,48.0,female,white,white_female,1952,1.0
94,48.0,female,white,white_female,17316,1.0
95,48.0,male,white,white_male,3280,1.0
96,48.0,male,white,white_male,21067,1.0
97,48.0,female,hisp,hisp_female,20723,1.0
98,48.0,female,white,white_female,21046,1.0
99,48.0,female,white,white_female,21028,1.0
100,48.0,male,white,white_male,14688,1.0
101,48.0,male,white,white_male,4724,1.0
102,48.0,female,white,white_female,9672,1.0
103,48.0,male,white,white_male,12975,1.0
104,48.0,male,white,white_male,4294,1.0
105,48.0,male,white,white_male,20653,1.0
106,48.0,male,white,white_male,20635,1.0
107,48.0,female,white,white_female,20704,1.0
108,48.0,male,white,white_male,12981,1.0
109,48.0,female,white,white_female,2109,1.0
110,48.0,female,white,white_female,3031,1.0
111,48.0,male,white,white_male,15567,1.0
112,48.0,female,white,white_female,13277,1.0
113,48.0,male,white,white_male,19452,1.0
114,48.0,female,white,white_female,2568,1.0
115,48.0,male,white,white_male,5414,1.0
116,48.0,male,white,white_male,8676,1.0
117,48.0,female,white,white_female,5461,1.0
118,48.0,male,white,white_male,278,1.0
119,48.0,female,white,white_female,9940,1.0
120,48.0,male,white,white_male,3600,1.0
121,48.0,male,white,white_male,13316,1.0
122,48.0,male,white,white_male,14579,1.0
123,48.0,male,white,white_male,904,1.0
124,48.0,male,asian,asian_male,13335,1.0
125,48.0,male,white,white_male,6069,1.0
126,48.0,male,white,white_male,4823,1.0
127,48.0,female,white,white_female,17152,1.0
128,48.0,female,white,white_female,12906,1.0
129,48.0,female,white,white_female,10049,1.0
130,48.0,male,white,white_male,7922,1.0
131,48.0,male,white,white_male,4227,1.0
132,48.0,female,white,white_female,1371,1.0
133,48.0,male,white,white_male,6936,1.0
134,48.0,male,white,white_male,1912,1.0
135,48.0,female,white,white_female,12911,1.0
136,48.0,female,white,white_female,20663,1.0
137,48.0,male,white,white_male,2970,1.0
138,48.0,male,hisp,hisp_male,21114,1.0
139,48.0,male,asian,asian_male,4862,1.0
140,48.0,female,white,white_female,328,1.0
141,48.0,female,white,white_female,13630,1.0
142,48.0,male,white,white_male,13582,1.0
143,48.0,male,white,white_male,4973,1.0
144,48.0,female,white,white_female,14537,1.0
145,48.0,female,white,white_female,14618,1.0
146,48.0,female,white,white_female,21139,1.0
147,48.0,female,white,white_female,14529,1.0
148,48.0,male,white,white_male,9375,1.0
149,48.0,male,white,white_male,14531,1.0
150,48.0,male,white,white_male,14525,1.0
151,48.0,male,white,white_male,14593,1.0
152,48.0,female,white,white_female,14585,1.0
153,48.0,female,white,white_female,14554,1.0
154,48.0,male,white,white_male,21125,1.0
155,48.0,female,white,white_female,20570,1.0
156,48.0,male,white,white_male,8198,1.0
157,48.0,male,white,white_male,9698,1.0
158,48.0,male,white,white_male,8181,1.0
159,48.0,female,asian,asian_female,1403,1.0
160,48.0,female,white,white_female,781,1.0
161,48.0,male,white,white_male,6417,1.0
162,48.0,male,white,white_male,13341,1.0
163,48.0,male,white,white_male,13342,1.0
164,48.0,female,white,white_female,21244,1.0
165,48.0,female,white,white_female,9332,1.0
166,48.0,female,white,white_female,13364,1.0
167,48.0,male,white,white_male,14474,1.0
168,48.0,male,white,white_male,21160,1.0
169,48.0,female,white,white_female,21153,1.0
170,48.0,male,white,white_male,7290,1.0
171,48.0,male,white,white_male,10213,1.0
172,48.0,male,white,white_male,19372,1.0
173,48.0,female,white,white_female,2177,1.0
174,48.0,female,white,white_female,21202,1.0
175,48.0,female,white,white_female,21241,1.0
176,48.0,male,white,white_male,10232,1.0
177,48.0,male,white,white_male,1892,1.0
178,48.0,male,white,white_male,12394,1.0
179,48.0,male,white,white_male,1538,1.0
180,48.0,male,white,white_male,3812,1.0
181,48.0,male,white,white_male,356,1.0
182,48.0,male,white,white_male,12389,1.0
183,48.0,male,white,white_male,8651,1.0
184,48.0,male,white,white_male,14153,1.0
185,48.0,male,white,white_male,13588,1.0
186,48.0,female,white,white_female,5867,1.0
187,48.0,male,white,white_male,21625,1.0
188,48.0,male,white,white_male,6932,1.0
189,48.0,male,white,white_male,19845,1.0
190,48.0,male,white,white_male,21252,1.0
191,48.0,female,white,white_female,20543,1.0
192,48.0,male,white,white_male,17049,1.0
193,48.0,female,white,white_female,4988,1.0
194,48.0,male,white,white_male,9290,1.0
195,48.0,male,white,white_male,21255,1.0
196,48.0,female,white,white_female,2190,1.0
197,48.0,male,white,white_male,10252,1.0
198,48.0,male,white,white_male,5062,1.0
199,48.0,female,white,white_female,5054,1.0
200,48.0,male,white,white_male,4106,1.0
201,48.0,female,white,white_female,5031,1.0
202,48.0,male,white,white_male,2649,1.0
203,48.0,female,white,white_female,10822,1.0
204,48.0,male,white,white_male,10804,1.0
205,48.0,male,white,white_male,13545,1.0
206,48.0,male,white,white_male,397,1.0
207,48.0,male,white,white_male,3543,1.0
208,48.0,female,white,white_female,3569,1.0
209,48.0,male,white,white_male,12444,1.0
210,48.0,male,white,white_male,16876,1.0
211,48.0,female,white,white_female,12103,1.0
212,48.0,female,white,white_female,6855,1.0
213,48.0,male,white,white_male,21283,1.0
214,48.0,male,white,white_male,15958,1.0
215,48.0,male,white,white_male,21304,1.0
216,48.0,female,white,white_female,14360,1.0
217,48.0,female,white,white_female,5090,1.0
218,48.0,male,white,white_male,13411,1.0
219,48.0,female,white,white_female,685,1.0
220,48.0,male,white,white_male,692,1.0
221,48.0,male,white,white_male,21311,1.0
222,48.0,male,white,white_male,14406,1.0
223,48.0,male,white,white_male,652,1.0
224,48.0,male,white,white_male,640,1.0
225,48.0,male,white,white_male,18211,1.0
226,48.0,female,white,white_female,11028,1.0
227,48.0,female,white,white_female,10239,1.0
228,48.0,male,white,white_male,7761,1.0
229,48.0,female,white,white_female,10249,1.0
230,48.0,male,white,white_male,10260,1.0
231,48.0,male,white,white_male,9261,1.0
232,48.0,male,white,white_male,9239,1.0
233,48.0,female,white,white_female,9226,1.0
234,48.0,male,white,white_male,21419,1.0
235,48.0,male,white,white_male,21403,1.0
236,48.0,female,white,white_female,14274,1.0
237,48.0,male,white,white_male,13496,1.0
238,48.0,female,white,white_female,13499,1.0
239,48.0,male,white,white_male,16343,1.0
240,48.0,male,white,white_male,20449,1.0
241,48.0,male,white,white_male,1816,1.0
242,48.0,male,white,white_male,9976,1.0
243,48.0,female,white,white_female,14124,1.0
244,48.0,male,white,white_male,14126,1.0
245,48.0,male,white,white_male,20409,1.0
246,48.0,female,white,white_female,20410,1.0
247,48.0,male,white,white_male,438,1.0
248,48.0,male,white,white_male,423,1.0
249,48.0,male,white,white_male,9091,1.0
250,48.0,male,white,white_male,9124,1.0
251,48.0,male,white,white_male,21613,1.0
252,48.0,male,white,white_male,2632,1.0
253,48.0,male,white,white_male,578,1.0
254,48.0,male,white,white_male,21371,1.0
255,48.0,female,white,white_female,21374,1.0
256,48.0,male,white,white_male,570,1.0
257,48.0,male,white,white_male,575,1.0
258,48.0,male,white,white_male,14326,1.0
259,48.0,male,white,white_male,2776,1.0
260,48.0,male,white,white_male,2799,1.0
261,48.0,male,white,white_male,21406,1.0
262,48.0,female,white,white_female,3481,1.0
263,48.0,male,white,white_male,17009,1.0
264,48.0,male,white,white_male,3455,1.0
265,48.0,male,white,white_male,3446,1.0
266,48.0,female,white,white_female,17016,1.0
267,48.0,female,white,white_female,17018,1.0
268,48.0,female,asian,asian_female,1854,1.0
269,48.0,male,white,white_male,10890,1.0
270,48.0,male,white,white_male,14225,1.0
271,48.0,male,asian,asian_male,14263,1.0
272,48.0,female,white,white_female,2303,1.0
273,48.0,male,white,white_male,9126,1.0
274,48.0,female,white,white_female,14192,1.0
275,48.0,female,white,white_female,14193,1.0
276,48.0,male,white,white_male,2720,1.0
277,48.0,male,white,white_male,12041,1.0
278,48.0,male,white,white_male,12034,1.0
279,48.0,female,white,white_female,3506,1.0
280,48.0,female,white,white_female,1800,1.0
281,48.0,male,white,white_male,12555,1.0
282,48.0,male,white,white_male,20498,1.0
283,48.0,male,white,white_male,12014,1.0
284,48.0,male,white,white_male,7737,1.0
285,48.0,male,white,white_male,2749,1.0
286,48.0,male,white,white_male,12558,1.0
287,48.0,female,white,white_female,20483,1.0
288,48.0,male,white,white_male,520,1.0
289,48.0,female,asian,asian_female,9780,1.0
290,48.0,female,white,white_female,20490,1.0
291,48.0,female,white,white_female,12520,1.0
292,48.0,male,white,white_male,9778,1.0
293,48.0,male,hisp,hisp_male,16237,1.0
294,48.0,female,white,white_female,499,1.0
295,48.0,male,white,white_male,21441,1.0
296,48.0,female,asian,asian_female,21431,1.0
297,48.0,male,white,white_male,14272,1.0
298,48.0,male,white,white_male,8830,1.0
299,48.0,male,white,white_male,10500,1.0
